person,Horizontal_mean_delta_l,Horizontal_mean_delta_r,Horizontal_mean_delta_m,Horizontal_mean_geschwindigkeit_l,Horizontal_mean_geschwindigkeit_r,Horizontal_mean_geschwindigkeit_m,Horizontal_max_delta_l,Horizontal_max_delta_r,Horizontal_max_delta_m,Horizontal_max_geschwindigkeit_l,Horizontal_max_geschwindigkeit_r,Horizontal_max_geschwindigkeit_m,Horizontal_min_delta_l,Horizontal_min_delta_r,Horizontal_min_delta_m,Horizontal_min_geschwindigkeit_l,Horizontal_min_geschwindigkeit_r,Horizontal_min_geschwindigkeit_m,Horizontal_standardabweichung_delta_l,Horizontal_standardabweichung_delta_r,Horizontal_standardabweichung_delta_m,Horizontal_standardabweichung_geschwindigkeit_l,Horizontal_standardabweichung_geschwindigkeit_r,Horizontal_standardabweichung_geschwindigkeit_m,Horizontal_varianz_delta_l,Horizontal_varianz_delta_r,Horizontal_varianz_delta_m,Horizontal_varianz_geschwindigkeit_l,Horizontal_varianz_geschwindigkeit_r,Horizontal_varianz_geschwindigkeit_m,Horizontal_tendenz_l,Horizontal_tendenz_r,Horizontal_tendenz_m,Horizontal_Kovarianz_blick_x,Horizontal_Kovarianz_blick_y,Horizontal_links_verhaeltnis_x,Horizontal_links_verhaeltnis_y,Horizontal_rechts_verhaeltnis_x,Horizontal_rechts_verhaeltnis_y,Liegende_8_langsam_mean_delta_l,Liegende_8_langsam_mean_delta_r,Liegende_8_langsam_mean_delta_m,Liegende_8_langsam_mean_geschwindigkeit_l,Liegende_8_langsam_mean_geschwindigkeit_r,Liegende_8_langsam_mean_geschwindigkeit_m,Liegende_8_langsam_max_delta_l,Liegende_8_langsam_max_delta_r,Liegende_8_langsam_max_delta_m,Liegende_8_langsam_max_geschwindigkeit_l,Liegende_8_langsam_max_geschwindigkeit_r,Liegende_8_langsam_max_geschwindigkeit_m,Liegende_8_langsam_min_delta_l,Liegende_8_langsam_min_delta_r,Liegende_8_langsam_min_delta_m,Liegende_8_langsam_min_geschwindigkeit_l,Liegende_8_langsam_min_geschwindigkeit_r,Liegende_8_langsam_min_geschwindigkeit_m,Liegende_8_langsam_standardabweichung_delta_l,Liegende_8_langsam_standardabweichung_delta_r,Liegende_8_langsam_standardabweichung_delta_m,Liegende_8_langsam_standardabweichung_geschwindigkeit_l,Liegende_8_langsam_standardabweichung_geschwindigkeit_r,Liegende_8_langsam_standardabweichung_geschwindigkeit_m,Liegende_8_langsam_varianz_delta_l,Liegende_8_langsam_varianz_delta_r,Liegende_8_langsam_varianz_delta_m,Liegende_8_langsam_varianz_geschwindigkeit_l,Liegende_8_langsam_varianz_geschwindigkeit_r,Liegende_8_langsam_varianz_geschwindigkeit_m,Liegende_8_langsam_tendenz_l,Liegende_8_langsam_tendenz_r,Liegende_8_langsam_tendenz_m,Liegende_8_langsam_Kovarianz_blick_x,Liegende_8_langsam_Kovarianz_blick_y,Liegende_8_langsam_links_verhaeltnis_x,Liegende_8_langsam_links_verhaeltnis_y,Liegende_8_langsam_rechts_verhaeltnis_x,Liegende_8_langsam_rechts_verhaeltnis_y,Liegende_8_schnell_mean_delta_l,Liegende_8_schnell_mean_delta_r,Liegende_8_schnell_mean_delta_m,Liegende_8_schnell_mean_geschwindigkeit_l,Liegende_8_schnell_mean_geschwindigkeit_r,Liegende_8_schnell_mean_geschwindigkeit_m,Liegende_8_schnell_max_delta_l,Liegende_8_schnell_max_delta_r,Liegende_8_schnell_max_delta_m,Liegende_8_schnell_max_geschwindigkeit_l,Liegende_8_schnell_max_geschwindigkeit_r,Liegende_8_schnell_max_geschwindigkeit_m,Liegende_8_schnell_min_delta_l,Liegende_8_schnell_min_delta_r,Liegende_8_schnell_min_delta_m,Liegende_8_schnell_min_geschwindigkeit_l,Liegende_8_schnell_min_geschwindigkeit_r,Liegende_8_schnell_min_geschwindigkeit_m,Liegende_8_schnell_standardabweichung_delta_l,Liegende_8_schnell_standardabweichung_delta_r,Liegende_8_schnell_standardabweichung_delta_m,Liegende_8_schnell_standardabweichung_geschwindigkeit_l,Liegende_8_schnell_standardabweichung_geschwindigkeit_r,Liegende_8_schnell_standardabweichung_geschwindigkeit_m,Liegende_8_schnell_varianz_delta_l,Liegende_8_schnell_varianz_delta_r,Liegende_8_schnell_varianz_delta_m,Liegende_8_schnell_varianz_geschwindigkeit_l,Liegende_8_schnell_varianz_geschwindigkeit_r,Liegende_8_schnell_varianz_geschwindigkeit_m,Liegende_8_schnell_tendenz_l,Liegende_8_schnell_tendenz_r,Liegende_8_schnell_tendenz_m,Liegende_8_schnell_Kovarianz_blick_x,Liegende_8_schnell_Kovarianz_blick_y,Liegende_8_schnell_links_verhaeltnis_x,Liegende_8_schnell_links_verhaeltnis_y,Liegende_8_schnell_rechts_verhaeltnis_x,Liegende_8_schnell_rechts_verhaeltnis_y
vp_046,37.7095930708184,38.50998591255687,35.64399099858379,0.0005092681403972285,0.0005288594354884013,0.0004905596511020964,182.1989015619661,170.51472229707156,176.32438863956924,0.007298295318914825,0.006654724113618124,0.006976457541439107,0.8806135489741079,0.8888117304300033,0.8282747068955973,4.305102605751636e-06,6.6651457063235635e-06,5.4737811811028165e-06,27.355511198863056,27.61059519404465,27.54009877866166,0.0005590630277516136,0.0005726521865022272,0.0005551293652500639,748.323992951122,762.3449669694014,758.4570407384413,3.1255146899880146e-07,3.279305267057815e-07,3.081686121629389e-07,-1.0,-1.0,-1.0,67647.47996619022,42.208250774735646,1.0,1.0,1.0,1.0,34.30118019004205,29.864775085537275,29.678668756257494,0.0004199233197367781,0.0004279074275962458,0.00038623075398342864,299.24807224162583,277.79814918370585,287.47229296586653,0.07456565791982257,0.07282198092020488,0.07369121762792354,1.3492485174160018,0.12204510335763145,0.3216605751845705,-4.0481346439784815e-07,-4.418094529602793e-07,-4.217592424313916e-07,31.44438276052075,29.993000156693025,30.446485419322503,0.0018290842581450508,0.0017915842184840348,0.001808219373766022,988.7492071901345,899.5800583993878,926.9884743890177,3.345549223394031e-06,3.2097740119210497e-06,3.2696573036627847e-06,-1.0,-1.0,-1.0,69978.94892522952,12242.176036901263,0.989983305509182,0.989983305509182,0.989983305509182,0.989983305509182,48.39114309498476,47.81512923340274,46.37511463032926,0.0005694594984907633,0.0005611241992290011,0.000546807658470343,257.41645227069864,259.04975670630415,258.1129920771658,0.004918450893917815,0.00588795751406691,0.005401870243544621,0.5848053002300975,0.7290979283156308,2.079170018723347,3.7782596024169622e-06,2.821640776049428e-06,3.151491694754392e-06,51.76910085758423,50.11113519771323,51.22560643736452,0.0004576270989887514,0.00047266921705009475,0.00045066780239173023,2680.0398036027277,2511.125870803494,2624.0627548757616,2.0942256172886047e-07,2.2341618874674958e-07,2.031014681125916e-07,-1.0,-1.0,-1.0,58667.0445740856,8889.685067018221,1.0,1.0,1.0,1.0
vp_047,98.90802285708938,104.51508108918192,100.44296166704534,0.0007348771430033405,0.0007401295164417354,0.0007092811892060663,532.9170782107459,549.8498401558387,538.1899790752872,0.05999094046866756,0.05949828915822844,0.05974403123669625,1.2287765518924327,2.0573715395943504,2.055392510372086,1.7839410941222404e-06,1.8256865431104787e-06,1.727554280438829e-06,118.25203362743025,122.95606606108213,120.16591873237856,0.0029461204189310183,0.0028952678072502783,0.002917088559228442,13983.543457022894,15118.194181217194,14439.848024796609,8.679625522842278e-06,8.382575675699836e-06,8.50940566238147e-06,-1.0,-1.0,-1.0,129169.49944169557,4604.857268084572,0.9780564263322884,0.9780564263322884,0.9811912225705329,0.9811912225705329,61.76802911601739,58.37871206544156,57.181345936870166,0.0008881845062453796,0.0008473830484660303,0.0008198062288967975,701.1331008675177,695.1372528188782,698.1349822967682,0.08140583682613066,0.07897573305454013,0.07954116143729634,0.8661315910713642,0.37706071301012223,0.2978933545686601,-1.2366551082461465e-05,-1.197096380745023e-05,-1.216858379006566e-05,87.09597517994474,84.65073416275149,86.4529880723716,0.005140597881916854,0.004847437351617268,0.004848940642497568,7585.708892545551,7165.746794292822,7474.119146641627,2.6425746583568048e-05,2.3497648877854228e-05,2.3512225354464728e-05,-1.0,-1.0,-1.0,90217.18869486246,28070.470797879818,0.9424520433694745,0.9424520433694745,0.9382819015846539,0.9382819015846539,76.98447880242308,72.5150089723797,73.19283993945551,0.0010841804744873699,0.0011551314588213162,0.001140476342475297,689.275569932366,690.583205150669,689.8216621668463,0.06884267697549032,0.06869640324260906,0.06876942923388421,1.5501347220865678,2.7595155504332296,1.009382044489482,6.207428285577813e-07,9.654705270459344e-07,7.905639173094785e-07,124.25424886104166,123.614303043062,124.41035978115218,0.004676590788993833,0.005080977817765251,0.005114502866639456,15439.118360021672,15280.495916821965,15477.93762087573,2.1870501407701965e-05,2.5816335584622528e-05,2.6158139572863215e-05,-1.0,-1.0,-1.0,76453.63370156045,14319.591570242246,0.9916317991631799,0.9916317991631799,0.9905857740585774,0.9905857740585774
vp_048,137.95167751671565,140.68279811590017,138.03287136678657,0.0008140907409148946,0.0008130904007961012,0.0007910548345264161,680.5851845837852,674.9605047442762,677.3797808071685,0.05097301465662422,0.04905909901469815,0.05000981619116205,1.322126385087866,1.0730041275546514,2.439163575379744,3.9966077929703706e-06,2.4303564677579965e-05,7.069021948513382e-06,166.44036569188836,168.608582436059,167.7050892675327,0.0026725214175904854,0.0022523993083025597,0.002650779845381129,27702.395331649528,28428.854071097303,28124.99696623112,7.1423707274798575e-06,5.0733026440418486e-06,7.026633788678802e-06,-1.0,-1.0,-1.0,99054.67362499332,12426.047215551742,0.9895397489539749,0.9895397489539749,0.9926778242677824,0.9926778242677824,76.76530213005704,80.03819952278248,77.20945724070161,0.0007451676319113307,0.000765789027266434,0.0007089051429180002,653.3220340566028,635.6720094985308,643.7814702494766,0.08846365875163395,0.08816031801548559,0.08830854423448614,2.8334249942744316,0.6368416631341765,0.9263450285874321,-1.1677698963196185e-06,-2.3057261344895384e-06,-1.7304089287340137e-06,82.15980255944169,84.08450408220928,82.93774250638859,0.004147517215486899,0.003901385729301308,0.004115041084363418,6750.233156606441,7070.203826751069,6878.669132056016,1.72018990527602e-05,1.5220810608795897e-05,1.6933563125998857e-05,-1.0,-1.0,-1.0,70782.64416617343,20384.334041329723,0.9590984974958264,0.9590984974958264,0.9657762938230384,0.9657762938230384,51.18047632278761,48.890332144126354,48.53187822107306,0.0006834853733884397,0.000801540882421406,0.000719981548251123,275.05223527456457,280.7406598315842,277.8891668321371,0.0482102200254299,0.0694185176527435,0.04871837188875437,3.014766300603612,0.3994446260616384,1.1733757831800915,7.409430354922705e-06,7.673592917532293e-06,7.425271841754193e-06,41.28012690291345,43.288193074225354,41.83293157692417,0.0020068021312872665,0.003055546406472946,0.0025523064288542805,1704.048877120639,1873.867659631412,1749.9941643196191,4.0272547941391155e-06,9.336363842109734e-06,6.51426810677089e-06,-1.0,-1.0,-1.0,66870.67297223984,11770.527081725962,0.9853709508881923,0.9853709508881923,0.987460815047022,0.987460815047022
vp_049,105.30176803177021,78.93163371561853,75.52296272674033,0.001221451843149396,0.0012001231570225519,0.0016734329586064031,745.8760141083377,658.5595286666246,692.9260865288361,0.052796678058795635,0.054421188696802,0.058561576276360924,10.869351344565036,0.28116289763586505,0.9463906822587314,1.229642270063136e-05,1.934588320957703e-05,9.125846776745808e-07,138.80475139384177,149.36463718185922,134.29647379096943,0.0044058272448053905,0.005050903117332245,0.0067314064176553,19266.759009506222,22309.794840468443,18035.542872688537,1.9411313711069455e-05,2.5511622300676593e-05,4.531183235965095e-05,-1.0,-1.0,-1.0,114429.07702558678,14819.731579185232,0.8701570680628272,0.8701570680628272,0.9099476439790576,0.9099476439790576,148.55511703047554,139.3399468898772,125.0387175150475,0.0007371141625519839,0.0010623000994778922,0.001059189979964992,850.6838048632118,752.6984724330209,801.1541486509877,0.09305255447808806,0.08667204327238755,0.08984794436298159,2.052495035149763,0.3543652170688211,0.28133459341595324,-2.390845134656409e-06,-3.90492111259469e-07,-1.2482347125657582e-06,215.46637946608854,236.6307387135018,219.04180683450082,0.0034400870353244084,0.004776888461815602,0.0051800799321334605,46425.760680224455,55994.10650409756,47979.31314132277,1.1834198810607077e-05,2.281866337662703e-05,2.6833228103291798e-05,-1.0,-1.0,-1.0,125897.91161043475,42950.6382322758,0.8450939457202505,0.8450939457202505,0.8688935281837161,0.8688935281837161,78.79280244069707,38.615766191471,48.14965522652638,0.0009518101300771993,0.0014840130294651104,0.0014144185437287443,610.065820806257,740.2924102072777,520.8939454557991,0.05189329616020948,0.07107190667288557,0.0663761970233237,3.52410089214485,1.1232068841796996,5.273565330499985,1.807520014847103e-05,3.900657513619016e-06,1.0841148950178726e-05,42.70994615415342,65.0417392741258,30.15853861282979,0.0027709688493820456,0.006013075814755893,0.005809415231452558,1824.1395004906847,4230.427847803359,909.5374512615455,7.678268364245658e-06,3.615708075400224e-05,3.374930533143297e-05,-1.0,-1.0,-1.0,111174.24822269636,28858.583092451434,0.8722513089005236,0.8722513089005236,0.8869109947643979,0.8869109947643979
vp_050,91.60580131654477,84.25544313690784,85.38667461406615,0.0006724746247039348,0.0006673277658456302,0.000630801383963152,708.311764783058,746.1461599355803,722.9733427063408,0.042425650967360014,0.04223362122206202,0.04232751373453288,6.605718075668241,14.585676586029885,13.8326925083334,1.211006502622679e-05,1.7501855650732468e-05,1.4777213401070428e-05,127.3772906920077,120.53395616391877,123.45833731532625,0.0017143207453045376,0.0017105145310654854,0.0017098418942179394,16224.974184036231,14528.434588525493,15241.961052664876,2.938895617781505e-06,2.9258599609861774e-06,2.923559303222791e-06,-1.0,-1.0,-1.0,96161.57545116813,2627.2068717076995,0.9937304075235109,0.9937304075235109,0.9926854754440961,0.9926854754440961,46.22336870489797,40.73872128903718,36.39396735122717,0.0008092653561614282,0.0007023487847231614,0.0007558029562990606,668.5429575932433,669.7868223510685,669.0313454782188,0.09207946497945232,0.08958107470477981,0.09031330113132556,1.6961338141864153,1.1443422032161734,0.08028053633930048,-2.1278301755991198e-07,-5.744295646276394e-07,-3.737481818887727e-07,66.32400582740732,70.58806424323578,65.1351822449093,0.005421895403597,0.00414613654104552,0.0051659337951373155,4398.873748993959,4982.674813607182,4242.591966077547,2.939694976754627e-05,1.719044821699291e-05,2.668687197574183e-05,-1.0,-1.0,-1.0,75350.74371760765,18104.467721950004,0.9653589315525877,0.9653589315525877,0.9699499165275459,0.9699499165275459,42.787939786975805,31.847440746119553,34.172037978580214,0.0007401840476573229,0.0007035034123578661,0.0006923101737082042,120.10058658784392,132.83169474981716,124.20887438820549,0.054104026870228986,0.049964667668303146,0.050682352153433315,2.8440797368419344,1.9925975800254292,0.41173361208591497,4.08603797669684e-06,3.837398979726515e-06,3.5925420399252493e-06,18.904322476941182,18.214325110290247,18.028415157526883,0.0018302255609332564,0.0016924597208630484,0.001705845427784617,357.3734083121835,331.76163922334985,325.0237530921451,3.349725603893453e-06,2.864419906743828e-06,2.909908623493683e-06,-1.0,-1.0,-1.0,73526.3238152705,13124.292287204531,0.9937369519832986,0.9937369519832986,0.9916492693110647,0.9916492693110647
vp_051,38.39059049506361,46.57825808247137,39.628397466250085,0.0008645312447299633,0.00078247132168954,0.0007911928187567248,435.631276352941,475.1774568923825,430.0378350264809,0.06499444276655804,0.06405969822074044,0.06450607484806106,1.269734098524733,7.071390817347753,9.692566388602158,1.3576453000554404e-05,1.0982011765781367e-05,1.6029492889618533e-05,47.378347196107896,48.13766680502911,43.63328584917861,0.0035909216084758387,0.002830837326262795,0.0032525663155038038,2244.707783034945,2317.234965432002,1903.8636339961304,1.2894717998218705e-05,8.01363996776269e-06,1.057918763674999e-05,-1.0,-1.0,-1.0,76919.12858956587,2628.5921153736363,0.9812304483837331,0.9812304483837331,0.9885297184567258,0.9885297184567258,34.16509586825482,42.16373211069278,34.130432340272314,0.0006450986326358576,0.0006546608401932249,0.0006210522460462578,484.72473168623696,556.3887516652228,471.0651945695392,0.06747044054592362,0.06906414153885962,0.06839289031155134,0.9434376844544105,1.8460242655017591,0.8559604707675221,-3.65973029488461e-07,-2.674068412002421e-07,-3.026162383800532e-07,38.03467532580885,37.4947428047881,36.783516837015156,0.003502373931706971,0.0036396861920985524,0.0035485949635967145,1446.6365271396924,1405.8557379972092,1353.0271108989773,1.2266623157500549e-05,1.324731557695286e-05,1.2592526215663968e-05,-1.0,-1.0,-1.0,78330.5566551662,17245.04854485052,0.9820534223706177,0.9820534223706177,0.9853923205342237,0.9853923205342237,40.49900455483674,49.70298118838876,43.16876667334212,0.0008949510418038254,0.0009001721056853885,0.0008836001389020496,515.5439068903852,567.6925605305187,541.480767926824,0.06880278216446581,0.07093608159283363,0.06986896537959497,2.0252895594603832,3.5395146706830705,1.5359155655601608,1.5677843118415828e-05,1.4031710444552178e-05,1.4839015225743802e-05,29.540631705687904,32.126542091748156,30.328594112503517,0.003829360414402722,0.0038714748908448265,0.003846963193764267,872.6489215710934,1032.1147067728662,919.8236208409829,1.4664001183394588e-05,1.4988317830441962e-05,1.4799125814176968e-05,-1.0,-1.0,-1.0,88692.95056981083,25767.549949867232,0.9571577847439916,0.9571577847439916,0.9561128526645768,0.9561128526645768
vp_052,88.03086859041763,91.80200548620364,88.79745068391908,0.0007571572011531641,0.0008087256271187467,0.0007174307519108136,711.4957183506845,832.5629422918167,765.3522781120627,0.07716213699525176,0.08751411736507755,0.08232058031114316,0.6837358437870175,1.5913799993418654,3.554904207315973,6.8456524897930315e-06,4.1845969001012585e-06,3.406177295172098e-06,127.09279029746997,128.70056071303313,127.64056676017942,0.0032001746682856253,0.003420005266169658,0.0032536112337702536,16152.577345596677,16563.834327849127,16292.114282859822,1.0241117907537013e-05,1.1696436020628195e-05,1.0585986060515991e-05,-1.0,-1.0,-1.0,97691.02360255057,3155.2341875136535,0.986444212721585,0.986444212721585,0.9854014598540146,0.9854014598540146,26.297397710016693,28.364444507327075,25.75057726185821,0.0005338519905991535,0.0006013975837455512,0.0004949193458511782,525.3088566792069,264.9901917161573,176.99620282958324,0.06735831398266709,0.0582239211981781,0.058279026960873274,0.4152980683255504,0.275159348110601,0.2338910270876268,-5.75093457810061e-07,-5.07376519875527e-07,-5.406155200364845e-07,20.47116972769473,19.67392705580045,17.886828730580557,0.002737383359498434,0.0025232433114383643,0.0024245162196723795,419.06879002008503,387.063405796957,319.9386420371221,7.493267656858932e-06,6.366756808718442e-06,5.878278899454447e-06,-1.0,-1.0,-1.0,78670.73744101422,17270.6114880271,0.9749582637729549,0.9749582637729549,0.9753756260434057,0.9753756260434057,42.49980724301081,43.76757689441985,42.50677114679801,0.0007060881218694264,0.0007531425812869023,0.0006967236296247528,163.39166667047618,196.26044631337297,174.45744024972137,0.044492092270330866,0.04411183977903072,0.04365463286915955,3.2176912557456467,1.8552051889412813,2.198423885028835,8.096835333844e-06,5.700968275667987e-06,8.433334460129528e-06,25.08910441650757,24.8638177683289,24.428326573541053,0.0020495747812294906,0.00205838528786608,0.0020472309504379078,629.4631604224197,618.2094340166678,596.7431391835719,4.200756783851914e-06,4.236949993303525e-06,4.191154564430899e-06,-1.0,-1.0,-1.0,77701.26706912374,15273.446466301666,0.9780793319415448,0.9780793319415448,0.9791231732776617,0.9791231732776617
vp_053,49.91684110366657,52.122244554881355,49.446216967615676,0.0009580290001534238,0.0009685470036857556,0.0009235987554496093,459.40458542258085,469.01704091788025,463.7246931502537,0.11054010411243884,0.11052474054026397,0.11053231608276316,1.8804925138821325,1.63689266038223,0.8251280205605881,7.839280815885848e-06,5.883340979753666e-06,6.006997841980183e-06,77.51486125924224,80.73318347297197,78.9298205857254,0.005048742809418843,0.005031988187638611,0.00504073723915912,6008.553716039573,6517.846913680554,6229.916577694801,2.548980395565847e-05,2.5320905120534513e-05,2.5409031914245505e-05,-1.0,-1.0,-1.0,94765.08499615439,3471.2594059892326,0.9874476987447699,0.9874476987447699,0.9884937238493724,0.9884937238493724,26.916904450014645,23.531083127700743,23.00230648950985,0.0007629124376687741,0.0007574283507864083,0.0007031904253967927,666.2971468922417,675.852979309097,670.9255155015212,0.07474124311534308,0.07457986789370821,0.0746568559700829,0.3833016072113041,0.4279793468157694,0.5181265863989845,-4.8357749100165e-07,-8.774318606391051e-08,-2.121958187018649e-07,29.049163570393002,28.921958305896318,28.12245638483077,0.003906892197161836,0.0038803482371019497,0.003879033554889168,843.8539041394479,836.4796722480049,790.872553116709,1.526380664024404e-05,1.505710244118021e-05,1.5046901319956097e-05,-1.0,-1.0,-1.0,86076.5977484144,23992.584390910495,0.9607679465776294,0.9607679465776294,0.9595158597662772,0.9595158597662772,29.00758936761706,29.52566241359494,27.799422305853284,0.0009016297300140501,0.0009036299578480689,0.0008756608336582844,94.6250140987985,113.02551417501316,103.49101245986341,0.06466892324495926,0.06013346368444635,0.06405439045324325,1.1790842780824218,0.33292368124051924,0.705728360944015,1.5881204941042646e-06,5.767170650112442e-06,5.614947766030736e-06,16.62599284340465,17.00887288561321,16.042308620287145,0.0035968382759961376,0.003370049057484586,0.00357340979537493,276.4236380289426,289.30175683894834,257.35566586853923,1.2937245583670866e-05,1.1357230649852746e-05,1.2769257565681498e-05,-1.0,-1.0,-1.0,77339.40768518565,15119.717335631252,0.9874739039665971,0.9874739039665971,0.988517745302714,0.988517745302714
vp_054,73.21188292886485,73.10124987469457,69.88041769879277,0.0013681647297786948,0.0011803744982180093,0.0010172305256843156,613.0490423853507,658.8637857862494,617.0552726908038,0.09446790805083008,0.10220346024147768,0.05654813490823935,4.118333022203584,0.4282794989756813,0.2672698495009261,1.1685888047338013e-05,8.958570729121147e-06,9.657727358475107e-06,115.4872828608117,118.4052332867888,114.6427962344198,0.006129291449845078,0.005365771162777701,0.003914590184628303,13337.312502573133,14019.799269698877,13142.970728446699,3.756821367714398e-05,2.8791500171296764e-05,1.5324016313588255e-05,-1.0,-1.0,-1.0,118732.99137533082,12408.88703148599,0.9173640167364017,0.9173640167364017,0.9341004184100419,0.9341004184100419,32.83376548461954,31.96993335590476,28.832454016558973,0.0008148250491833265,0.0008664803027787104,0.0008265387209805147,635.0079641867977,549.3316885634241,498.73871109918053,0.1167298437657232,0.0999177912598658,0.10044538539626828,0.6455772357703028,0.656729377269953,0.18975382446043415,-3.1276706862283933e-07,-3.725786455473207e-07,-2.1775037387287069e-07,52.294366115357086,54.930591871642775,50.3891528192681,0.005335812313297412,0.00548652797891282,0.005470352080982686,2734.7007274070074,3017.3699233689877,2539.0667218435538,2.847089304273628e-05,3.0101989263393197e-05,2.9924751889911606e-05,-1.0,-1.0,-1.0,86602.08321361641,24337.24032879853,0.9611691022964509,0.9611691022964509,0.9590814196242171,0.9590814196242171,33.608099412902725,32.783708995145595,32.01031242042017,0.0007383200541556491,0.000736008627857505,0.0007124526955509205,139.4829665763933,132.7797986121023,135.73475357292202,0.04113942622740738,0.05171350475735061,0.04101759383071324,0.4910378833500187,1.3017994960603685,0.6650272278224737,2.0505242317544002e-05,1.9873685107002577e-05,1.9335526380771263e-05,22.01038324396042,20.552911627136073,20.4891115549299,0.001456322757626195,0.0017627092812705389,0.001436345777535169,484.4569705460135,422.42217635286516,419.8036923103619,2.120875974379965e-06,3.1071440102773e-06,2.0630891926431093e-06,-1.0,-1.0,-1.0,80818.56735596136,14751.746821536995,0.9916230366492147,0.9916230366492147,0.9926701570680628,0.9926701570680628
vp_055,80.94888471180167,79.01598942322593,77.48858237742,0.0007258396781414695,0.0007445904577460532,0.0006966995118750385,568.3371709607369,545.3806963626455,556.8547639901482,0.04070911981629498,0.04794336541436568,0.04098446826917078,1.2055514286241498,0.2845391474373592,0.9538190167474632,9.344926625196154e-06,8.140709840032263e-06,8.230065948608647e-06,110.45950959347196,108.84357216125868,110.74965318704724,0.0024039517313985616,0.0025923322084577018,0.0024036263959163915,12201.303259630324,11846.923200823125,12265.485681051245,5.778983926894142e-06,6.720186279007185e-06,5.777419851146021e-06,-1.0,-1.0,-1.0,97704.18495789431,4518.840338931975,0.9801462904911181,0.9801462904911181,0.9822361546499477,0.9822361546499477,63.02915239779496,64.96400689669353,62.44274314100653,0.0004715509941796754,0.00046006419564816845,0.0004159150438710583,550.4015679867747,312.85266398346306,322.57240230023245,0.07317907065143353,0.06049842657809164,0.061170214806654626,1.9363434136284747,0.7307683558950192,0.733910839195555,-6.273830895249369e-07,-8.126009948972448e-07,-7.18914144895451e-07,69.09912551875343,66.01877981099422,67.42208730483092,0.0027529929752404553,0.0023043611824801425,0.0022993587591259913,4774.689147456441,4358.479287732537,4545.737856540243,7.578970321723295e-06,5.310080459321281e-06,5.287050703169419e-06,-1.0,-1.0,-1.0,55246.917308108226,11458.906611005681,0.9908103592314118,0.9908103592314118,0.9916457811194653,0.9916457811194653,113.91274576232716,116.15983366970649,113.89396546526062,0.0007662994598739995,0.0007295120339610975,0.0007446317847583856,786.282793684578,782.8360290768605,784.0144292132253,0.05003226072749732,0.04824225980661343,0.049132625716267926,1.1424299673157552,1.3150937552281898,0.582866282649026,1.2151027548386101e-06,3.847620431160389e-06,1.4314259991887697e-06,135.20900606128285,132.2967119312309,134.21269786032119,0.002850917139332776,0.002338594388891094,0.0028368247960249334,18281.475320080026,17502.41998781509,18013.048266945865,8.127728535341379e-06,5.469023715752909e-06,8.047574923341906e-06,-1.0,-1.0,-1.0,42807.790119054334,9103.368796459661,0.9916405433646813,0.9916405433646813,0.9937304075235109,0.9937304075235109
vp_056,38.55034115531257,42.23131950751245,36.767025602394156,0.0007511165175972895,0.0007318820992878688,0.0007399029039771357,297.23086345626166,261.82751505888444,277.7178906085427,0.046560224425348525,0.04775586452962252,0.047152372975503766,1.0738069734685516,0.935116479691554,2.458363520179759,4.2401330294148316e-06,4.044633253396324e-06,3.863702872234814e-06,45.38059326863425,45.92995791943156,45.20041434838072,0.002783100980475045,0.002599496390848101,0.0027816267357865902,2059.398245413212,2109.5610344807537,2043.0774572653015,7.745651067521157e-06,6.757381486032302e-06,7.73744729724276e-06,-1.0,-1.0,-1.0,82021.22158279853,7196.054790081609,0.9707724425887265,0.9707724425887265,0.9718162839248434,0.9718162839248434,24.57746956171657,28.621654615587264,19.746999914708038,0.0006652788537406284,0.000666938121170708,0.0006223005870333914,390.76520714226336,421.5709386242029,404.20855379006593,0.07402574115271719,0.06229899211768841,0.06193431575874634,0.7772257740842385,0.5398808645940247,0.17209585576929512,-3.134131939664565e-07,-1.589362154659055e-07,-2.2576583636946603e-07,33.71403172079,35.562062440645754,33.64483146173393,0.003921344393144177,0.003630489120679862,0.0036282810552627272,1136.635934870434,1264.6602850323873,1131.9746840884814,1.5376941849643273e-05,1.318045125537484e-05,1.316442341597841e-05,-1.0,-1.0,-1.0,86395.51439842471,22731.043744916988,0.948643006263048,0.948643006263048,0.9524008350730689,0.9524008350730689,27.942062045305526,30.917098143033144,25.623305857068537,0.0008850616001055219,0.0008886151908583617,0.0008896949554108137,93.51551960865271,112.61552305262084,97.18618786817648,0.06507575145292266,0.06714668093163442,0.06610873165834012,1.7887522597231458,2.4314321687921994,0.4434814056269579,5.284926777576043e-06,8.645510814519628e-06,5.945006607915421e-06,16.38444223647093,16.18496866477783,14.361131464332841,0.0032386211892812843,0.0032875295566700377,0.003412211964224718,268.44994740025254,261.9532106798403,206.24209693585075,1.048866720766172e-05,1.0807850585979094e-05,1.1643190488798309e-05,-1.0,-1.0,-1.0,83044.93368828707,21201.69048265269,0.9634273772204807,0.9634273772204807,0.9655172413793104,0.9655172413793104
