"Horizontal_mean_delta_l","Horizontal_mean_delta_r","Horizontal_mean_geschwindigkeit_l","Horizontal_mean_geschwindigkeit_r","Horizontal_mean_geschwindigkeit_m","Horizontal_max_delta_l","Horizontal_max_delta_r","Horizontal_max_geschwindigkeit_l","Horizontal_max_geschwindigkeit_r","Horizontal_max_geschwindigkeit_m","Horizontal_min_delta_l","Horizontal_min_delta_r","Horizontal_min_delta_m","Horizontal_min_geschwindigkeit_l","Horizontal_min_geschwindigkeit_r","Horizontal_min_geschwindigkeit_m","Horizontal_standardabweichung_delta_l","Horizontal_standardabweichung_geschwindigkeit_l","Horizontal_standardabweichung_geschwindigkeit_r","Horizontal_standardabweichung_geschwindigkeit_m","Horizontal_varianz_delta_l","Horizontal_varianz_geschwindigkeit_r","Horizontal_tendenz_l","Horizontal_tendenz_r","Horizontal_tendenz_m","Horizontal_Kovarianz_blick_x","Horizontal_Kovarianz_blick_y","Horizontal_links_verhaeltnis_x","Horizontal_rechts_verhaeltnis_x","Horizontal_sacc_m","Horizontal_sacc_rate_m","Horizontal_sacc_l","Liegende_8_langsam_mean_delta_l","Liegende_8_langsam_mean_geschwindigkeit_l","Liegende_8_langsam_mean_geschwindigkeit_r","Liegende_8_langsam_mean_geschwindigkeit_m","Liegende_8_langsam_max_delta_l","Liegende_8_langsam_max_delta_r","Liegende_8_langsam_max_geschwindigkeit_l","Liegende_8_langsam_max_geschwindigkeit_r","Liegende_8_langsam_max_geschwindigkeit_m","Liegende_8_langsam_min_delta_l","Liegende_8_langsam_min_delta_r","Liegende_8_langsam_min_delta_m","Liegende_8_langsam_min_geschwindigkeit_l","Liegende_8_langsam_min_geschwindigkeit_r","Liegende_8_langsam_min_geschwindigkeit_m","Liegende_8_langsam_standardabweichung_delta_l","Liegende_8_langsam_standardabweichung_geschwindigkeit_l","Liegende_8_langsam_standardabweichung_geschwindigkeit_r","Liegende_8_langsam_standardabweichung_geschwindigkeit_m","Liegende_8_langsam_varianz_delta_l","Liegende_8_langsam_tendenz_l","Liegende_8_langsam_Kovarianz_blick_x","Liegende_8_langsam_Kovarianz_blick_y","Liegende_8_langsam_links_verhaeltnis_x","Liegende_8_langsam_rechts_verhaeltnis_x","Liegende_8_langsam_sacc_m","Liegende_8_langsam_sacc_rate_m","Liegende_8_langsam_sacc_l","Liegende_8_schnell_mean_delta_l","Liegende_8_schnell_mean_delta_r","Liegende_8_schnell_mean_geschwindigkeit_l","Liegende_8_schnell_mean_geschwindigkeit_r","Liegende_8_schnell_mean_geschwindigkeit_m","Liegende_8_schnell_max_delta_l","Liegende_8_schnell_max_delta_r","Liegende_8_schnell_max_delta_m","Liegende_8_schnell_max_geschwindigkeit_l","Liegende_8_schnell_max_geschwindigkeit_r","Liegende_8_schnell_max_geschwindigkeit_m","Liegende_8_schnell_min_delta_l","Liegende_8_schnell_min_delta_r","Liegende_8_schnell_min_delta_m","Liegende_8_schnell_min_geschwindigkeit_l","Liegende_8_schnell_min_geschwindigkeit_r","Liegende_8_schnell_min_geschwindigkeit_m","Liegende_8_schnell_standardabweichung_delta_l","Liegende_8_schnell_standardabweichung_geschwindigkeit_l","Liegende_8_schnell_standardabweichung_geschwindigkeit_r","Liegende_8_schnell_varianz_delta_l","Liegende_8_schnell_tendenz_l","Liegende_8_schnell_tendenz_r","Liegende_8_schnell_tendenz_m","Liegende_8_schnell_Kovarianz_blick_x","Liegende_8_schnell_Kovarianz_blick_y","Liegende_8_schnell_links_verhaeltnis_x","Liegende_8_schnell_rechts_verhaeltnis_x","Liegende_8_schnell_sacc_m","Liegende_8_schnell_sacc_l"
137.9516775167,140.6827981159,8.140907E-4,8.130904E-4,7.910548E-4,680.5851845838,674.9605047443,0.0509730147,0.049059099,0.0500098162,1.3221263851,1.0730041276,2.4391635754,3.99660779297037E-6,2.430356467758E-5,7.069E-6,166.4403656919,0.0026725214,0.0022523993,0.0026507798,27702.3953316495,5.07330264404185E-6,-1.0,-1.0,-1.0,99054.6736249933,12426.0472155517,0.989539749,0.9926778243,243.0,285.0,336.0,76.7653021301,7.451676E-4,7.65789E-4,7.089051E-4,653.3220340566,635.6720094985,0.0884636588,0.088160318,0.0883085442,2.8334249943,0.6368416631,0.9263450286,-1.16776989631962E-6,-2.30572613448954E-6,-1.73040892873401E-6,82.1598025594,0.0041475172,0.0039013857,0.0041150411,6750.2331566065,-1.0,70782.6441661734,20384.3340413297,0.9590984975,0.9657762938,348.0,442.0,592.0,51.1804763228,48.8903321441,6.834854E-4,8.015409E-4,7.199815E-4,275.0522352746,280.7406598316,277.8891668321,0.04821022,0.0694185177,0.0487183719,3.0147663006,0.3994446261,1.1733757832,7.40943035492271E-6,7.67359291753229E-6,7.42527184175419E-6,41.2801269029,0.0020068021,0.0030555464,1704.0488771206,-1.0,-1.0,-1.0,66870.6729722399,11770.527081726,0.9853709509,0.987460815,508.0,526.0
105.3017680318,78.9316337156,0.0012214518,0.0012001232,0.001673433,745.8760141083,658.5595286666,0.0527966781,0.0544211887,0.0585615763,10.8693513446,0.2811628976,0.9463906823,1.22964227006314E-5,1.9345883209577E-5,9.12584677674581E-7,138.8047513938,0.0044058272,0.0050509031,0.0067314064,19266.7590095062,2.55116223006766E-5,-1.0,-1.0,-1.0,114429.077025587,14819.7315791852,0.8701570681,0.909947644,391.0,431.0,436.0,148.5551170305,7.371142E-4,0.0010623001,0.00105919,850.6838048632,752.698472433,0.0930525545,0.0866720433,0.0898479444,2.0524950351,0.3543652171,0.2813345934,-2.39084513465641E-6,-3.90492111259469E-7,-1.24823471256576E-6,215.4663794661,0.003440087,0.0047768885,0.0051800799,46425.7606802245,-1.0,125897.911610435,42950.6382322758,0.8450939457,0.8688935282,490.0,629.0,802.0,78.7928024407,38.6157661915,9.518101E-4,0.001484013,0.0014144185,610.0658208063,740.2924102073,520.8939454558,0.0518932962,0.0710719067,0.066376197,3.5241008921,1.1232068842,5.2735653305,1.8075200148471E-5,3.90065751361902E-6,1.08411489501787E-5,42.7099461542,0.0027709688,0.0060130758,1824.1395004907,-1.0,-1.0,-1.0,111174.248222696,28858.5830924514,0.8722513089,0.8869109948,516.0,537.0
91.6058013165,84.2554431369,6.724746E-4,6.673278E-4,6.308014E-4,708.3117647831,746.1461599356,0.042425651,0.0422336212,0.0423275137,6.6057180757,14.585676586,13.8326925083,1.21100650262268E-5,1.75018556507325E-5,1.47772134010704E-5,127.377290692,0.0017143207,0.0017105145,0.0017098419,16224.9741840362,2.92585996098618E-6,-1.0,-1.0,-1.0,96161.5754511681,2627.2068717077,0.9937304075,0.9926854754,262.0,334.0,316.0,46.2233687049,8.092654E-4,7.023488E-4,7.55803E-4,668.5429575932,669.7868223511,0.092079465,0.0895810747,0.0903133011,1.6961338142,1.1443422032,0.0802805363,-2.12783017559912E-7,-5.74429564627639E-7,-3.73748181888773E-7,66.3240058274,0.0054218954,0.0041461365,0.0051659338,4398.873748994,-1.0,75350.7437176077,18104.46772195,0.9653589316,0.9699499165,375.0,535.0,634.0,42.787939787,31.8474407461,7.40184E-4,7.035034E-4,6.923102E-4,120.1005865878,132.8316947498,124.2088743882,0.0541040269,0.0499646677,0.0506823522,2.8440797368,1.99259758,0.4117336121,4.086E-6,3.83739897972652E-6,3.59254203992525E-6,18.9043224769,0.0018302256,0.0016924597,357.3734083122,-1.0,-1.0,-1.0,73526.3238152705,13124.2922872045,0.993736952,0.9916492693,609.0,580.0
38.3905904951,46.5782580825,8.645312E-4,7.824713E-4,7.911928E-4,435.6312763529,475.1774568924,0.0649944428,0.0640596982,0.0645060748,1.2697340985,7.0713908173,9.6925663886,1.35764530005544E-5,1.0982E-5,1.60294928896185E-5,47.3783471961,0.0035909216,0.0028308373,0.0032525663,2244.707783035,8.01363996776269E-6,-1.0,-1.0,-1.0,76919.1285895659,2628.5921153736,0.9812304484,0.9885297185,311.0,367.0,386.0,34.1650958683,6.450986E-4,6.546608E-4,6.210522E-4,484.7247316862,556.3887516652,0.0674704405,0.0690641415,0.0683928903,0.9434376845,1.8460242655,0.8559604708,-3.66E-7,-2.67406841200242E-7,-3.02616238380053E-7,38.0346753258,0.0035023739,0.0036396862,0.003548595,1446.6365271397,-1.0,78330.5566551662,17245.0485448505,0.9820534224,0.9853923205,275.0,394.0,403.0,40.4990045548,49.7029811884,8.94951E-4,9.001721E-4,8.836001E-4,515.5439068904,567.6925605305,541.4807679268,0.0688027822,0.0709360816,0.0698689654,2.0252895595,3.5395146707,1.5359155656,1.56778431184158E-5,1.40317104445522E-5,1.4839E-5,29.5406317057,0.0038293604,0.0038714749,872.6489215711,-1.0,-1.0,-1.0,88692.9505698108,25767.5499498672,0.9571577847,0.9561128527,611.0,597.0
88.0308685904,91.8020054862,7.571572E-4,8.087256E-4,7.174308E-4,711.4957183507,832.5629422918,0.077162137,0.0875141174,0.0823205803,0.6837358438,1.5913799993,3.5549042073,6.84565248979303E-6,4.18459690010126E-6,3.4061772951721E-6,127.0927902975,0.0032001747,0.0034200053,0.0032536112,16152.5773455967,1.16964360206282E-5,-1.0,-1.0,-1.0,97691.0236025506,3155.2341875137,0.9864442127,0.9854014599,280.0,310.0,404.0,26.29739771,5.33852E-4,6.013976E-4,4.949193E-4,525.3088566792,264.9901917162,0.067358314,0.0582239212,0.058279027,0.4152980683,0.2751593481,0.2338910271,-5.75093457810061E-7,-5.07376519875527E-7,-5.40615520036485E-7,20.4711697277,0.0027373834,0.0025232433,0.0024245162,419.0687900201,-1.0,78670.7374410142,17270.6114880271,0.9749582638,0.975375626,407.0,469.0,775.0,42.499807243,43.7675768944,7.060881E-4,7.531426E-4,6.967236E-4,163.3916666705,196.2604463134,174.4574402497,0.0444920923,0.0441118398,0.0436546329,3.2176912557,1.8552051889,2.198423885,8.096835333844E-6,5.701E-6,8.43333446012953E-6,25.0891044165,0.0020495748,0.0020583853,629.4631604224,-1.0,-1.0,-1.0,77701.2670691237,15273.4464663017,0.9780793319,0.9791231733,523.0,552.0
49.9168411037,52.1222445549,9.58029E-4,9.68547E-4,9.235988E-4,459.4045854226,469.0170409179,0.1105401041,0.1105247405,0.1105323161,1.8804925139,1.6368926604,0.8251280206,7.83928081588585E-6,5.88334097975367E-6,6.007E-6,77.5148612592,0.0050487428,0.0050319882,0.0050407372,6008.5537160396,2.53209051205345E-5,-1.0,-1.0,-1.0,94765.0849961544,3471.2594059892,0.9874476987,0.9884937238,393.0,442.0,455.0,26.91690445,7.629124E-4,7.574284E-4,7.031904E-4,666.2971468922,675.8529793091,0.0747412431,0.0745798679,0.074656856,0.3833016072,0.4279793468,0.5181265864,-4.8357749100165E-7,-8.77431860639105E-8,-2.12195818701865E-7,29.0491635704,0.0039068922,0.0038803482,0.0038790336,843.8539041394,-1.0,86076.5977484144,23992.5843909105,0.9607679466,0.9595158598,508.0,744.0,702.0,29.0075893676,29.5256624136,9.016297E-4,9.0363E-4,8.756608E-4,94.6250140988,113.025514175,103.4910124599,0.0646689232,0.0601334637,0.0640543905,1.1790842781,0.3329236812,0.7057283609,1.58812049410426E-6,5.76717065011244E-6,5.61494776603074E-6,16.6259928434,0.0035968383,0.0033700491,276.4236380289,-1.0,-1.0,-1.0,77339.4076851857,15119.7173356313,0.987473904,0.9885177453,617.0,616.0
73.2118829289,73.1012498747,0.0013681647,0.0011803745,0.0010172305,613.0490423854,658.8637857863,0.0944679081,0.1022034602,0.0565481349,4.1183330222,0.428279499,0.2672698495,1.1685888047338E-5,8.95857072912115E-6,9.65772735847511E-6,115.4872828608,0.0061292914,0.0053657712,0.0039145902,13337.3125025731,2.87915001712968E-5,-1.0,-1.0,-1.0,118732.991375331,12408.887031486,0.9173640167,0.9341004184,310.0,372.0,376.0,32.8337654846,8.14825E-4,8.664803E-4,8.265387E-4,635.0079641868,549.3316885634,0.1167298438,0.0999177913,0.1004453854,0.6455772358,0.6567293773,0.1897538245,-3.12767068622839E-7,-3.72578645547321E-7,-2.17750373872871E-7,52.2943661154,0.0053358123,0.005486528,0.0054703521,2734.700727407,-1.0,86602.0832136164,24337.2403287985,0.9611691023,0.9590814196,378.0,516.0,492.0,33.6080994129,32.7837089951,7.383201E-4,7.360086E-4,7.124527E-4,139.4829665764,132.7797986121,135.7347535729,0.0411394262,0.0517135048,0.0410175938,0.4910378834,1.3017994961,0.6650272278,2.0505242317544E-5,1.98736851070026E-5,1.93355263807713E-5,22.010383244,0.0014563228,0.0017627093,484.456970546,-1.0,-1.0,-1.0,80818.5673559614,14751.746821537,0.9916230366,0.9926701571,615.0,608.0
80.9488847118,79.0159894232,7.258397E-4,7.445905E-4,6.966995E-4,568.3371709607,545.3806963626,0.0407091198,0.0479433654,0.0409844683,1.2055514286,0.2845391474,0.9538190167,9.34492662519615E-6,8.14070984003226E-6,8.23006594860865E-6,110.4595095935,0.0024039517,0.0025923322,0.0024036264,12201.3032596303,6.72018627900719E-6,-1.0,-1.0,-1.0,97704.1849578943,4518.840338932,0.9801462905,0.9822361546,213.0,259.0,273.0,63.0291523978,4.71551E-4,4.600642E-4,4.15915E-4,550.4015679868,312.8526639835,0.0731790707,0.0604984266,0.0611702148,1.9363434136,0.7307683559,0.7339108392,-6.27383089524937E-7,-8.12600994897245E-7,-7.18914144895451E-7,69.0991255188,0.002752993,0.0023043612,0.0022993588,4774.6891474564,-1.0,55246.9173081082,11458.9066110057,0.9908103592,0.9916457811,248.0,295.0,385.0,113.9127457623,116.1598336697,7.662995E-4,7.29512E-4,7.446318E-4,786.2827936846,782.8360290769,784.0144292132,0.0500322607,0.0482422598,0.0491326257,1.1424299673,1.3150937552,0.5828662826,1.21510275483861E-6,3.84762043116039E-6,1.43142599918877E-6,135.2090060613,0.0028509171,0.0023385944,18281.47532008,-1.0,-1.0,-1.0,42807.7901190543,9103.3687964597,0.9916405434,0.9937304075,250.0,313.0
38.5503411553,42.2313195075,7.511165E-4,7.318821E-4,7.399029E-4,297.2308634563,261.8275150589,0.0465602244,0.0477558645,0.047152373,1.0738069735,0.9351164797,2.4583635202,4.24013302941483E-6,4.04463325339632E-6,3.86370287223481E-6,45.3805932686,0.002783101,0.0025994964,0.0027816267,2059.3982454132,6.7573814860323E-6,-1.0,-1.0,-1.0,82021.2215827985,7196.0547900816,0.9707724426,0.9718162839,301.0,320.0,348.0,24.5774695617,6.652789E-4,6.669381E-4,6.223006E-4,390.7652071423,421.5709386242,0.0740257412,0.0622989921,0.0619343158,0.7772257741,0.5398808646,0.1720958558,-3.13413193966456E-7,-1.58936215465906E-7,-2.25765836369466E-7,33.7140317208,0.0039213444,0.0036304891,0.0036282811,1136.6359348704,-1.0,86395.5143984247,22731.043744917,0.9486430063,0.9524008351,236.0,287.0,422.0,27.9420620453,30.917098143,8.850616E-4,8.886152E-4,8.89695E-4,93.5155196087,112.6155230526,97.1861878682,0.0650757515,0.0671466809,0.0661087317,1.7887522597,2.4314321688,0.4434814056,5.28492677757604E-6,8.64551081451963E-6,5.945E-6,16.3844422365,0.0032386212,0.0032875296,268.4499474003,-1.0,-1.0,-1.0,83044.9336882871,21201.6904826527,0.9634273772,0.9655172414,674.0,653.0
34.6026567221,36.5902275867,5.087532E-4,5.232255E-4,4.942138E-4,188.8043482643,177.1176006558,0.0077688218,0.0074632728,0.0076160123,1.8806252204,0.9531645363,0.8406028344,8.01227676529169E-6,9.75150776727965E-6,2.89912749170347E-6,27.5130477357,6.138352E-4,6.281014E-4,6.154775E-4,756.9677957044,3.94511315189467E-7,-1.0,-1.0,-1.0,70326.1148905231,73.3841946501,1.0,1.0,245.0,294.0,339.0,24.4384885534,4.691864E-4,4.631803E-4,4.340459E-4,1195.8647922854,1170.1484907387,0.0780205806,0.0770383177,0.0775256237,0.3857755769,0.9754941695,0.5064391302,-8.86541307641759E-8,-1.90708108101477E-7,-1.33320528804897E-7,51.2182375187,0.0018093999,0.0017914303,0.0017987018,2623.3078545203,-1.0,74072.7726319512,13960.0341683645,0.989148581,0.989148581,309.0,454.0,452.0,45.6138952238,48.5023944227,6.646555E-4,6.600899E-4,6.387971E-4,321.2381868478,303.7886008456,312.0592349021,0.0072076894,0.0070763371,0.0071395689,1.7819406284,1.3423601362,3.0624816987,5.17492601824155E-6,2.76590607913768E-6,3.9704160053556E-6,41.4136332895,7.440139E-4,7.410496E-4,1715.0890222366,-1.0,-1.0,-1.0,71024.6910331427,9844.7160977532,1.0,1.0,465.0,496.0
65.4006428731,61.8304113059,8.106606E-4,6.867546E-4,7.614977E-4,735.8434209972,555.0899111375,0.0699214103,0.020160485,0.0697623574,1.1393570764,1.4058599594,1.2252062052,1.5864072318224E-5,1.34054800768579E-5,1.552E-5,95.6496538046,0.0028752269,0.0014534741,0.0028635573,9148.8562729325,2.11258695277338E-6,-1.0,-1.0,-1.0,86375.9621219528,179.1907370891,0.9958158996,1.0,313.0,365.0,353.0,57.3116445669,8.121147E-4,7.882782E-4,7.563155E-4,1084.0352308984,1094.5167573383,0.0674710996,0.0696720895,0.0685715898,0.8769069888,0.9206708319,1.3256634,-1.25342064107656E-5,-1.28591851802004E-5,-1.26954964446628E-5,117.5768371413,0.0036113422,0.0036684527,0.0036895598,13824.3126321506,-1.0,83321.6344854849,33712.6239236143,0.9536340852,0.9536340852,435.0,665.0,634.0,38.2594538993,36.1100975646,6.765431E-4,6.924177E-4,6.570341E-4,149.9332366347,136.1105872513,143.0143215335,0.0063785203,0.0059729271,0.0060645164,2.9051624186,0.7172361464,1.3694609784,6.23130545724383E-6,4.318E-6,5.26308863803731E-6,18.391232144,4.859954E-4,4.784606E-4,338.2374197753,-1.0,-1.0,-1.0,72347.5724705163,14294.1853130448,1.0,1.0,651.0,647.0
45.0250701069,42.7292140934,5.725358E-4,5.62426E-4,5.449672E-4,368.6643141336,397.1973429131,0.0131779885,0.0112923926,0.0122259466,1.2001998793,0.8268020671,1.1417311624,2.124E-6,3.21743448329066E-6,2.64963490590845E-6,54.8447725363,9.536561E-4,9.063595E-4,9.259781E-4,3007.949074564,8.2148748863126E-7,-1.0,-1.0,-1.0,75424.8698180339,98.9559491263,1.0,1.0,271.0,325.0,339.0,29.2162639362,4.37554E-4,4.37378E-4,4.108387E-4,257.9379868489,202.0628380099,0.093884057,0.0935249314,0.0936665224,1.2389242126,1.2397231208,0.9284978568,-5.93458744977555E-7,-5.56483537936754E-7,-1.10490550886043E-7,20.7511432379,0.0022314076,0.0022139166,0.0022137874,430.6099456796,-1.0,71227.43980458,11461.6380795048,0.9966611018,0.9974958264,284.0,451.0,463.0,32.3323551146,29.201980705,6.564128E-4,6.885503E-4,6.82687E-4,121.8537402694,118.1784264152,99.7383443775,0.005774664,0.0532987191,0.0536302654,1.1474025932,0.5122394229,0.0179639902,4.46916875379074E-6,3.94886576048305E-6,3.99525240078411E-6,16.7279393269,5.088405E-4,0.0017669707,279.8239541242,-1.0,-1.0,-1.0,71484.0699313929,10197.9711967337,1.0,0.9979079498,620.0,627.0
50.3509155097,42.5404799965,6.335644E-4,5.832713E-4,5.981507E-4,253.4572274036,261.943563091,0.0623728539,0.0121978091,0.0625283394,0.8647402976,0.6338473064,1.6545085479,2.86457082566405E-6,3.15409302513994E-6,2.89557380521596E-6,41.6812117333,0.0021613073,9.025827E-4,0.0021717022,1737.3234115552,8.14655476391959E-7,-1.0,-1.0,-1.0,76945.17416684,-37.5207389114,0.9989539749,1.0,305.0,410.0,378.0,83.3725696423,6.354118E-4,8.531164E-4,7.636664E-4,1207.653051455,1261.2726291878,0.0844317119,0.1021084613,0.1008850521,2.0194970349,0.5072596765,0.4301032035,-4.92396335195624E-7,-1.90278684326227E-7,-1.62895496699011E-7,204.4064474922,0.0031561223,0.0051228414,0.0048177784,41781.9957763783,-1.0,72550.5116733657,26873.172103643,0.9874895746,0.9712260217,374.0,614.0,612.0,45.1055717708,37.6303716457,8.628555E-4,9.114752E-4,8.811995E-4,701.5319051626,682.3785104092,691.2777477192,0.0800247048,0.1307570761,0.1291605943,2.5476993746,1.1269385612,0.3065191781,3.10953064084984E-6,4.86160122616146E-6,2.02546411091071E-6,49.6475057167,0.0031627877,0.0046883286,2464.8748238864,-1.0,-1.0,-1.0,84380.1892758686,27884.4821618615,0.9331243469,0.9320794148,547.0,559.0
46.9161721286,36.9438672304,6.541675E-4,6.838036E-4,6.586735E-4,235.8028294637,235.9152004573,0.0628250696,0.0616939817,0.0622485521,2.0768466724,0.8661055951,0.9675803944,7.36723521079797E-6,4.69165940983775E-6,5.90821661177966E-6,40.2204786218,0.002161409,0.0027154225,0.0027296032,1617.6869005679,7.37351924007819E-6,-1.0,-1.0,-1.0,71612.8929543399,249.0071209015,0.9989550679,0.9968652038,345.0,410.0,412.0,166.2444280772,0.0013463788,0.0014176116,0.0012959598,915.5704264348,881.2660722439,0.1028331711,0.1037674972,0.1018896028,0.8130817891,1.1302569923,1.5721102065,-7.63467197695305E-8,-2.42414817313983E-7,-1.50916921051494E-7,262.9666296799,0.0070705138,0.0074991038,0.0071734731,69151.4483251867,-1.0,108038.38620488,62128.7919861968,0.9356993737,0.9365344468,436.0,592.0,599.0,44.0831303201,34.6085945952,0.0012732489,0.0012490911,0.0012899884,217.9210107221,135.9629947317,131.5004638241,0.0752793759,0.0751485597,0.0761004274,1.6868452128,1.2291709758,1.9699296707,7.5814914968992E-6,4.71518384558054E-6,6.08545090761721E-6,20.1011271183,0.0052438799,0.0051066561,404.0553114241,-1.0,-1.0,-1.0,58913.8177908142,17909.175834206,0.9801462905,0.9498432602,624.0,609.0
107.0853803165,101.7962301524,8.583297E-4,8.63325E-4,8.052191E-4,908.0388500393,773.3430293987,0.0533785061,0.0535442084,0.0534582043,1.9627059803,1.1722103226,0.2444289893,2.84354078538286E-6,2.84810129889749E-6,2.84053659372258E-6,128.3226402604,0.0026393196,0.0026517287,0.0026394077,16466.7000034078,7.03166500585487E-6,-1.0,-1.0,-1.0,123445.66854636,10276.4283014069,0.9634273772,0.9644723093,309.0,381.0,374.0,34.0483448143,7.12856E-4,6.574965E-4,6.517729E-4,724.4956976954,809.767044383,0.0932969567,0.0888149596,0.0943253892,0.698538356,0.5289859761,0.3153856712,-1.2666E-5,-1.26909393546839E-5,-1.26781413598307E-5,55.8835990174,0.0036330558,0.0032081897,0.0036674935,3122.9766391369,-1.0,83489.6716132524,20002.7014290839,0.9720250522,0.9749478079,507.0,748.0,701.0,83.7493746836,80.2132200818,8.71425E-4,8.766514E-4,8.519048E-4,847.1705574325,798.4727925611,819.540584138,0.0620794307,0.0637381327,0.0629042101,1.7567823239,0.1515563853,0.9829458434,2.80467320881612E-5,1.47264582309885E-5,2.54487233343671E-5,140.3131090679,0.0029797506,0.0028544057,19687.7685763131,-1.0,-1.0,-1.0,102620.653038931,21171.2954362216,0.9811518325,0.9821989529,513.0,565.0
47.9241175243,45.4875246043,7.258004E-4,7.051991E-4,6.787962E-4,295.7562724018,307.5724000179,0.0692496924,0.0671500139,0.0681988833,0.6277040831,1.5003716884,0.569379912,1.42384341510711E-5,9.55605086607141E-6,1.10852554292957E-5,45.7928906949,0.0030610471,0.0029747985,0.0030189348,2096.9888381968,8.84942622871903E-6,-1.0,-1.0,-1.0,79084.6761101396,4314.0071977403,0.9822361546,0.9843260188,284.0,351.0,341.0,35.1328369169,5.966096E-4,5.238887E-4,5.320984E-4,221.1669123485,205.1148251643,0.0690422918,0.0506312247,0.0685376614,0.4534123022,1.300240887,0.3926075594,-1.05947416660189E-6,-1.15121265052244E-6,-1.10526266633725E-6,24.7263004408,0.0029482531,0.0021230402,0.002915221,611.3899334864,-1.0,69332.2989488528,14296.9026625522,0.9862270451,0.9929048414,429.0,656.0,635.0,76.047553957,83.7398390815,7.057628E-4,6.712403E-4,6.553396E-4,305.1902489668,275.6023368856,288.6348223534,0.0663529336,0.0520399989,0.0654800098,1.1207123471,1.6109751988,2.4776749868,8.056E-6,6.62368888905876E-6,7.317E-6,63.9614759369,0.0022891138,0.0018405745,4091.0704040251,-1.0,-1.0,-1.0,52762.0118614174,10404.5835226589,0.9958158996,0.9989539749,413.0,439.0
49.7120105646,40.500933907,7.410974E-4,7.35259E-4,7.093342E-4,299.9048198038,295.9365727644,0.0841295526,0.0815764324,0.0828509131,3.3901548332,0.929000413,1.5088222558,7.01613740745719E-6,5.04425253583442E-6,2.23443525355386E-6,47.1830985377,0.0031751651,0.003103915,0.0031365509,2226.2447876181,9.63428803531028E-6,-1.0,-1.0,-1.0,77651.1875459532,1666.354258234,0.9937172775,0.9947643979,308.0,364.0,375.0,35.4723636226,6.194194E-4,5.642042E-4,5.382309E-4,602.6697782542,624.0268756084,0.0695936622,0.0556255591,0.055751795,0.2767499024,0.4929133114,0.6552493479,-5.77588537811681E-6,-6.28715833095917E-6,-6.03149997119258E-6,48.2735587003,0.00300444,0.0027803635,0.0027819079,2330.3364695932,-1.0,76452.7231009079,18257.3223151324,0.9841402337,0.9782971619,299.0,498.0,438.0,35.7973643266,35.3621575768,8.731551E-4,9.357212E-4,8.941914E-4,116.3474651674,124.2682400697,116.0908502376,0.0459999103,0.0813815178,0.0660693598,0.4855737534,0.6044026068,2.5471255147,6.6378462342005E-6,4.50342408649701E-6,5.56611165879694E-6,17.04760324,0.0024580361,0.0038964896,290.6207762295,-1.0,-1.0,-1.0,76706.4896403134,15724.788673108,0.986415883,0.9843260188,609.0,585.0
134.9953098582,134.9184482707,8.941543E-4,8.827078E-4,8.641646E-4,692.1746024784,710.5419339801,0.0632086112,0.075760572,0.0764700496,1.2203918175,3.5600385676,0.7808200848,9.39918728469953E-6,2.20055277858836E-5,8.48851684593332E-6,174.2455856765,0.0030555063,0.0033182493,0.0033419846,30361.5241277368,1.10107782216629E-5,1.0,1.0,1.0,130524.650141717,8914.708419016,0.9926931106,0.9916492693,239.0,306.0,276.0,37.2198283164,4.880093E-4,4.884972E-4,4.554869E-4,393.8849795777,372.9596574907,0.0727224061,0.0700454471,0.071383613,0.1800525144,0.0962314009,0.4058865849,-2.82158202876653E-7,-3.07415412254714E-7,-2.61639516319139E-7,45.930609408,0.0019825817,0.0019114991,0.0019430179,2109.6208805882,-1.0,68819.3419452237,12601.3882030509,0.9974968711,0.9983312474,342.0,495.0,501.0,36.7533618625,40.3111144313,8.585687E-4,7.408285E-4,8.31005E-4,161.7338003197,160.6643892385,151.6404757208,0.0653565958,0.0531742046,0.06537931,0.8667780209,1.8414031419,1.9367792948,8.95942377761768E-6,4.738E-6,6.389E-6,23.6589545853,0.0031624167,0.001858168,559.7461320712,-1.0,-1.0,-1.0,65938.7500433641,13625.7631968181,0.9916317992,0.9979079498,541.0,552.0
