"Horizontal_mean_delta_l","Horizontal_mean_delta_r","Horizontal_mean_geschwindigkeit_l","Horizontal_mean_geschwindigkeit_r","Horizontal_mean_geschwindigkeit_m","Horizontal_max_delta_l","Horizontal_max_delta_r","Horizontal_max_geschwindigkeit_l","Horizontal_max_geschwindigkeit_r","Horizontal_max_geschwindigkeit_m","Horizontal_min_delta_l","Horizontal_min_delta_r","Horizontal_min_delta_m","Horizontal_min_geschwindigkeit_l","Horizontal_min_geschwindigkeit_r","Horizontal_min_geschwindigkeit_m","Horizontal_standardabweichung_delta_l","Horizontal_standardabweichung_geschwindigkeit_l","Horizontal_standardabweichung_geschwindigkeit_r","Horizontal_standardabweichung_geschwindigkeit_m","Horizontal_varianz_delta_l","Horizontal_varianz_geschwindigkeit_r","Horizontal_tendenz_l","Horizontal_tendenz_r","Horizontal_tendenz_m","Horizontal_Kovarianz_blick_x","Horizontal_Kovarianz_blick_y","Horizontal_links_verhaeltnis_x","Horizontal_rechts_verhaeltnis_x","Horizontal_sacc_m","Horizontal_sacc_rate_m","Horizontal_sacc_l","Liegende_8_langsam_mean_delta_l","Liegende_8_langsam_mean_geschwindigkeit_l","Liegende_8_langsam_mean_geschwindigkeit_r","Liegende_8_langsam_mean_geschwindigkeit_m","Liegende_8_langsam_max_delta_l","Liegende_8_langsam_max_delta_r","Liegende_8_langsam_max_geschwindigkeit_l","Liegende_8_langsam_max_geschwindigkeit_r","Liegende_8_langsam_max_geschwindigkeit_m","Liegende_8_langsam_min_delta_l","Liegende_8_langsam_min_delta_r","Liegende_8_langsam_min_delta_m","Liegende_8_langsam_min_geschwindigkeit_l","Liegende_8_langsam_min_geschwindigkeit_r","Liegende_8_langsam_min_geschwindigkeit_m","Liegende_8_langsam_standardabweichung_delta_l","Liegende_8_langsam_standardabweichung_geschwindigkeit_l","Liegende_8_langsam_standardabweichung_geschwindigkeit_r","Liegende_8_langsam_standardabweichung_geschwindigkeit_m","Liegende_8_langsam_varianz_delta_l","Liegende_8_langsam_tendenz_l","Liegende_8_langsam_Kovarianz_blick_x","Liegende_8_langsam_Kovarianz_blick_y","Liegende_8_langsam_links_verhaeltnis_x","Liegende_8_langsam_rechts_verhaeltnis_x","Liegende_8_langsam_sacc_m","Liegende_8_langsam_sacc_rate_m","Liegende_8_langsam_sacc_l","Liegende_8_schnell_mean_delta_l","Liegende_8_schnell_mean_delta_r","Liegende_8_schnell_mean_geschwindigkeit_l","Liegende_8_schnell_mean_geschwindigkeit_r","Liegende_8_schnell_mean_geschwindigkeit_m","Liegende_8_schnell_max_delta_l","Liegende_8_schnell_max_delta_r","Liegende_8_schnell_max_delta_m","Liegende_8_schnell_max_geschwindigkeit_l","Liegende_8_schnell_max_geschwindigkeit_r","Liegende_8_schnell_max_geschwindigkeit_m","Liegende_8_schnell_min_delta_l","Liegende_8_schnell_min_delta_r","Liegende_8_schnell_min_delta_m","Liegende_8_schnell_min_geschwindigkeit_l","Liegende_8_schnell_min_geschwindigkeit_r","Liegende_8_schnell_min_geschwindigkeit_m","Liegende_8_schnell_standardabweichung_delta_l","Liegende_8_schnell_standardabweichung_geschwindigkeit_l","Liegende_8_schnell_standardabweichung_geschwindigkeit_r","Liegende_8_schnell_varianz_delta_l","Liegende_8_schnell_tendenz_l","Liegende_8_schnell_tendenz_r","Liegende_8_schnell_tendenz_m","Liegende_8_schnell_Kovarianz_blick_x","Liegende_8_schnell_Kovarianz_blick_y","Liegende_8_schnell_links_verhaeltnis_x","Liegende_8_schnell_rechts_verhaeltnis_x","Liegende_8_schnell_sacc_m","Liegende_8_schnell_sacc_l"
34.5287814089,35.9664854715,5.140628E-4,5.271076E-4,4.838233E-4,180.4401721428,136.1331866339,0.0085165972,0.0059609367,0.0066446846,0.4688654336,0.6099529153,0.3066969073,8.9006730458176E-6,8.30749968312137E-6,9.03772372935334E-6,25.8125361499,5.30619E-4,4.640282E-4,4.783172E-4,666.2870224879,2.15322162275216E-7,-1.0,-1.0,-1.0,63591.4883345084,32.7515526206,1.0,1.0,307.0,393.0,420.0,27.6963683318,5.234088E-4,4.797258E-4,4.542268E-4,84.2968272871,81.0771204856,0.073078587,0.0746603664,0.0717899923,0.7547392799,1.111996309,0.3056066872,-5.4674137682464E-7,-6.09676829030066E-7,-5.74125854130076E-7,12.6061162217,0.0023101874,0.0019549793,0.0022556387,158.9141661962,-1.0,68949.9241294901,12611.0104904831,0.9887265136,0.9916492693,461.0,748.0,687.0,36.5450281429,36.7932645754,7.113293E-4,7.084582E-4,6.739417E-4,125.6763933979,127.9050407002,126.7471285292,0.0712864513,0.073848606,0.0706958788,0.5469381976,1.4621596582,1.1931090687,7.47087658892422E-6,1.3649E-5,1.05006500099784E-5,21.6298622732,0.00235608,0.0024294445,467.8509419595,-1.0,-1.0,-1.0,67037.8932356915,9227.7778049042,0.9937238494,0.9968619247,510.0,544.0
27.7169465827,27.1546040542,7.601503E-4,5.914677E-4,7.373508E-4,140.566762772,141.0232274584,0.0666252463,0.0670716527,0.0668469107,0.4198677295,1.5785064118,0.7689343467,3.5866215001926E-6,4.65332639008766E-6,4.10527807306777E-6,20.6909498223,0.0033333624,0.0026364696,0.003354864,428.1154045486,6.951E-6,-1.0,-1.0,-1.0,63304.9753320171,532.2210619015,0.9916317992,0.9979079498,242.0,344.0,292.0,21.5864256472,8.365039E-4,5.548856E-4,8.192234E-4,67.3564400966,245.9171399305,0.092914617,0.0947746718,0.0938324903,0.3785351583,0.6339008383,0.2845269789,-1.1776233359996E-7,-2.48011515606394E-8,-6.15855364289697E-8,12.4141284477,0.0050802716,0.0036777151,0.0051154482,154.1105851171,-1.0,68724.6871855704,11905.6734991137,0.9833055092,0.9924874791,177.0,263.0,221.0,31.8904128194,43.6659601913,0.0015361193,0.0013802112,0.0017395486,96.4227339125,119.0552904436,97.9479981723,0.1021730536,0.1027594626,0.1024659839,0.8284100244,1.3507450735,1.7238714373,3.07856726667845E-6,5.5927123629619E-6,4.04944407557535E-6,19.4125129738,0.0069364666,0.0069190059,376.8456599577,-1.0,-1.0,-1.0,65214.1212341035,12701.3138707447,0.9791013584,0.9853709509,553.0,519.0
99.4270846013,112.1375469729,9.141119E-4,0.0014923099,0.001268342,615.6763569959,548.0678943405,0.0710281397,0.0836554706,0.0790678803,6.3020635139,10.7453926016,21.2221610865,4.841E-6,4.32605711323849E-6,4.58240754272833E-6,113.1561972731,0.0037303989,0.006494673,0.0058896061,12804.3249813088,4.21807767734204E-5,-1.0,-1.0,-1.0,110727.63698943,5338.9365816145,0.9717868339,0.9613375131,376.0,388.0,478.0,87.1944774854,0.0010363604,0.0010711364,9.820851E-4,1016.6928576691,944.9208512684,0.1044384317,0.0989602314,0.101696913,4.7491563987,1.7874334322,2.8136646589,-2.91054592085164E-7,-2.14527195649171E-7,-1.79220333019158E-7,151.7630750177,0.0052150507,0.0046171187,0.005084071,23032.030938839,-1.0,100454.354855875,39468.4166791314,0.898163606,0.902754591,709.0,769.0,1125.0,58.4674585188,56.8799386916,9.932942E-4,0.0010476105,9.106043E-4,521.1352402381,660.2661560002,355.3061359321,0.0872646831,0.0684130521,0.0684069727,4.9591254106,3.6913950788,3.6003882132,1.08232431030643E-5,9.11038117079497E-6,1.01824996803746E-5,29.892668489,0.0040161998,0.0034267051,893.5716293939,-1.0,-1.0,-1.0,76764.376116386,16169.4380616008,0.9811912226,0.9811912226,645.0,692.0
55.8637709921,67.2466560768,6.242101E-4,6.600727E-4,5.672286E-4,243.6933440609,237.8516168277,0.0110338868,0.0099881555,0.0105088226,3.1456262046,8.4999691873,4.8926384343,3.20513490274596E-6,2.49529118435404E-5,2.44768188972863E-5,37.521347814,8.330328E-4,8.361602E-4,8.16967E-4,1407.851541776,6.99163942113286E-7,-1.0,-1.0,-1.0,79100.4098955369,-75.6664231499,1.0,1.0,379.0,489.0,517.0,115.4887089088,6.515624E-4,8.437322E-4,8.144295E-4,1038.7859087301,1080.7074143157,0.054433959,0.0963427379,0.093934403,0.5629161601,0.5846430033,0.7238813024,7.19262951668606E-7,-1.46853935028924E-5,9.73327161722311E-7,231.6681075537,0.0024383953,0.0047449547,0.0048636409,53670.1120575225,-1.0,84649.4230957151,31790.9822532927,0.9703919933,0.9829024187,495.0,617.0,715.0,202.9143724936,198.5577454773,0.0018235442,0.0016728948,0.0015927165,1085.0609419995,1210.7171676221,1147.5387214255,0.11047518,0.0935664884,0.0932144072,3.3729823832,1.3524456324,2.4403923987,1.69826385361609E-5,3.68459913613693E-6,1.131E-5,248.0689427361,0.0076417603,0.0065691189,61538.2003501902,-1.0,-1.0,-1.0,153717.795489141,101852.083567383,0.7941483804,0.7868338558,372.0,416.0
44.5068489157,43.5457309077,8.611043E-4,6.983619E-4,7.22851E-4,331.1141326817,332.1595142078,0.0510618058,0.0566159583,0.0538386431,0.8846804084,1.1938393681,0.934224972,7.76370669159585E-6,9.06742468988225E-6,8.16172471135909E-6,43.1774593826,0.0024194463,0.0020438396,0.0022637078,1864.2929987367,4.17728038583456E-6,-1.0,-1.0,-1.0,81206.9268060148,1625.3226248687,0.9926778243,0.9916317992,375.0,523.0,426.0,49.9777592979,7.226696E-4,7.646777E-4,7.319802E-4,984.3283596948,973.7628603323,0.0901743432,0.1051213404,0.1022585932,0.349397037,0.4086641889,0.7659214376,-4.228E-6,-4.23364176785442E-6,-4.23058266659941E-6,114.3072724217,0.0026181428,0.0047283483,0.0046060243,13066.1525284797,-1.0,82691.7511469112,21240.697867067,0.9841402337,0.9762103506,735.0,1189.0,828.0,76.5589443352,71.8073412371,0.0019869395,9.560959E-4,0.0017105871,755.9666195399,783.533723134,769.0316423847,0.0981734739,0.085918872,0.0981651771,2.7942682657,2.6483965925,0.1849443698,5.52211162156225E-6,1.55628402052806E-5,1.28021686913417E-5,115.5805690166,0.0075911116,0.0032888734,13358.8679341937,-1.0,-1.0,-1.0,70253.8056675254,25226.4365827191,0.9634655532,0.9770354906,516.0,507.0
67.0735704282,65.488123947,7.113308E-4,6.509585E-4,6.338451E-4,534.2864323833,490.7443386063,0.0128322968,0.0139798414,0.0134014967,0.3035604259,1.1477075683,0.673844252,6.00335835390965E-6,1.824E-6,4.37852027738538E-6,87.4903628982,0.0013103238,0.0012726717,0.0012873646,7654.5636000598,1.61969318994293E-6,-1.0,-1.0,-1.0,88302.264189973,148.6962546119,1.0,1.0,268.0,403.0,315.0,62.3417052214,4.963317E-4,4.686843E-4,4.27528E-4,385.1613370046,394.1639306934,0.0619991521,0.0622517132,0.0621243681,0.2988097517,0.0635383273,0.3694118542,-3.287E-6,-2.97625859542521E-6,-3.13162581013299E-6,74.4542238264,0.0017490516,0.0017515972,0.0017475959,5543.4314455858,-1.0,62070.1487104736,9726.9902252841,0.9974958264,0.9974958264,346.0,581.0,482.0,48.0786437838,50.9891519143,6.981178E-4,6.549216E-4,6.332423E-4,337.4894513878,341.4297216561,336.1131839384,0.0100569979,0.0104039022,0.0102300174,1.4039285969,0.8364517811,0.5638549469,7.91935061804157E-6,1.10731986740508E-5,2.66052921937767E-6,50.042282711,8.672416E-4,8.744035E-4,2504.230058924,-1.0,-1.0,-1.0,64160.4312169861,8899.1195763852,1.0,1.0,448.0,451.0
106.6142245987,126.3723145327,0.0010445393,0.0011143872,0.0010152328,653.2699115045,626.4052491267,0.0521006398,0.0508363194,0.0514602759,5.2108530645,10.7761986738,6.0524715022,9.44459289470615E-6,8.80177900430788E-6,7.53444615388254E-6,148.2318429042,0.0031724349,0.003247568,0.003204123,21972.6792507617,1.05466978893597E-5,-1.0,-1.0,-1.0,136739.447054012,45622.9532974058,0.7583682008,0.7583682008,230.0,282.0,284.0,47.8900174241,9.886866E-4,8.242747E-4,8.60889E-4,635.6605159555,750.5774723254,0.0757576557,0.0789925976,0.0773657415,0.6796226843,2.3186090929,0.9118555852,-2.53214793160796E-7,-1.26929470748153E-6,-7.61254104757797E-7,55.3539468313,0.0042167514,0.0042213598,0.0042236572,3064.0594298014,-1.0,86583.2979327963,18212.6626450607,0.9762004175,0.9432150313,538.0,824.0,611.0,53.6267077892,65.7179733251,0.0010685693,0.0010604331,0.0010111113,482.8888885129,567.184069856,473.8951286624,0.0544209092,0.0502232075,0.0523144984,1.567957695,2.1291539813,3.0678443801,2.80671844833858E-5,8.34140487003266E-6,2.37381488253679E-5,57.9297440533,0.0036232444,0.0034867619,3355.855246082,-1.0,-1.0,-1.0,93235.0987140497,27271.3140539745,0.9519832985,0.9551148225,515.0,544.0
55.2106538289,52.1282973995,8.735123E-4,8.607851E-4,8.088992E-4,481.875367195,456.2102133803,0.0704467358,0.0703815842,0.0704132899,1.5396575571,4.6036370344,1.4851149764,1.11967625521748E-5,7.11965439458133E-6,9.10158934212208E-6,45.3951485114,0.0038933786,0.0038931828,0.0038792218,2060.7195083749,1.51568722026394E-5,-1.0,-1.0,-1.0,79399.1396181699,3371.3852286809,0.9853709509,0.986415883,331.0,402.0,391.0,49.6893521759,5.478122E-4,4.809731E-4,4.497294E-4,617.9190762752,687.3278053309,0.0517867118,0.0487010102,0.0502312983,2.3485438369,0.5188243321,1.2595478913,-1.79634574739048E-7,-3.38302902031365E-7,-1.86900878292813E-7,28.662374575,0.0013831838,0.0013501386,0.0013702189,821.5317162787,-1.0,73281.4662599682,12444.5808005801,0.992910759,0.9920767306,552.0,880.0,692.0,57.4715353476,52.8265284658,9.029615E-4,8.201912E-4,8.120264E-4,622.8381501721,599.2772480398,610.9823465781,0.0877783489,0.0821683447,0.0845641898,2.0555014673,1.8202974356,1.2232141752,2.92552611447182E-5,3.47061511287957E-5,3.05083450171047E-5,68.2551731832,0.0034138057,0.00314686,4658.7686662735,-1.0,-1.0,-1.0,80689.181058001,11468.5167646824,0.9937106918,0.9937106918,589.0,595.0
63.6975289314,51.3330066342,0.002871523,0.0010430527,0.0032306936,306.928149509,171.1713882062,0.0888732539,0.0568028581,0.0822513688,2.4040482325,2.6155377858,1.11788794,6.58761344985994E-6,8.91643521796593E-6,7.61441512324785E-6,46.2258816271,0.0102657506,0.0046922667,0.01109711,2136.832132199,2.20173669655326E-5,-1.0,-1.0,-1.0,82012.1819364545,-872.7438985774,0.7447698745,0.9748953975,273.0,346.0,386.0,166.9459384245,0.0033272876,0.0013184324,0.0037564975,794.5893045816,759.5588489557,0.0871914625,0.0796847893,0.0871215733,5.9225201068,0.1690619181,1.9464469087,-2.55934011066502E-6,-1.48032208163113E-5,-1.509941105214E-5,192.9257451831,0.0122064345,0.0063308667,0.0129697579,37220.3431544359,-1.0,75672.1853817373,9628.08831408,0.7549060543,0.9703549061,379.0,520.0,587.0,47.8363218311,38.7242495953,0.0013496493,8.787528E-4,0.0013953401,277.6129460455,103.5192617003,156.7510914607,0.0792429273,0.0527787569,0.0823952703,0.7270866287,1.2638031958,1.9252323372,7.10381809607997E-6,3.14408016380571E-6,5.03831234548158E-6,27.6835215159,0.0058333329,0.0030389749,766.3773635187,-1.0,-1.0,-1.0,74921.3415391975,8727.5646053819,0.8837696335,0.9905759162,581.0,619.0
86.9422565928,96.033658681,0.0019021305,0.0019457656,0.0019294573,507.0001394055,480.6537381296,0.0732474145,0.0629547547,0.0732805505,1.4166064908,1.7029467064,1.1798373779,1.12146417928656E-5,9.52312628698095E-6,3.87593369209868E-6,91.2561849446,0.0075640439,0.0073803172,0.0076337022,8327.6912906419,5.44690814750132E-5,-1.0,-1.0,-1.0,26882.5227197106,9043.6707785365,0.9174503657,0.6771159875,184.0,266.0,217.0,140.4329318882,0.0022859842,0.003054269,0.0027443087,1026.146742544,749.0319054297,0.0949381559,0.0786808952,0.0778886172,0.6179452806,0.78520332,0.9110436613,3.76390112207565E-6,1.30420533619718E-5,1.26746320523658E-5,240.230391473,0.0094256095,0.0111179632,0.0099702796,57710.6409872539,-1.0,33524.9001084317,-5032.671541902,0.783062161,0.4689194827,386.0,746.0,509.0,112.9680321126,112.354343775,0.0050088639,0.0056487463,0.0060283661,676.5543574504,631.6457139014,653.9356642746,0.1080216188,0.1109336896,0.105239591,1.9956259534,2.8615864071,1.5098794304,1.9292102911737E-5,2.07194842770357E-5,8.2087042879006E-6,95.854148458,0.0137607994,0.0151509243,9188.0177766083,-1.0,-1.0,-1.0,93452.6325867519,31649.4178574817,0.6830543933,0.7112970711,381.0,480.0
54.9273300646,44.2598046246,7.661915E-4,8.033179E-4,7.388757E-4,230.9262083194,201.5891261942,0.0795735423,0.0789350544,0.078734001,1.9253553791,1.7781205144,1.1479769083,6.57341852419209E-6,8.81141179239014E-6,6.654E-6,32.6506260516,0.0034007679,0.0038435733,0.003591477,1066.0633815644,1.47730556343604E-5,-1.0,-1.0,-1.0,112046.510167544,29623.0122412093,0.854754441,0.8505747126,312.0,355.0,371.0,80.0827858539,8.865326E-4,8.103262E-4,8.056476E-4,873.9417271508,900.7409177855,0.1187259688,0.1179235882,0.1183185863,0.4275344305,0.8207265698,0.8416456597,-1.27994987088083E-5,-1.30795209622473E-5,-1.29362181081323E-5,149.8797736223,0.0050216561,0.0049001374,0.0050149023,22463.9465410865,-1.0,95080.9385171088,35246.87004362,0.878130217,0.8893989983,408.0,668.0,602.0,49.9680355997,48.3085762337,9.984503E-4,9.902391E-4,9.07918E-4,306.6876907874,350.9798046623,167.7177625265,0.0741619481,0.0767476155,0.0761548647,2.7558845818,3.5752258255,1.2830922429,5.01585966837203E-6,1.60830471423734E-6,3.23354226087356E-6,35.9123577649,0.0041601393,0.0044659113,1289.6974402362,-1.0,-1.0,-1.0,76275.0539737882,19013.7860857824,0.9582027168,0.9540229885,576.0,607.0
38.6140345799,39.0210238121,6.836209E-4,6.615006E-4,6.370528E-4,275.3316669063,290.6306735454,0.0605110962,0.0615686965,0.0610383135,0.6033912017,0.3647459968,0.4067294708,6.44422548432649E-6,4.16033048619085E-6,4.76543306406413E-6,39.9999974525,0.0021318094,0.002182831,0.00215523,1599.9997961961,4.76475111071494E-6,-1.0,-1.0,-1.0,76857.4319561978,2238.4299827528,0.9926854754,0.9926854754,316.0,436.0,361.0,28.0079447539,5.293207E-4,5.142924E-4,4.673941E-4,141.0749113403,182.9147998077,0.0780418514,0.0787066315,0.0781045146,0.7179906152,0.6323326826,1.0356788121,-6.18681886782735E-7,-1.3171339740945E-7,-3.12733034376989E-7,20.5633035061,0.0026981509,0.0026294741,0.002605462,422.8494510852,-1.0,68104.0974539229,14033.4626356433,0.9924906133,0.9899874844,383.0,611.0,565.0,38.3809985727,36.950673967,7.636185E-4,7.815686E-4,7.643901E-4,149.8494222149,133.8752898649,135.8968530248,0.0468529593,0.0500751805,0.0484240652,1.7148153685,0.9506731661,0.8506169745,3.22606626440447E-5,1.52560687224282E-5,2.54957087173568E-5,28.5309773259,0.0016200634,0.0022691827,814.0166671727,-1.0,-1.0,-1.0,72261.861956751,14133.28990783,0.9979123173,0.9958246347,632.0,627.0
72.844701995,74.7306680803,0.0012781413,0.0012840955,0.0012016589,647.0551017594,672.2548245267,0.1010708492,0.0999607905,0.1005026207,1.8023346284,0.5232908525,0.6129048598,6.19352243368107E-6,4.87752889092661E-6,5.07209348743895E-6,95.4035247936,0.006171863,0.0059334414,0.0060477514,9101.8325430427,3.52057268203136E-5,-1.0,-1.0,-1.0,92010.3260558415,12089.6346692469,0.9498432602,0.9550679206,344.0,407.0,449.0,113.6101226049,0.0012137441,0.0010842764,0.0010706447,603.6689130932,601.4684493343,0.0943928259,0.0910522515,0.0927208803,1.3161997474,1.1784505166,0.0902742468,-1.56394242521043E-7,-4.15099654447197E-7,-2.21162961672029E-7,123.7075954962,0.0057811934,0.0052132862,0.00549334,15303.5691834583,-1.0,97663.8306351357,33119.0896202611,0.9348914858,0.9494991653,539.0,747.0,721.0,193.3547455167,189.8994680896,7.731354E-4,7.611662E-4,6.888148E-4,544.9978959234,539.0469796183,540.8886072058,0.05510537,0.0587657501,0.0549260729,2.0515244134,4.0383891417,0.6945698483,1.08943498402023E-5,7.25565850599683E-6,6.3812645799702E-6,153.5198529754,0.0027920399,0.0029667333,23568.3452575908,-1.0,-1.0,-1.0,31400.7957471851,23781.3397692345,0.9843096234,0.9864016736,258.0,338.0
85.3792527436,82.4371329054,0.0011829655,0.0011841865,0.0011486152,1201.7977597488,954.0281618382,0.1309838873,0.1314987858,0.1312228099,0.9183419096,0.6521181501,1.2133972048,3.13552602884577E-6,2.76813378659889E-6,2.67383250235756E-6,147.6339524668,0.006527712,0.00667093,0.0065633513,21795.7839209739,4.45013069113275E-5,-1.0,-1.0,-1.0,116201.556065802,17641.7392468891,0.9310344828,0.9320794148,265.0,307.0,306.0,64.0891133782,0.0014068502,0.0013555402,0.0013293947,1132.9799802845,1081.4574917675,0.1391437584,0.1251985135,0.1249900903,0.6640681883,0.1776347502,0.1042992698,-1.11457192875202E-7,-1.72437080467748E-7,-1.33676242775509E-7,146.8635460893,0.0078118359,0.0076625553,0.0077042762,21568.9011699136,-1.0,100149.354608965,47799.0601079662,0.8301335559,0.8322203673,316.0,462.0,464.0,35.0900174183,32.1980051828,7.731562E-4,7.493366E-4,7.498931E-4,161.7991153755,151.758636092,156.5675749333,0.0674236116,0.067906731,0.0676594117,1.5395984692,0.9236351259,1.2794460767,4.41539396861472E-6,4.79144421418425E-6,4.16786866330841E-6,19.7026382096,0.0025731736,0.0024624798,388.1939524177,-1.0,-1.0,-1.0,75204.0869521487,15453.6240068874,0.9905956113,0.9926854754,673.0,645.0
44.1645189211,47.4956235496,5.888278E-4,5.588218E-4,5.353978E-4,279.8688447891,259.6458971956,0.0088830027,0.0088759324,0.0088788306,0.354523112,2.7405621036,2.5825175077,1.01697594669469E-5,4.42309428668463E-6,3.76467894054946E-6,46.0577526774,7.852757E-4,7.880731E-4,7.757185E-4,2121.3165816907,6.21059253097147E-7,-1.0,-1.0,-1.0,82133.3059460116,59.2122523616,1.0,1.0,339.0,398.0,358.0,60.8759798368,5.535453E-4,5.648274E-4,5.179213E-4,467.127058494,455.2104669321,0.0742290447,0.0751410337,0.0746830533,0.7531028035,0.2684935092,0.7324636951,-8.75778870773197E-7,-5.7275759381903E-7,-7.22183775515509E-7,82.0944060361,0.0023365204,0.0024124229,0.0024000022,6739.4915024211,-1.0,69724.0897054281,13921.8899456916,0.9954109303,0.9949937422,424.0,581.0,588.0,46.1626226794,47.3007542077,7.001723E-4,6.788261E-4,6.710984E-4,244.808628248,245.3226733997,244.5489850997,0.0519737869,0.051791781,0.0518813135,0.4644748822,0.9809342007,1.0302966447,6.156E-6,1.26597820372805E-5,1.111E-5,50.2194147496,0.0017964408,0.0017719847,2521.9896177968,-1.0,-1.0,-1.0,68365.3997007682,10848.0662231992,0.9989550679,0.9989550679,555.0,541.0
48.7252361535,57.5224401114,6.329716E-4,6.763836E-4,6.208641E-4,590.1814544901,527.836724216,0.0101682891,0.0139040745,0.0086741402,1.1539254442,2.5236417804,1.2460098502,1.25817544779316E-5,5.73243855909733E-6,5.79278158600465E-6,82.3582018664,9.814357E-4,0.0011263948,0.0010019507,6782.8734146601,1.26876528515961E-6,-1.0,-1.0,-1.0,77661.6419194302,6313.6554805512,1.0,1.0,354.0,407.0,414.0,23.4819203607,4.041416E-4,5.118517E-4,4.367384E-4,92.0914406246,371.2601152514,0.0050749652,0.0486857005,0.0499040893,0.1720242053,1.4348255567,0.5901108429,-5.26549788851985E-7,-1.08702717776009E-7,-2.42140385915886E-7,13.0822366953,3.620217E-4,0.001648767,0.0013958649,171.1449169531,-1.0,70098.4982784811,14238.7968234852,1.0,0.9991659716,397.0,545.0,615.0,31.9937096392,44.9897941888,6.745068E-4,9.716189E-4,7.868485E-4,130.3970302411,299.243184372,142.7188785349,0.0074487545,0.0204584856,0.0100595454,1.071334408,1.5208027258,1.3750696863,1.38222690405773E-6,2.09664725572645E-6,1.73943654856409E-6,20.1399320638,5.517442E-4,0.0020446173,405.616863533,-1.0,-1.0,-1.0,69143.6060917051,14043.7868357694,1.0,1.0,619.0,635.0
35.8154700292,41.2693929024,8.214357E-4,6.343146E-4,6.074672E-4,462.2884294971,202.6890317135,0.0699360512,0.0548458339,0.0536541103,1.2014100861,0.7795295954,1.9439366536,1.21361152905446E-5,1.1291E-5,1.24548343599819E-5,35.4664862696,0.0038062916,0.0023659866,0.0023224883,1257.87164831,5.59789279884601E-6,-1.0,-1.0,-1.0,74622.8819386889,1781.621757661,0.9905956113,0.987460815,331.0,407.0,398.0,31.0313860387,4.232604E-4,4.52338E-4,4.031346E-4,323.7626210745,501.4057032293,0.0827499234,0.0430235406,0.0836528877,0.8433887717,0.5751418051,0.175693204,-4.05772356466939E-7,-4.49576219705374E-7,-2.25645452293468E-7,44.2222223049,0.0017887879,0.0012286877,0.0018061468,1955.6049455871,-1.0,64924.7441157354,14207.8540641443,0.9949895616,0.9958246347,288.0,388.0,529.0,67.9690143042,72.4879886011,5.940452E-4,6.063403E-4,5.766592E-4,345.0145397249,371.5384587998,357.707634972,0.0347742651,0.0362346338,0.035499128,2.7844349257,2.7277568804,1.7715601593,2.02748187324949E-6,4.67224542517404E-6,6.01E-6,79.1326085798,0.0012503674,0.0012910938,6261.9697406387,-1.0,-1.0,-1.0,52441.1386745862,10712.220359106,0.9979079498,0.9979079498,452.0,477.0
94.0882591762,101.388876628,7.625221E-4,8.029568E-4,7.280378E-4,636.9302250961,614.1634158143,0.0784847324,0.0849159237,0.0790066216,1.3825805599,4.013807067,1.5951923139,5.69184530342188E-6,6.09363123486317E-6,4.04950800692528E-6,123.2417343988,0.002822912,0.0030293549,0.0028392815,15188.5250976295,9.177E-6,-1.0,-1.0,-1.0,110785.244484639,593.6761126675,0.9947698745,0.9979079498,327.0,371.0,429.0,31.173723065,7.344373E-4,6.793445E-4,6.905625E-4,561.5802890208,522.1535801031,0.0920869089,0.1019967981,0.1020759547,0.4841632689,0.5122501286,0.512151069,-2.81690741124777E-7,-4.86496808127055E-7,-3.58207721652442E-7,35.5576010108,0.0045155693,0.0041904534,0.0046243183,1264.3429896426,-1.0,68047.5890972558,11223.3478043024,0.9837160752,0.9945720251,371.0,592.0,526.0,39.6465940756,41.2693340949,7.877589E-4,6.862413E-4,7.543473E-4,116.2956851805,127.6744199774,115.4530853964,0.0794684339,0.0373802448,0.0797692277,2.183653944,1.2341330943,0.6009302077,1.1411076643923E-5,8.577E-6,9.83028472437154E-6,19.2891326477,0.0028556622,0.0012950694,372.0706382986,-1.0,-1.0,-1.0,69006.7864320375,12372.7434562238,0.9958202717,0.9989550679,588.0,577.0
41.0200300168,40.9140562798,5.404584E-4,5.56278E-4,5.239728E-4,211.4579386171,223.5356548868,0.0106448882,0.0113512351,0.0109651944,1.6532532732,1.5677608551,1.4831741673,3.07030254046758E-6,6.143E-6,4.59482729698929E-6,40.6784257657,8.083071E-4,8.21632E-4,7.964895E-4,1654.7343227751,6.75079202583136E-7,-1.0,-1.0,-1.0,75279.4173995135,385.4639021766,1.0,1.0,261.0,318.0,316.0,37.5309817901,5.108721E-4,5.947424E-4,5.182426E-4,932.0006825261,876.281904785,0.0537267935,0.0551932254,0.0544591738,0.5196318921,0.1904414193,0.655043181,-1.90132825150976E-7,-2.18757064096817E-7,-6.54947116296653E-8,95.4543443119,0.0018295699,0.0018917692,0.0018401704,9111.5318480131,-1.0,69358.2976249802,17802.5404714954,0.9991652755,0.9991652755,368.0,453.0,557.0,28.4904469452,28.2996717688,6.595637E-4,7.744507E-4,6.916272E-4,98.7233168447,99.6437964474,98.0135558417,0.0067087109,0.0072206029,0.0061545632,1.987326561,0.7400813532,1.0531549625,1.2346E-5,1.67962487912569E-5,1.45708951476926E-5,15.0340852609,5.07541E-4,7.253152E-4,226.0237196316,-1.0,-1.0,-1.0,72960.4047540456,13042.414570278,1.0,1.0,681.0,654.0
