eps,min_sample,n_cluster,silhouette
0.6,3.0,1.0,0.15752990221120639
0.6,3.0,1.0,0.15752990221120639
0.6,3.0,1.0,0.15752990221120639
0.6,3.0,1.0,0.15752990221120639
0.6,3.0,1.0,0.15752990221120639
0.6,3.0,1.0,0.15752990221120639
0.6,3.0,1.0,0.15752990221120639
0.6,3.0,1.0,0.15752990221120639
0.6,3.0,1.0,0.15752990221120639
0.6,3.0,1.0,0.15752990221120639
0.6,3.0,1.0,0.15752990221120639
0.6,3.0,1.0,0.15752990221120639
0.6,3.0,1.0,0.15752990221120639
0.6,3.0,1.0,0.15752990221120639
0.6,3.0,1.0,0.15752990221120639
0.6,3.0,1.0,0.15752990221120639
0.6,3.0,1.0,0.15752990221120639
0.6,3.0,1.0,0.15752990221120639
0.6,3.0,1.0,0.15752990221120639
0.6,3.0,1.0,0.15752990221120639
0.6,3.0,1.0,0.15752990221120639
0.6,3.0,1.0,0.15752990221120639
0.6,3.0,1.0,0.15752990221120639
0.6,3.0,1.0,0.15752990221120639
0.6,3.0,1.0,0.15752990221120639
0.6,3.0,1.0,0.15752990221120639
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
