eps,min_sample,n_cluster,silhouette
0.31,2.0,2.0,-0.20542994563355832
0.31,3.0,1.0,-0.11788279855622036
0.31,3.0,1.0,-0.11788279855622036
0.31,3.0,1.0,-0.11788279855622036
0.31,3.0,1.0,-0.11788279855622036
0.31,3.0,1.0,-0.11788279855622036
0.31,3.0,1.0,-0.11788279855622036
0.31,3.0,1.0,-0.11788279855622036
0.31,3.0,1.0,-0.11788279855622036
0.34,5.0,1.0,-0.10967309768824263
0.34,5.0,1.0,-0.10967309768824263
0.34,5.0,1.0,-0.10967309768824263
0.34,5.0,1.0,-0.10967309768824263
0.35000000000000003,5.0,1.0,-0.10316231376036701
0.35000000000000003,5.0,1.0,-0.10316231376036701
0.35000000000000003,5.0,1.0,-0.10316231376036701
0.35000000000000003,5.0,1.0,-0.10316231376036701
0.36000000000000004,4.0,1.0,-0.07798270203734349
0.36000000000000004,4.0,1.0,-0.07798270203734349
0.36000000000000004,4.0,1.0,-0.07798270203734349
0.36000000000000004,4.0,1.0,-0.07798270203734349
0.36000000000000004,4.0,1.0,-0.07798270203734349
0.36000000000000004,4.0,1.0,-0.07798270203734349
0.36000000000000004,4.0,1.0,-0.07798270203734349
0.36000000000000004,4.0,1.0,-0.07798270203734349
0.36000000000000004,4.0,1.0,-0.07798270203734349
0.36000000000000004,4.0,1.0,-0.07798270203734349
0.36000000000000004,4.0,1.0,-0.07798270203734349
0.36000000000000004,4.0,1.0,-0.07798270203734349
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.38,4.0,1.0,-0.05781137877196408
0.42000000000000004,5.0,1.0,-0.04450977726653516
0.42000000000000004,5.0,1.0,-0.04450977726653516
0.42000000000000004,5.0,1.0,-0.04450977726653516
0.42000000000000004,5.0,1.0,-0.04450977726653516
0.42000000000000004,5.0,1.0,-0.04450977726653516
0.42000000000000004,5.0,1.0,-0.04450977726653516
0.42000000000000004,5.0,1.0,-0.04450977726653516
0.42000000000000004,5.0,1.0,-0.04450977726653516
0.42000000000000004,5.0,1.0,-0.04450977726653516
0.42000000000000004,5.0,1.0,-0.04450977726653516
0.42000000000000004,5.0,1.0,-0.04450977726653516
0.42000000000000004,5.0,1.0,-0.04450977726653516
0.42000000000000004,5.0,1.0,-0.04450977726653516
0.42000000000000004,5.0,1.0,-0.04450977726653516
0.42000000000000004,5.0,1.0,-0.04450977726653516
0.42000000000000004,5.0,1.0,-0.04450977726653516
0.44,5.0,1.0,-0.0364368450712415
0.44,5.0,1.0,-0.0364368450712415
0.44,5.0,1.0,-0.0364368450712415
0.44,5.0,1.0,-0.0364368450712415
