Horizontal_mean_delta_l,Horizontal_mean_delta_r,Horizontal_mean_delta_m,Horizontal_mean_geschwindigkeit_l,Horizontal_mean_geschwindigkeit_r,Horizontal_mean_geschwindigkeit_m,Horizontal_max_delta_l,Horizontal_max_delta_r,Horizontal_max_delta_m,Horizontal_max_geschwindigkeit_l,Horizontal_max_geschwindigkeit_r,Horizontal_max_geschwindigkeit_m,Horizontal_min_delta_l,Horizontal_min_delta_r,Horizontal_min_delta_m,Horizontal_min_geschwindigkeit_l,Horizontal_min_geschwindigkeit_r,Horizontal_min_geschwindigkeit_m,Horizontal_standardabweichung_delta_l,Horizontal_standardabweichung_delta_r,Horizontal_standardabweichung_delta_m,Horizontal_standardabweichung_geschwindigkeit_l,Horizontal_standardabweichung_geschwindigkeit_r,Horizontal_standardabweichung_geschwindigkeit_m,Horizontal_varianz_delta_l,Horizontal_varianz_delta_r,Horizontal_varianz_delta_m,Horizontal_varianz_geschwindigkeit_l,Horizontal_varianz_geschwindigkeit_r,Horizontal_varianz_geschwindigkeit_m,Horizontal_tendenz_l,Horizontal_tendenz_r,Horizontal_tendenz_m,Horizontal_Kovarianz_blick_x,Horizontal_Kovarianz_blick_y,Horizontal_links_verhaeltnis_x,Horizontal_links_verhaeltnis_y,Horizontal_rechts_verhaeltnis_x,Horizontal_rechts_verhaeltnis_y,Liegende_8_langsam_mean_delta_l,Liegende_8_langsam_mean_delta_r,Liegende_8_langsam_mean_delta_m,Liegende_8_langsam_mean_geschwindigkeit_l,Liegende_8_langsam_mean_geschwindigkeit_r,Liegende_8_langsam_mean_geschwindigkeit_m,Liegende_8_langsam_max_delta_l,Liegende_8_langsam_max_delta_r,Liegende_8_langsam_max_delta_m,Liegende_8_langsam_max_geschwindigkeit_l,Liegende_8_langsam_max_geschwindigkeit_r,Liegende_8_langsam_max_geschwindigkeit_m,Liegende_8_langsam_min_delta_l,Liegende_8_langsam_min_delta_r,Liegende_8_langsam_min_delta_m,Liegende_8_langsam_min_geschwindigkeit_l,Liegende_8_langsam_min_geschwindigkeit_r,Liegende_8_langsam_min_geschwindigkeit_m,Liegende_8_langsam_standardabweichung_delta_l,Liegende_8_langsam_standardabweichung_delta_r,Liegende_8_langsam_standardabweichung_delta_m,Liegende_8_langsam_standardabweichung_geschwindigkeit_l,Liegende_8_langsam_standardabweichung_geschwindigkeit_r,Liegende_8_langsam_standardabweichung_geschwindigkeit_m,Liegende_8_langsam_varianz_delta_l,Liegende_8_langsam_varianz_delta_r,Liegende_8_langsam_varianz_delta_m,Liegende_8_langsam_varianz_geschwindigkeit_l,Liegende_8_langsam_varianz_geschwindigkeit_r,Liegende_8_langsam_varianz_geschwindigkeit_m,Liegende_8_langsam_tendenz_l,Liegende_8_langsam_tendenz_r,Liegende_8_langsam_tendenz_m,Liegende_8_langsam_Kovarianz_blick_x,Liegende_8_langsam_Kovarianz_blick_y,Liegende_8_langsam_links_verhaeltnis_x,Liegende_8_langsam_links_verhaeltnis_y,Liegende_8_langsam_rechts_verhaeltnis_x,Liegende_8_langsam_rechts_verhaeltnis_y,Liegende_8_schnell_mean_delta_l,Liegende_8_schnell_mean_delta_r,Liegende_8_schnell_mean_delta_m,Liegende_8_schnell_mean_geschwindigkeit_l,Liegende_8_schnell_mean_geschwindigkeit_r,Liegende_8_schnell_mean_geschwindigkeit_m,Liegende_8_schnell_max_delta_l,Liegende_8_schnell_max_delta_r,Liegende_8_schnell_max_delta_m,Liegende_8_schnell_max_geschwindigkeit_l,Liegende_8_schnell_max_geschwindigkeit_r,Liegende_8_schnell_max_geschwindigkeit_m,Liegende_8_schnell_min_delta_l,Liegende_8_schnell_min_delta_r,Liegende_8_schnell_min_delta_m,Liegende_8_schnell_min_geschwindigkeit_l,Liegende_8_schnell_min_geschwindigkeit_r,Liegende_8_schnell_min_geschwindigkeit_m,Liegende_8_schnell_standardabweichung_delta_l,Liegende_8_schnell_standardabweichung_delta_r,Liegende_8_schnell_standardabweichung_delta_m,Liegende_8_schnell_standardabweichung_geschwindigkeit_l,Liegende_8_schnell_standardabweichung_geschwindigkeit_r,Liegende_8_schnell_standardabweichung_geschwindigkeit_m,Liegende_8_schnell_varianz_delta_l,Liegende_8_schnell_varianz_delta_r,Liegende_8_schnell_varianz_delta_m,Liegende_8_schnell_varianz_geschwindigkeit_l,Liegende_8_schnell_varianz_geschwindigkeit_r,Liegende_8_schnell_varianz_geschwindigkeit_m,Liegende_8_schnell_tendenz_l,Liegende_8_schnell_tendenz_r,Liegende_8_schnell_tendenz_m,Liegende_8_schnell_Kovarianz_blick_x,Liegende_8_schnell_Kovarianz_blick_y,Liegende_8_schnell_links_verhaeltnis_x,Liegende_8_schnell_links_verhaeltnis_y,Liegende_8_schnell_rechts_verhaeltnis_x,Liegende_8_schnell_rechts_verhaeltnis_y,sacc_horizontal_l,sacc_horizontal_m,sacc_horizontal_r,sacc_langsam_l,sacc_langsam_m,sacc_langsam_r,sacc_rate_horizontal_l,sacc_rate_horizontal_m,sacc_rate_horizontal_r,sacc_rate_langsam_l,sacc_rate_langsam_m,sacc_rate_langsam_r,sacc_rate_schnell_l,sacc_rate_schnell_m,sacc_rate_schnell_r,sacc_schnell_l,sacc_schnell_m,sacc_schnell_r
-1,76.6717268327,-1,-1,0.0010349805,-1,-1,510.8624420587,-1,-1,0.0729592243,-1,-1,4.6632013827,-1,-1,3.01826904832765E-06,-1,-1,83.9499922124,-1,-1,0.0041179672,-1,-1,7047.6011924597,-1,-1,1.69576536892793E-05,-1,-100,-1,-100,0,0,0,0,0.9905063291,0.9905063291,-1,84.8739081308,-1,-1,0.0020229137,-1,-1,1210.7234855077,-1,-1,0.131440105,-1,-1,0.646874342,-1,-1,2.05429388785309E-06,-1,-1,141.7357582915,-1,-1,0.0100310326,-1,-1,20089.0251784749,-1,-1,0.0001006216,-1,-100,-1,-100,0,0,0,0,0.8541492037,0.8541492037,-1,74.0787376493,-1,-1,0.0012391156,-1,-1,409.3491725376,-1,-1,0.1027107282,-1,-1,1.7350357951,-1,-1,3.38581813822789E-06,-1,-1,92.1231211761,-1,-1,0.0058084589,-1,-1,8486.669455227,-1,-1,3.37381944266194E-05,-1,-100,-1,-100,0,0,0,0,0.9873417722,0.9873417722,725,340,456,2982,1396,1534,0.1814314314,0.0850850851,0.1141141141,0.596996997,0.2794794795,0.3071071071,0.3846346346,0.25,0.1676676677,1537,999,670
37.3936566613,38.840115286,37.0024398133,0.0008081106,0.0007947748,0.0006972909,436.3572322912,450.8507266099,144.997110537,0.0620309391,0.0724202848,0.0623199445,0.372502877,2.0575699772,2.4400509843,0.000013931,1.00958204197995E-05,1.29340800545229E-05,29.599029617,29.511903037,26.2381535313,0.0038635342,0.0041795839,0.0034297281,876.1025542699,870.9524208661,688.4407007324,1.49268965095487E-05,1.74689218795714E-05,0.000011763,-1,-1,-1,77171.6263544084,7587.0384049062,0.9651898734,0.9651898734,0.9672995781,0.9672995781,52.1980457717,53.3471193236,51.6937147923,0.0009554106,0.0008811502,0.0008665517,1049.5020623863,774.8418919386,793.6300466655,0.0762557508,0.0761594401,0.0762062218,0.5152231763,0.8944788632,0.5828950787,-3.96753009018226E-07,-0.000000451,-3.16758111426437E-07,122.5148093646,114.5705209596,117.7820090381,0.0052109892,0.0049206582,0.0050023524,15009.8785136342,13126.4042729449,13872.6016530547,2.7154408108903E-05,2.42128772157644E-05,2.50235291390727E-05,-1,-1,-1,83725.3764663842,36737.7967959004,0.9312657167,0.9312657167,0.9312657167,0.9312657167,34.3248446621,36.4585338966,34.7446945081,0.0008378718,0.0007942221,0.0007943668,102.9604496145,114.8096915302,107.1916351547,0.0669276359,0.0669577016,0.0669415496,0.8337607288,0.7466388653,1.3165484621,1.61855654907463E-05,1.86065299228488E-05,1.58205219645201E-05,19.104574081,20.2443572129,19.4511330386,0.0030850824,0.0029857161,0.003089208,364.9847508181,409.8339989628,378.3465764862,9.51773327976721E-06,8.91450080159052E-06,9.54320618715216E-06,-1,-1,-1,76485.3336490327,16876.2581561501,0.9747102213,0.9747102213,0.9757639621,0.9757639621,146,132,159,414,303,363,0.0365365365,0.033033033,0.0397897898,0.0828828829,0.0606606607,0.0726726727,0.0783283283,0.0648148148,0.0778278278,313,259,311
34.4297934528,38.6302110216,34.1796928736,0.0006086866,0.0006283047,0.000584764,192.1000952547,198.4740238852,194.4823494201,0.0391941937,0.0093145043,0.0390055302,0.5985738898,1.1074130118,1.44055151,6.39316048164617E-06,1.12108793962078E-05,1.17685238848813E-05,28.1006231097,29.2874493471,28.3284494493,0.0014153476,0.0007683218,0.0014107592,789.645019152,857.7546892605,802.5010482,2.00320895297305E-06,5.90318314142839E-07,1.9902413877192E-06,-1,-1,-1,69190.5072873322,-216.4795362445,0.9968387777,0.9968387777,1,1,25.2800657187,27.1799051905,25.1100217032,0.0004450091,0.0004460591,0.0003976357,109.9650588353,106.9222590255,107.4379887337,0.0491204432,0.0487094923,0.0489147737,0.0965540505,0.1901948129,0.6298803406,-3.62817583021311E-07,-0.00000077,-5.50079232673966E-07,14.5584847608,16.96722977,14.9159364155,0.0014675973,0.0014792449,0.0014694652,211.9494785298,287.8868860673,222.4851591499,2.15384185841246E-06,2.18816559039296E-06,2.15932800567606E-06,-1,-1,-1,68142.6157504147,10085.251952191,0.9970674487,0.9970674487,0.9987431923,0.9987431923,37.2647041657,41.3999043017,38.1710447807,0.0006772635,0.0006761897,0.0006486891,124.6768217644,125.3051728919,123.0808907616,0.0537533098,0.054456,0.0541046548,0.6704997165,1.8198591969,0.2407890697,0.000008765,5.96239693648192E-06,7.0988956360115E-06,22.3045759786,24.4717852668,21.9417133951,0.0017747546,0.0017984801,0.0017816774,497.4941095857,598.8682741456,481.4387867138,3.14975398871091E-06,3.23453050982835E-06,3.17437434978399E-06,-1,-1,-1,66422.6961756909,9983.9296407603,0.9989462592,0.9989462592,0.9989462592,0.9989462592,430,269,371,905,578,775,0.1076076076,0.0673173173,0.0928428428,0.1811811812,0.1157157157,0.1551551552,0.1699199199,0.1011011011,0.1596596597,679,404,638
64.0338022807,70.1222972683,63.5215136507,0.0006218266,0.0007101929,0.0005825748,413.7153800944,541.2801741939,417.0319528996,0.0335282354,0.0546128566,0.0328252842,1.4716790942,2.764630921,1.9477689409,7.18519188951634E-06,9.33315900712181E-06,8.76446425681188E-06,74.5339262975,79.8158730745,76.6854180185,0.0015035233,0.0026518067,0.0014911476,5555.3061693179,6370.5735946433,5880.6533366723,2.26058223633114E-06,7.03207860412372E-06,2.22352120994687E-06,-1,-1,-1,90923.2862028247,1215.030130103,0.9915789474,0.9915789474,0.9936842105,0.9936842105,44.3219294268,52.3386839122,41.2289050937,0.0004971223,0.0005664349,0.0004656715,552.0321508831,808.0310247379,474.7732760792,0.0524399554,0.1164956172,0.052387965,0.611698914,1.5285457299,0.4131951953,-1.38398244589634E-05,-1.32802899110858E-05,-1.38504957403705E-05,50.1304871464,67.573392464,51.1919255159,0.0017805145,0.0030311961,0.0020428504,2513.065741531,4566.1633690945,2620.6132380208,3.17023178981467E-06,9.18814987609987E-06,4.17323775714141E-06,-1,-1,-1,75552.9608466968,13686.2076186277,0.987012987,0.987012987,0.9903644742,0.9903644742,47.5499388824,49.7675967702,46.4239804693,0.0006945889,0.0007030533,0.0006657774,127.1424364712,146.7506279761,125.5308207309,0.0497933468,0.0487754112,0.0494144538,0.7463753626,1.0926059512,0.7110504824,9.17680910598134E-06,6.85714035745311E-06,0.000007696,22.2017867332,24.0100879806,21.0634094123,0.0016828654,0.0016719085,0.0016715774,492.9193341487,576.4843248342,443.6672160712,0.000002832,2.79527808203594E-06,2.79417095702993E-06,-1,-1,-1,71180.3566321306,10354.1157126812,0.9978902954,0.9978902954,0.996835443,0.996835443,176,141,189,220,155,214,0.044044044,0.0352852853,0.0472972973,0.044044044,0.031031031,0.0428428428,0.0910910911,0.0540540541,0.0700700701,364,216,280
34.1430301014,34.3480651448,32.1440424346,0.000806755,0.0007784202,0.0007277766,726.3697776611,155.9954731138,164.3445268578,0.0698503803,0.0693033221,0.0695746915,0.9299060007,2.1628803995,1.7500528135,4.41112480974992E-06,1.10455255206975E-05,6.32873818910758E-06,33.1906154732,20.4495969071,21.2695794431,0.0038275543,0.0036264494,0.0036218372,1101.6169554874,418.1860136642,452.395009687,1.46501715582999E-05,1.31511351682947E-05,1.31177049859308E-05,-1,-1,-1,91914.0246253623,19758.3408850936,0.9189473684,0.9189473684,0.9178947368,0.9178947368,29.322192954,26.1064459433,25.8101325591,0.0005656339,0.0005539963,0.0005052006,682.522333119,910.2170937515,685.2517387012,0.0588857766,0.0518334121,0.0579454075,0.6709278741,0.5033897058,0.5667278429,-7.53288075295925E-07,-6.0968041392252E-07,-6.79145724785256E-07,31.5829089591,33.4927894788,28.6525496966,0.0026002681,0.0022061195,0.0023076304,997.4801383201,1121.7669470725,820.9686041145,6.76139436947334E-06,0.000004867,5.32515807336764E-06,-1,-1,-1,76915.5088783453,18205.9162800069,0.9840737636,0.9840737636,0.9849119866,0.9849119866,32.4974857492,32.0361164071,30.1195052852,0.0008250796,0.000842294,0.0008011515,116.1899180139,132.4730532486,104.7216475541,0.072333817,0.0736677236,0.0729958763,1.5118631649,1.7553416066,0.7612840761,0.000016136,1.04131384220939E-05,1.48778522320965E-05,18.6317986199,17.2270923047,17.0021964366,0.0029061655,0.0030664721,0.0029168143,347.1439198143,296.772709274,289.0746836672,8.44579804513979E-06,9.40325134612734E-06,8.50780572009582E-06,-1,-1,-1,77669.309854415,16324.4398336068,0.9873551106,0.9873551106,0.9884088514,0.9884088514,260,185,294,423,305,446,0.0650650651,0.0462962963,0.0735735736,0.0846846847,0.0610610611,0.0892892893,0.0995995996,0.0695695696,0.1023523524,398,278,409
34.7066965431,36.0918662574,32.7178082268,0.0005153118,0.0005278784,0.0004846779,180.4401721428,136.1331866339,157.1159935046,0.0085165972,0.0059609367,0.0066446846,0.4688654336,0.6099529153,0.6817784965,1.07676954708437E-05,1.05150642073468E-05,0.000010595,25.8450729715,18.7118516439,21.221579463,0.0005322969,0.0004656889,0.0004801213,667.9677969018,350.133391944,450.3554349057,2.83339983321311E-07,2.16866130156681E-07,2.30516429221427E-07,-1,-1,-1,64125.5474216774,32.3451343155,1,1,1,1,27.7458871332,27.9822868274,21.1036580251,0.0005240146,0.0004804744,0.0004549044,84.2968272871,81.0771204856,68.4030478467,0.073078587,0.0746603664,0.0717899923,0.7547392799,1.111996309,0.3056066872,-4.32362429364292E-07,-5.46276445895384E-07,-4.88770774766088E-07,12.5996536683,14.33095809,11.2873548917,0.0023150394,0.001959051,0.0022603753,158.7512725609,205.3763597768,127.4043804522,5.35940722833662E-06,3.83788101078817E-06,5.10929665464276E-06,-1,-1,-1,69238.9801919802,12663.5585671588,0.9886792453,0.9886792453,0.9916142558,0.9916142558,36.7155569205,36.9024025547,34.2152462023,0.0007141001,0.0007108371,0.0006765573,125.6763933979,127.9050407002,126.7471285292,0.0712864513,0.073848606,0.0706958788,0.5469381976,1.4621596582,1.1931090687,9.70423841066498E-06,1.44549433347187E-05,1.20791165300262E-05,21.6279722365,25.65234212,22.4219896699,0.00236584,0.0024395459,0.002337906,467.7691830615,658.0426562433,502.7456207558,5.59719875959535E-06,5.95138411681577E-06,5.46580450701475E-06,-1,-1,-1,67603.1328334007,9305.1022669819,0.9936708861,0.9936708861,0.996835443,0.996835443,361,199,353,1187,1010,1337,0.0903403403,0.0497997998,0.0883383383,0.2376376376,0.2022022022,0.2676676677,0.1821821822,0.1203703704,0.1781781782,728,481,712
27.8642319728,27.2351705249,26.6953561317,0.0007629365,0.0005925919,0.000740117,140.566762772,141.0232274584,140.7913878242,0.0666252463,0.0670716527,0.0668469107,0.4198677295,1.5785064118,0.7689343467,5.59205709565491E-06,5.00106587139555E-06,5.41545545004456E-06,20.7153149772,21.6344013905,20.9861740302,0.0033473482,0.0026474697,0.0033689189,429.1242746051,468.0473235269,440.4195004261,1.12047401601096E-05,7.00909606541259E-06,1.13496147577634E-05,-1,-1,-1,63838.5989886554,536.6565448074,0.9915611814,0.9915611814,0.9978902954,0.9978902954,21.639580881,28.6058307211,23.0524681772,0.0008391176,0.0005561984,0.0008218812,67.3564400966,245.9171399305,76.5643103488,0.092914617,0.0947746718,0.0938324903,0.3785351583,0.6339008383,0.2845269789,-1.47614570016787E-07,-6.72597425929871E-08,-1.03646560140583E-07,12.4096133206,18.2261690271,14.2955059204,0.0050909309,0.0036854115,0.0051261755,153.9985027665,332.1932374051,204.3614895197,2.59175776292663E-05,1.35822580589319E-05,2.62776752849854E-05,-1,-1,-1,69012.916625163,11955.3670975942,0.9832355407,0.9832355407,0.9924559933,0.9924559933,32.0431911963,43.8034839706,36.8706912459,0.0015455345,0.0013881959,0.0017508956,96.4227339125,119.0552904436,97.9479981723,0.1021730536,0.1027594626,0.1024659839,0.8284100244,1.3507450735,1.7238714373,4.61741961950855E-06,5.42192057623361E-06,4.74621238151121E-06,19.42453282,26.0584050276,21.3837103035,0.0069655213,0.0069479658,0.0079487073,377.3124752735,679.0404725814,457.2630663432,4.85184875959516E-05,4.82742286735715E-05,6.31819476262462E-05,-1,-1,-1,65763.661252486,12807.8045071351,0.9789251844,0.9789251844,0.9852476291,0.9852476291,520,315,470,1201,575,918,0.1301301301,0.0788288288,0.1176176176,0.2404404404,0.1151151151,0.1837837838,0.1814314314,0.1153653654,0.1649149149,725,461,659
98.6493852323,111.5353138681,99.5195801459,0.0008984449,0.0014970381,0.0012713891,614.1305020021,548.0678943405,576.890653483,0.0710281397,0.0836554706,0.0790678803,6.3020635139,10.7453926016,24.8065076576,7.88335574212626E-06,7.1399389759818E-06,7.82024083701972E-06,111.0537191624,103.3716002519,107.2016075488,0.0037152778,0.0065185169,0.0059108678,12332.9285398037,10685.6877386431,11492.1846610383,1.38032889655669E-05,4.24910627572421E-05,3.49383576621834E-05,-1,-1,-1,111070.202007836,5340.8376183881,0.9715489989,0.9715489989,0.9610115911,0.9610115911,87.3043653482,89.6459390375,78.3030102322,0.0010391856,0.0010730708,0.0009846292,1016.6928576691,944.9208512684,980.794880996,0.1044384317,0.0989602314,0.101696913,4.7491563987,1.7874334322,2.8136646589,-3.73705484108706E-07,-0.000000116,-1.69504183242588E-07,152.033339031,150.5582150196,149.6612446436,0.0052245661,0.0046255206,0.0050933859,23114.1361769082,22667.7761098781,22398.4881482675,2.72960905611863E-05,2.13954403985173E-05,2.59425795612099E-05,-1,-1,-1,100581.905172153,39476.2440944697,0.898575021,0.898575021,0.9031852473,0.9031852473,58.5194342237,56.7583567864,49.8119941506,0.0009968782,0.0010504818,0.0009135854,521.1352402381,660.2661560002,355.3061359321,0.0872646831,0.0684130521,0.0684069727,4.9591254106,3.6913950788,3.6003882132,1.23463854078426E-05,9.11038117079497E-06,1.24733497222623E-05,29.9908809048,33.3059931056,25.1669826918,0.004031025,0.0034393634,0.0033873133,899.4529374435,1109.2891767529,633.3770178112,1.62491628508043E-05,1.18292205468602E-05,1.14738916582721E-05,-1,-1,-1,76981.1331520868,16080.9678450712,0.9820864067,0.9820864067,0.9820864067,0.9820864067,326,197,267,943,550,967,0.0815815816,0.0492992993,0.0668168168,0.1887887888,0.1101101101,0.1935935936,0.1273773774,0.0765765766,0.1103603604,509,306,441
56.0216906486,67.2495991176,57.6690571556,0.0006250527,0.0006605423,0.0005679911,243.6933440609,237.8516168277,240.5934265039,0.0110338868,0.0099881555,0.0105088226,3.1456262046,8.4999691873,4.8926384343,3.20513490274596E-06,2.49529118435404E-05,2.44768188972863E-05,37.6168491936,37.7257913456,35.9957208596,0.0008360341,0.0008392282,0.0008200385,1415.0273432532,1423.2353326549,1295.6919202009,0.000000699,7.04304024755132E-07,6.72463091140502E-07,-1,-1,-1,79764.1774489872,-80.2940592459,1,1,1,1,115.2363964933,118.3967605205,100.2858124023,0.0006528281,0.0008455418,0.0008161856,1038.7859087301,1080.7074143157,1048.7456624158,0.054433959,0.0963427379,0.093934403,0.5629161601,0.5846430033,0.7238813024,0.000002438,-1.46154194565456E-05,3.45713716541289E-06,231.5303615016,233.5628695825,211.9224868656,0.0024430134,0.0047549416,0.0048731319,53606.3082970755,54551.614047603,44911.1404392931,5.96831423622412E-06,2.26094696987071E-05,2.37474141182637E-05,-1,-1,-1,84705.7551228837,31775.7584348348,0.9706867672,0.9706867672,0.9828308208,0.9828308208,204.3480488434,199.7165387794,197.3570716903,0.0018357998,0.0016836306,0.0016038096,1085.0609419995,1210.7171676221,1147.5387214255,0.11047518,0.0935664884,0.0932144072,3.3729823832,1.3524456324,2.4403923987,1.69826385361609E-05,3.68459913613693E-06,0.00001131,248.7668759133,247.3710808277,245.9187387798,0.0076762026,0.0065989385,0.0065891707,61884.9585516715,61192.4516298532,60476.0260830227,5.89240858117865E-05,0.000043546,4.34171709405662E-05,-1,-1,-1,154664.353300464,102500.556113037,0.7934668072,0.7934668072,0.7860906217,0.7860906217,282,214,265,675,412,421,0.0705705706,0.0535535536,0.0663163163,0.1351351351,0.0824824825,0.0842842843,0.1534034034,0.0863363363,0.1021021021,613,345,408
133.0484905935,133.0898523722,130.7898611687,0.0009000186,0.0008881509,0.0008700622,692.1746024784,710.5419339801,696.9342118061,0.0632086112,0.075760572,0.0764700496,1.2203918175,3.5600385676,0.7808200848,9.39918728469953E-06,2.20055277858836E-05,8.48851684593332E-06,172.5050519433,165.1269591725,169.4860479663,0.0030677615,0.0033317319,0.0033555132,29757.9929459589,27266.9126455602,28725.5204552442,9.41116067272803E-06,1.11004373246065E-05,1.12594688624615E-05,1,1,1,130280.157463624,8980.9537704209,0.9926315789,0.9926315789,0.9915789474,0.9915789474,37.250150297,38.7280133432,34.1519596344,0.000488818,0.0004892944,0.0004564184,393.8849795777,372.9596574907,382.1143547364,0.0727224061,0.0700454471,0.071383613,0.1800525144,0.0962314009,0.4058865849,-2.26845539228956E-07,-0.000000174,-1.80214094237136E-07,46.0108008191,42.1050329094,44.5501415445,0.00198668,0.0019154394,0.0019470216,2116.9937920162,1772.8337962989,1984.7151116325,3.94689735001881E-06,3.66890791035765E-06,3.79089326728791E-06,-1,-1,-1,69107.1763023668,12651.9392112383,0.9974863846,0.9974863846,0.9983242564,0.9983242564,36.5912254153,40.2111783434,36.1605670216,0.0008590977,0.0007402579,0.0008315335,161.7338003197,160.6643892385,151.6404757208,0.0653565958,0.0531742046,0.06537931,0.8667780209,1.8414031419,1.9367792948,0.000007987,6.36053047640405E-06,6.86492923322099E-06,23.3685198778,25.5788954202,24.0734947797,0.0031739344,0.0018614263,0.0031465079,546.0877212799,654.2798909191,579.5331509071,1.00738594522174E-05,3.46490786012204E-06,9.90051217296445E-06,-1,-1,-1,66480.0084245259,13713.5465819436,0.9915611814,0.9915611814,0.9978902954,0.9978902954,272,247,272,412,318,388,0.0680680681,0.0618118118,0.0680680681,0.0824824825,0.0636636637,0.0776776777,0.0965965966,0.0688188188,0.0935935936,386,275,374
67.4234678891,65.883827465,65.9020574923,0.0007137128,0.0006531221,0.0006361938,534.2864323833,490.7443386063,511.9538317827,0.0128322968,0.0139798414,0.0134014967,0.3035604259,1.1477075683,0.673844252,7.67170707942096E-06,0.000001824,4.37852027738538E-06,87.7682822343,88.6162471143,88.3695587498,0.0013153865,0.00127772,0.0012924327,7703.2713663526,7852.8392526261,7809.1789136268,1.73024156526085E-06,1.63256831016128E-06,1.67038218541367E-06,-1,-1,-1,89037.0933497329,149.2908045513,1,1,1,1,62.4481578192,64.6818192947,62.5652285771,0.0004968556,0.0004695087,0.0004283871,385.1613370046,394.1639306934,389.5645732203,0.0619991521,0.0622517132,0.0621243681,0.2988097517,0.0635383273,0.3694118542,-3.23532616821394E-06,-2.98988146832114E-06,-3.1121621894267E-06,74.5156219392,72.0876245392,73.4704382011,0.001752658,0.0017552075,0.0017511893,5552.5779129791,5196.6256117085,5397.9052894651,3.07181015447967E-06,3.08075350119074E-06,3.06666387169331E-06,-1,-1,-1,62317.7302250261,9761.8303001157,0.9974853311,0.9974853311,0.9974853311,0.9974853311,48.3128009778,51.2197307518,48.7307784622,0.0007009395,0.0006571118,0.0006358433,337.4894513878,341.4297216561,336.1131839384,0.0100569979,0.0104039022,0.0102300174,1.4039285969,0.8364517811,0.5638549469,9.65313501815185E-06,1.1585386502157E-05,2.66052921937767E-06,50.1838400432,50.0962675179,50.1391369087,0.0008699795,0.0008773651,0.0008610027,2518.4178014821,2509.6360192285,2513.93304995,7.56864251864292E-07,7.69769454120681E-07,7.41325714604785E-07,-1,-1,-1,64699.9495643017,8972.1906758014,1,1,1,1,334,240,251,373,304,378,0.0835835836,0.0600600601,0.0628128128,0.0746746747,0.0608608609,0.0756756757,0.0943443443,0.0583083083,0.0733233233,377,233,293
106.3286814582,126.077208651,112.5640194096,0.0010295834,0.0011014753,0.001001006,603.003667755,580.9964310533,586.4011148444,0.0521006398,0.0508363194,0.0514602759,5.2108530645,10.7761986738,6.0524715022,1.14822533832055E-05,1.06584341778214E-05,7.53444615388254E-06,147.2976017465,137.8156580114,140.1121440443,0.0031388997,0.0032218156,0.003174546,21696.5834802661,18993.1555931131,19631.412908685,9.85269128511029E-06,1.03800956961734E-05,1.00777423121508E-05,-1,-1,-1,137446.505591826,45656.3080195598,0.7573839662,0.7573839662,0.7573839662,0.7573839662,47.9590626329,52.3048060686,45.6352997421,0.0009916628,0.0008265107,0.0008635364,635.6605159555,750.5774723254,692.4874359163,0.0757576557,0.0789925976,0.0773657415,0.6796226843,2.3186090929,0.9118555852,-0.000000229,-1.31830358819117E-06,-7.6091987826622E-07,55.4542289049,52.6279957292,49.6462147467,0.0042255569,0.0042305881,0.0042328431,3075.1715034357,2769.7059344705,2464.7466386747,1.78553310601202E-05,1.78978759068433E-05,0.000017917,-1,-1,-1,86943.0504342955,18288.2072020161,0.9761006289,0.9761006289,0.9429769392,0.9429769392,53.8613779141,65.8716708931,56.8819442298,0.0010717762,0.0010648022,0.0010150976,482.8888885129,567.184069856,473.8951286624,0.0544209092,0.0502232075,0.0523144984,1.567957695,2.1291539813,3.0678443801,2.94672824751715E-05,8.34140487003266E-06,3.40318704074937E-05,58.0707719633,57.8143641543,56.2764044109,0.0036366633,0.0034997279,0.0035644252,3372.2145564149,3342.5007025608,3167.0336934237,1.32253196763501E-05,1.22480954562426E-05,1.2705126902575E-05,-1,-1,-1,93639.369116769,27271.1541518246,0.9526315789,0.9526315789,0.9557894737,0.9557894737,502,432,514,1742,1057,1082,0.1256256256,0.1081081081,0.1286286286,0.3487487487,0.2116116116,0.2166166166,0.2157157157,0.1551551552,0.2032032032,862,620,812
