Horizontal_mean_delta_l,Horizontal_mean_delta_r,Horizontal_mean_delta_m,Horizontal_mean_geschwindigkeit_l,Horizontal_mean_geschwindigkeit_r,Horizontal_mean_geschwindigkeit_m,Horizontal_max_delta_l,Horizontal_max_delta_r,Horizontal_max_delta_m,Horizontal_max_geschwindigkeit_l,Horizontal_max_geschwindigkeit_r,Horizontal_max_geschwindigkeit_m,Horizontal_min_delta_l,Horizontal_min_delta_r,Horizontal_min_delta_m,Horizontal_min_geschwindigkeit_l,Horizontal_min_geschwindigkeit_r,Horizontal_min_geschwindigkeit_m,Horizontal_standardabweichung_delta_l,Horizontal_standardabweichung_delta_r,Horizontal_standardabweichung_delta_m,Horizontal_standardabweichung_geschwindigkeit_l,Horizontal_standardabweichung_geschwindigkeit_r,Horizontal_standardabweichung_geschwindigkeit_m,Horizontal_varianz_delta_l,Horizontal_varianz_delta_r,Horizontal_varianz_delta_m,Horizontal_varianz_geschwindigkeit_l,Horizontal_varianz_geschwindigkeit_r,Horizontal_varianz_geschwindigkeit_m,Horizontal_tendenz_l,Horizontal_tendenz_r,Horizontal_tendenz_m,Horizontal_Kovarianz_blick_x,Horizontal_Kovarianz_blick_y,Horizontal_links_verhaeltnis_x,Horizontal_links_verhaeltnis_y,Horizontal_rechts_verhaeltnis_x,Horizontal_rechts_verhaeltnis_y,Liegende_8_langsam_mean_delta_l,Liegende_8_langsam_mean_delta_r,Liegende_8_langsam_mean_delta_m,Liegende_8_langsam_mean_geschwindigkeit_l,Liegende_8_langsam_mean_geschwindigkeit_r,Liegende_8_langsam_mean_geschwindigkeit_m,Liegende_8_langsam_max_delta_l,Liegende_8_langsam_max_delta_r,Liegende_8_langsam_max_delta_m,Liegende_8_langsam_max_geschwindigkeit_l,Liegende_8_langsam_max_geschwindigkeit_r,Liegende_8_langsam_max_geschwindigkeit_m,Liegende_8_langsam_min_delta_l,Liegende_8_langsam_min_delta_r,Liegende_8_langsam_min_delta_m,Liegende_8_langsam_min_geschwindigkeit_l,Liegende_8_langsam_min_geschwindigkeit_r,Liegende_8_langsam_min_geschwindigkeit_m,Liegende_8_langsam_standardabweichung_delta_l,Liegende_8_langsam_standardabweichung_delta_r,Liegende_8_langsam_standardabweichung_delta_m,Liegende_8_langsam_standardabweichung_geschwindigkeit_l,Liegende_8_langsam_standardabweichung_geschwindigkeit_r,Liegende_8_langsam_standardabweichung_geschwindigkeit_m,Liegende_8_langsam_varianz_delta_l,Liegende_8_langsam_varianz_delta_r,Liegende_8_langsam_varianz_delta_m,Liegende_8_langsam_varianz_geschwindigkeit_l,Liegende_8_langsam_varianz_geschwindigkeit_r,Liegende_8_langsam_varianz_geschwindigkeit_m,Liegende_8_langsam_tendenz_l,Liegende_8_langsam_tendenz_r,Liegende_8_langsam_tendenz_m,Liegende_8_langsam_Kovarianz_blick_x,Liegende_8_langsam_Kovarianz_blick_y,Liegende_8_langsam_links_verhaeltnis_x,Liegende_8_langsam_links_verhaeltnis_y,Liegende_8_langsam_rechts_verhaeltnis_x,Liegende_8_langsam_rechts_verhaeltnis_y,Liegende_8_schnell_mean_delta_l,Liegende_8_schnell_mean_delta_r,Liegende_8_schnell_mean_delta_m,Liegende_8_schnell_mean_geschwindigkeit_l,Liegende_8_schnell_mean_geschwindigkeit_r,Liegende_8_schnell_mean_geschwindigkeit_m,Liegende_8_schnell_max_delta_l,Liegende_8_schnell_max_delta_r,Liegende_8_schnell_max_delta_m,Liegende_8_schnell_max_geschwindigkeit_l,Liegende_8_schnell_max_geschwindigkeit_r,Liegende_8_schnell_max_geschwindigkeit_m,Liegende_8_schnell_min_delta_l,Liegende_8_schnell_min_delta_r,Liegende_8_schnell_min_delta_m,Liegende_8_schnell_min_geschwindigkeit_l,Liegende_8_schnell_min_geschwindigkeit_r,Liegende_8_schnell_min_geschwindigkeit_m,Liegende_8_schnell_standardabweichung_delta_l,Liegende_8_schnell_standardabweichung_delta_r,Liegende_8_schnell_standardabweichung_delta_m,Liegende_8_schnell_standardabweichung_geschwindigkeit_l,Liegende_8_schnell_standardabweichung_geschwindigkeit_r,Liegende_8_schnell_standardabweichung_geschwindigkeit_m,Liegende_8_schnell_varianz_delta_l,Liegende_8_schnell_varianz_delta_r,Liegende_8_schnell_varianz_delta_m,Liegende_8_schnell_varianz_geschwindigkeit_l,Liegende_8_schnell_varianz_geschwindigkeit_r,Liegende_8_schnell_varianz_geschwindigkeit_m,Liegende_8_schnell_tendenz_l,Liegende_8_schnell_tendenz_r,Liegende_8_schnell_tendenz_m,Liegende_8_schnell_Kovarianz_blick_x,Liegende_8_schnell_Kovarianz_blick_y,Liegende_8_schnell_links_verhaeltnis_x,Liegende_8_schnell_links_verhaeltnis_y,Liegende_8_schnell_rechts_verhaeltnis_x,Liegende_8_schnell_rechts_verhaeltnis_y,sacc_horizontal_l,sacc_horizontal_m,sacc_horizontal_r,sacc_langsam_l,sacc_langsam_m,sacc_langsam_r,sacc_rate_horizontal_l,sacc_rate_horizontal_m,sacc_rate_horizontal_r,sacc_rate_langsam_l,sacc_rate_langsam_m,sacc_rate_langsam_r,sacc_rate_schnell_l,sacc_rate_schnell_m,sacc_rate_schnell_r,sacc_schnell_l,sacc_schnell_m,sacc_schnell_r
87.3383531801,91.0420673314,88.0643084355,0.0007579518,0.0008086565,0.000717791,711.4957183507,832.5629422918,765.3522781121,0.077162137,0.0875141174,0.0823205803,0.6837358438,1.5913799993,3.5549042073,7.84930041791112E-06,6.45554582223779E-06,3.4061772951721E-06,126.085670209,127.5617142346,126.5576644989,0.0032126202,0.0034328067,0.0032660149,15897.5962320441,16271.9909384624,16016.8424434095,1.03209283499964E-05,1.17841619320282E-05,1.06668535243755E-05,-1,-1,-1,97943.6507985506,3180.0095532706,0.9863301788,0.9863301788,0.985278654,0.985278654,26.2907486845,28.3711758208,25.7451347341,0.0005344814,0.0006022347,0.0004955649,525.3088566792,264.9901917162,176.9962028296,0.067358314,0.0582239212,0.058279027,0.4152980683,0.2751593481,0.2338910271,-5.74358455674778E-07,-0.000000465,-5.19476783364655E-07,20.5033792578,19.7005559094,17.9116008397,0.0027431824,0.0025285363,0.0024296443,420.3885609888,388.1119031386,320.825444642,0.000007525,6.39349607272504E-06,5.90317120771598E-06,-1,-1,-1,79000.478556021,17342.5072762231,0.974853311,0.974853311,0.9752724225,0.9752724225,42.4816438343,43.6818317201,42.4517300192,0.0007079271,0.0007545572,0.0006982972,163.3916666705,196.2604463134,174.4574402497,0.0444920923,0.0441118398,0.0436546329,3.2176912557,1.8552051889,2.198423885,1.02532324550076E-05,0.000005701,1.1032850507301E-05,25.1609816917,24.8739918605,24.4698311983,0.0020579666,0.0020665691,0.0020555168,633.0749996902,618.7154710749,598.772638873,4.23522649778182E-06,4.27070798023084E-06,4.22514924303956E-06,-1,-1,-1,78354.3649548315,15397.3757890909,0.9778947368,0.9778947368,0.9789473684,0.9789473684,472,241,291,1048,696,887,0.1181181181,0.0603103103,0.0728228228,0.2098098098,0.1393393393,0.1775775776,0.1739239239,0.1006006006,0.1516516517,695,402,606
50.1765889017,52.4525627244,49.7458557836,0.0009617122,0.0009729643,0.0009276803,459.4045854226,469.0170409179,463.7246931503,0.1105401041,0.1105247405,0.1105323161,1.8804925139,1.6368926604,0.8251280206,0.000007777,6.18178819630871E-06,6.41255646690743E-06,77.7890088418,80.9924037958,79.195553409,0.0050700715,0.0050531805,0.0050620193,6051.1298965832,6559.7694726141,6271.9356797595,2.57056249286995E-05,2.55346331309395E-05,0.000025624,-1,-1,-1,95563.6568377957,3497.9809573706,0.9873417722,0.9873417722,0.9883966245,0.9883966245,26.9721485779,23.5764657942,23.0535388588,0.0007641839,0.0007593266,0.0007050055,666.2971468922,675.8529793091,670.9255155015,0.0747412431,0.0745798679,0.074656856,0.3833016072,0.4279793468,0.5181265864,-5.35430636245379E-07,-0.000000022,-2.70078000638407E-07,29.0909699567,28.9680198222,28.1645627936,0.00391449,0.003887843,0.0038865369,846.2845330211,839.1461724165,793.2425973557,1.53232323384126E-05,1.51153235283184E-05,1.51051693135521E-05,-1,-1,-1,86274.9937276622,23985.5760436037,0.961022632,0.961022632,0.9597652976,0.9597652976,29.0662710967,29.6090893981,27.8616700285,0.0009052635,0.0009067491,0.0008790955,94.6250140988,113.025514175,103.4910124599,0.0646689232,0.0601334637,0.0640543905,1.1790842781,0.3329236812,0.7057283609,1.58812049410426E-06,0.000006411,5.70815210872918E-06,16.6604174805,17.0434432484,16.0790123167,0.0036118416,0.0033839759,0.0035883181,277.569510625,290.4789577599,258.5346370815,1.30453999134924E-05,1.14512925534072E-05,0.000012876,-1,-1,-1,77990.3176161342,15243.0120321774,0.9873684211,0.9873684211,0.9884210526,0.9884210526,149,138,151,192,192,198,0.0372872873,0.0345345345,0.0377877878,0.0384384384,0.0384384384,0.0396396396,0.0568068068,0.044044044,0.047047047,227,176,188
72.5634408215,72.4900656444,69.2133466897,0.0013675443,0.0011788355,0.0010141846,613.0490423854,658.8637857863,617.0552726908,0.0944679081,0.1022034602,0.0565481349,4.1183330222,0.428279499,0.2672698495,1.40895551510063E-05,1.13633582544642E-05,9.65772735847511E-06,113.9808183223,117.0389949128,113.1169679523,0.0061462179,0.0053822483,0.0039183478,12991.6269454178,13698.126330209,12795.448438727,0.000037776,2.89685971451577E-05,1.53534495014577E-05,-1,-1,-1,119099.632207678,12504.9883583757,0.9166666667,0.9166666667,0.9335443038,0.9335443038,32.875059353,32.0423202368,28.8843884182,0.0007950627,0.0008467201,0.0008068027,635.0079641868,549.3316885634,498.7387110992,0.1167298438,0.0999177913,0.1004453854,0.6455772358,0.6567293773,0.1897538245,-3.80376562152048E-07,-3.56157368961437E-07,-2.7181175691214E-07,52.4028016827,55.0381844704,50.4918394523,0.0052444114,0.005396594,0.0053804948,2746.0536241983,3029.2017497983,2549.4258512799,2.75038509316849E-05,2.91232272981095E-05,2.89497245904049E-05,-1,-1,-1,86963.1678787093,24439.1649874901,0.9610062893,0.9610062893,0.9589098532,0.9589098532,33.7101959756,32.8936753587,32.1146623533,0.0007404923,0.000737672,0.0007142297,139.4829665764,132.7797986121,135.7347535729,0.0411394262,0.0517135048,0.0410175938,0.4910378834,1.3017994961,0.6650272278,2.31847556390694E-05,2.39661913437095E-05,2.31008294805473E-05,22.0662050956,20.5921751397,20.5343753282,0.0014621343,0.0017697949,0.0014420459,486.917407322,424.0376769841,421.6605701199,2.13783677969696E-06,3.13217400240792E-06,2.07949643077669E-06,-1,-1,-1,81500.8993093229,14875.858193837,0.9915522703,0.9915522703,0.9926082365,0.9926082365,130,113,177,318,294,411,0.0325325325,0.0282782783,0.0442942943,0.0636636637,0.0588588589,0.0822822823,0.0673173173,0.0560560561,0.1061061061,269,224,424
80.4124146222,78.4509052223,76.9280358312,0.0007292295,0.0007475151,0.0007003374,568.3371709607,545.3806963626,556.8547639901,0.0407091198,0.0479433654,0.0409844683,1.2055514286,0.2845391474,0.9538190167,9.34492662519615E-06,0.000010004,8.23006594860865E-06,109.3902489814,107.6285122417,109.6126240731,0.0024139909,0.0026031911,0.0024136035,11966.226572222,11583.8966473678,12014.9273561999,5.8273521010094E-06,6.77660367168804E-06,5.82548198057419E-06,-1,-1,-1,98040.3337665499,4556.2932416844,0.9799789252,0.9799789252,0.9820864067,0.9820864067,63.1101246138,65.032632191,62.5176948871,0.0004725576,0.0004609406,0.0004167776,550.4015679868,312.8526639835,322.5724023002,0.0731790707,0.0604984266,0.0611702148,1.9363434136,0.7307683559,0.7339108392,-7.07460741528436E-07,-8.26734199838919E-07,-7.66363185006241E-07,69.2160717347,66.1253634084,67.5332821434,0.0027587609,0.0023091568,0.0023041652,4790.8645863848,4372.563685899,4560.7441970557,7.61076186585016E-06,5.3322051198144E-06,5.30917731157307E-06,-1,-1,-1,55475.8480437324,11498.5796560932,0.9907718121,0.9907718121,0.9916107383,0.9916107383,114.6308609777,116.8404494739,114.5973878656,0.0007695346,0.000732701,0.0007478939,786.2827936846,782.8360290769,784.0144292132,0.0500322607,0.0482422598,0.0491326257,1.1424299673,1.3150937552,0.5828662826,2.81633668102998E-06,3.68425472493483E-06,3.00094982685657E-06,135.5531437982,132.6435851106,134.5605547357,0.0028626674,0.0023481643,0.0028485559,18374.6547935713,17594.3206709938,18106.54289079,8.19486483868457E-06,5.51387567111895E-06,8.11427081227139E-06,-1,-1,-1,43129.533300872,9173.2993710372,0.9915700738,0.9915700738,0.9936775553,0.9936775553,288,205,308,586,355,569,0.0720720721,0.0513013013,0.0770770771,0.1173173173,0.0710710711,0.1139139139,0.1143643644,0.0765765766,0.1246246246,457,306,498
38.5719105729,42.4440109813,36.8781838774,0.0007536538,0.0007340106,0.0007424349,297.2308634563,261.8275150589,277.7178906085,0.0465602244,0.0477558645,0.047152373,1.0738069735,0.9351164797,2.4583635202,3.85568700544443E-06,3.68790329901895E-06,3.30273618660356E-06,45.5370507614,46.0337533761,45.3462201791,0.0027932725,0.0026088994,0.0027917603,2073.6229920445,2119.1064498887,2056.2796845353,7.80237112010361E-06,6.80635617121241E-06,7.7939253548453E-06,-1,-1,-1,82299.7904967466,6999.9993769741,0.9715789474,0.9715789474,0.9726315789,0.9726315789,24.5795397617,28.6491951037,19.7456072035,0.0006675382,0.0006685083,0.000624066,390.7652071423,421.5709386242,404.2085537901,0.0740257412,0.0622989921,0.0619343158,0.7772257741,0.5398808646,0.1720958558,-2.89284489023427E-07,-1.95312165532007E-07,-2.17817464967986E-07,33.7769004002,35.6161040941,33.7054592284,0.003929856,0.0036383831,0.0036362035,1140.8790006439,1268.5068708411,1136.0579817944,1.54437679847607E-05,1.32378312711852E-05,0.000013222,-1,-1,-1,86755.1798005672,22821.6300986653,0.948427673,0.948427673,0.9522012579,0.9522012579,28.0009316734,31.0557990743,25.7382874653,0.0008894201,0.0008930693,0.000894394,93.5155196087,112.6155230526,97.1861878682,0.0650757515,0.0671466809,0.0661087317,1.7887522597,2.4314321688,0.4434814056,5.65920143197952E-06,9.12358903647891E-06,0.000006963,16.4366676449,16.1769313357,14.3682748746,0.0032524012,0.0033014718,0.0034267372,270.1640432682,261.6931074394,206.4473228721,1.05781135940845E-05,1.08997158283264E-05,1.17425280698228E-05,-1,-1,-1,83743.5695245316,21380.2537216859,0.9631190727,0.9631190727,0.9652265543,0.9652265543,437,426,470,928,711,591,0.1093593594,0.1066066066,0.1176176176,0.1857857858,0.1423423423,0.1183183183,0.1564064064,0.1108608609,0.1396396396,625,443,558
44.6892803609,43.7158840296,41.2062223266,0.0008650421,0.0007005952,0.0007261716,331.1141326817,332.1595142078,330.0449411602,0.0510618058,0.0566159583,0.0538386431,0.8846804084,1.1938393681,0.934224972,7.76673777973106E-06,1.13304194436454E-05,9.15265535411067E-06,43.3013387792,45.3630423184,44.1149195697,0.0024292869,0.0020523361,0.0022730181,1875.0059400745,2057.8056083773,1946.1261286437,5.9014347907708E-06,4.21208360061646E-06,5.16661126457148E-06,-1,-1,-1,81892.0373355635,1639.482977335,0.9926160338,0.9926160338,0.9915611814,0.9915611814,49.93255498,45.6695944434,40.8948500012,0.0007151983,0.0007565869,0.0007243943,984.3283596948,973.7628603323,906.8615430174,0.0901743432,0.1051213404,0.1022585932,0.349397037,0.4086641889,0.7659214376,-1.12757065583707E-05,-1.20646864243805E-05,-1.16698991051792E-05,114.4594362944,99.6104907952,96.7327799467,0.0025914471,0.0047151669,0.004594798,13100.9625568242,9922.2498764538,9357.2307162101,6.71559795658143E-06,2.22327985631989E-05,2.11121685163418E-05,-1,-1,-1,83026.4867637298,21316.647111784,0.9840737636,0.9840737636,0.9761106454,0.9761106454,76.5938872101,71.7274678569,70.5248165463,0.0019940351,0.0009548136,0.0017158379,755.9666195399,783.533723134,769.0316423847,0.0981734739,0.085918872,0.0981651771,2.7942682657,2.6483965925,0.1849443698,5.52211162156225E-06,1.55628402052806E-05,1.5265525241763E-05,115.8414991819,114.1395041578,114.2480963172,0.0076216053,0.0032981138,0.0074257175,13419.2529327063,13027.8264093901,13052.6275121124,5.80888678557825E-05,1.08775549311852E-05,5.51412799347329E-05,-1,-1,-1,70811.1434543282,25373.7988685316,0.9631578947,0.9631578947,0.9768421053,0.9768421053,550,343,685,1005,575,1371,0.1376376376,0.0858358358,0.1714214214,0.2012012012,0.1151151151,0.2744744745,0.228978979,0.1403903904,0.258008008,915,561,1031
34.7482229083,36.6877838822,35.065520909,0.0005094276,0.0005243384,0.0004953939,188.8043482643,177.1176006558,182.8430940054,0.0077688218,0.0074632728,0.0076160123,1.8806252204,0.9531645363,0.8406028344,9.09883783471638E-06,1.12808779604545E-05,2.89912749170347E-06,27.5711987979,28.4453068534,27.96736511,0.0006162965,0.0006304781,0.000617723,760.1710031559,809.1354819855,782.1735111982,3.79821422574955E-07,3.97502655923175E-07,3.81581713788112E-07,-1,-1,-1,70917.6765562926,73.5110271615,1,1,1,1,24.4420974882,29.3842838023,25.5873399404,0.0004693476,0.0004633737,0.0004342038,1195.8647922854,1170.1484907387,1182.9353894986,0.0780205806,0.0770383177,0.0775256237,0.3857755769,0.9754941695,0.5064391302,-2.3131689327682E-08,-0.000000293,-1.53449897596442E-07,51.2794286505,50.3096199963,50.7508239113,0.00181225,0.0017943198,0.0018015585,2629.5798027247,2531.0578641681,2575.6461276769,3.28425017706256E-06,3.21958370389891E-06,3.2456129341238E-06,-1,-1,-1,74377.2096769248,14017.2436913999,0.9891031014,0.9891031014,0.9891031014,0.9891031014,45.5424600797,48.4873065947,45.9318443712,0.0006640875,0.0006586549,0.000637784,321.2381868478,303.7886008456,312.0592349021,0.0072076894,0.0070763371,0.0071395689,1.7819406284,1.3423601362,3.0624816987,5.31510191665549E-06,4.4451959288649E-06,4.79917058996321E-06,40.8617843024,39.2320209222,40.0267890533,0.0007387664,0.0007374797,0.0007254664,1669.6854163718,1539.1514656364,1602.1438419193,5.45775788101101E-07,5.43876349763862E-07,5.26301470609217E-07,-1,-1,-1,71553.3937624547,9926.8695972681,1,1,1,1,236,232,269,340,302,456,0.0590590591,0.0580580581,0.0673173173,0.0680680681,0.0604604605,0.0912912913,0.0700700701,0.0528028028,0.1073573574,280,211,429
65.4295004512,61.9031851004,62.0248271548,0.0008144495,0.0006900079,0.0007655096,735.8434209972,555.0899111375,644.1969632163,0.0699214103,0.020160485,0.0697623574,1.1393570764,1.4058599594,1.2252062052,1.5864072318224E-05,1.34054800768579E-05,0.00001552,95.8647520724,92.6023944066,94.7966399849,0.002887026,0.0014591115,0.0028752856,9190.0506899098,8575.2034498363,8986.4029524196,8.33491939345774E-06,0.000002129,8.26726723893454E-06,-1,-1,-1,87022.02970643,179.9643531192,0.9957805907,0.9957805907,1,1,57.3737848689,52.8893839374,53.3611355153,0.0008137398,0.0007904187,0.0007583176,1084.0352308984,1094.5167573383,1087.8596260114,0.0674710996,0.0696720895,0.0685715898,0.8769069888,0.9206708319,1.3256634,-1.24084114762544E-05,-1.2847726015487E-05,-1.26271446947474E-05,117.8046823593,119.3746532343,118.3748908743,0.0036183855,0.0036755441,0.0036967277,13877.943185786,14250.3078348164,14012.6147895023,1.3092713554895E-05,1.35096243487313E-05,1.36657956255159E-05,-1,-1,-1,83524.0857608191,33746.1571755334,0.9538590604,0.9538590604,0.9538590604,0.9538590604,38.1900452359,36.1205460111,36.1808414848,0.0006789125,0.0006943516,0.0006592209,149.9332366347,136.1105872513,143.0143215335,0.0063785203,0.0059729271,0.0060645164,2.9051624186,0.7172361464,1.3694609784,7.66522915744989E-06,0.000007116,7.38688047873463E-06,18.4341299474,17.7272195348,17.6491294103,0.000486987,0.0004796518,0.0004487538,339.8171469169,314.2543124357,311.4917689425,2.37156297345265E-07,2.3006586753256E-07,2.01379969694044E-07,-1,-1,-1,72955.7975430726,14408.9209690317,1,1,1,1,318,210,359,413,214,452,0.0795795796,0.0525525526,0.0898398398,0.0826826827,0.0428428428,0.0904904905,0.1148648649,0.0713213213,0.1358858859,459,285,543
45.1974264997,42.8804781104,39.7277972585,0.000574201,0.0005637401,0.000546362,368.6643141336,397.1973429131,381.6766442335,0.0131779885,0.0112923926,0.0122259466,1.2001998793,0.8268020671,1.1417311624,3.53571731592089E-06,0.000005288,4.41152044027928E-06,55.0336336984,57.3129959398,56.9421155864,0.0009573737,0.0009098091,0.0009296024,3028.7008380536,3284.7795035953,3242.4045274556,9.16564357788217E-07,8.27752684521197E-07,8.64160551383476E-07,-1,-1,-1,76061.4861871662,99.028675469,1,1,1,1,29.2436016628,24.8488778693,19.8983791168,0.0004384115,0.0004381991,0.0004117054,257.9379868489,202.0628380099,224.7583685558,0.093884057,0.0935249314,0.0936665224,1.2389242126,1.2397231208,0.9284978568,-5.10269202732472E-07,-6.66857973048516E-07,-1.76667701177957E-07,20.7849910325,17.73080496,18.176565607,0.0022360504,0.0022185142,0.0022183887,432.0158522204,314.3814445289,330.3875372658,4.99992158525164E-06,4.92180526183912E-06,4.92124864610781E-06,-1,-1,-1,71525.9434463405,11510.0715809074,0.9966471081,0.9966471081,0.9974853311,0.9974853311,32.4392125654,29.2189031558,25.0798060117,0.0006581771,0.0006901469,0.0006846614,121.8537402694,118.1784264152,99.7383443775,0.005774664,0.0532987191,0.0536302654,1.1474025932,0.5122394229,0.0179639902,5.79387887356562E-06,5.05316854731626E-06,5.32556937028759E-06,16.73872416,18.1013459765,15.6926141825,0.0005100722,0.0017741575,0.0017833968,280.184886503,327.658726162,246.2581398822,2.60173670393408E-07,3.14763494398867E-06,3.18050427071676E-06,-1,-1,-1,72085.5489490272,10283.0248919375,1,1,0.9978902954,0.9978902954,2295,2423,2424,2963,2026,2546,0.5743243243,0.6063563564,0.6066066066,0.5931931932,0.4056056056,0.5097097097,0.4902402402,0.3971471471,0.3961461461,1959,1587,1583
50.439725112,42.7833123374,44.0280042802,0.0006348116,0.0005844289,0.000599523,253.4572274036,261.943563091,257.6251303238,0.0623728539,0.0121978091,0.0625283394,0.8647402976,0.6338473064,1.6545085479,4.16942535509607E-06,3.6631542238097E-06,3.87831658200032E-06,41.8401754005,43.6300460635,42.8148901934,0.002170165,0.0009060975,0.00218071,1750.6002775412,1903.5809195036,1833.114822275,4.70961607055876E-06,0.000000821,4.75549592688505E-06,-1,-1,-1,77594.2672092805,-37.9699933564,0.9989451477,0.9989451477,1,1,83.5900023144,60.9055507536,60.9800525218,0.0006371225,0.0008556597,0.0007660727,1207.653051455,1261.2726291878,1233.6689700958,0.0844317119,0.1021084613,0.1008850521,2.0194970349,0.5072596765,0.4301032035,-4.1388486316813E-07,-2.50841588439211E-07,-0.000000083,204.8114874655,193.6104439474,188.5710893509,0.0031626855,0.0051337264,0.0048280449,41947.7453978357,37485.004005496,35559.0557389798,1.00025793195941E-05,2.6355146598967E-05,0.00002331,-1,-1,-1,72853.2926781814,26981.8062333017,0.9874371859,0.9874371859,0.9711055276,0.9711055276,45.1060504251,37.7754404952,36.2665411045,0.0008663816,0.0009164086,0.0008856186,701.5319051626,682.3785104092,691.2777477192,0.0800247048,0.1307570761,0.1291605943,2.5476993746,1.1269385612,0.3065191781,1.84084193376236E-06,5.47207583673664E-06,2.79207118234588E-06,49.8560885448,48.0476959987,48.080519489,0.0031766991,0.0047092025,0.0046517546,2485.6295649846,2308.5810907859,2311.7363543324,1.00914169486615E-05,2.21765879023373E-05,2.16388210285969E-05,-1,-1,-1,85067.8657077369,28118.7633031371,0.9325605901,0.9325605901,0.9315068493,0.9315068493,606,273,460,2365,1459,1685,0.1516516517,0.0683183183,0.1151151151,0.4734734735,0.2920920921,0.3373373373,0.2347347347,0.1481481481,0.1999499499,938,592,799
46.7178023571,36.6387996914,39.0062092492,0.0006570045,0.0006859029,0.0006618814,235.8028294637,235.9152004573,225.9803278167,0.0628250696,0.0616939817,0.0622485521,2.0768466724,0.8661055951,0.9675803944,0.000008262,4.69165940983775E-06,6.15954806851594E-06,39.4993110885,36.7556954922,37.4813670247,0.0021702834,0.0027267355,0.0027408764,1560.1955764684,1350.9811511135,1404.8528740373,4.71013001460732E-06,7.43508665223501E-06,7.51240335815098E-06,-1,-1,-1,72117.9362281181,250.9162056686,0.9989462592,0.9989462592,0.9968387777,0.9968387777,166.6136028193,160.0203362773,156.2741112347,0.0013514471,0.0014226301,0.0013008675,915.5704264348,881.2660722439,894.9941447023,0.1028331711,0.1037674972,0.1018896028,0.8130817891,1.1302569923,1.5721102065,-0.000000132,-3.95125972593396E-07,-2.6327932455714E-07,263.2646706069,255.7370184851,257.1107579546,0.007085949,0.0075154989,0.0071893006,69308.2867897603,65401.4226236323,66105.941856005,5.02106730683714E-05,5.64827242061056E-05,0.000051686,-1,-1,-1,108391.520055557,62371.7847429901,0.9354297694,0.9354297694,0.9362683438,0.9362683438,44.182650683,34.6352091815,36.5350807748,0.001280316,0.0012566718,0.001297957,217.9210107221,135.9629947317,131.5004638241,0.0752793759,0.0751485597,0.0761004274,1.6868452128,1.2291709758,1.9699296707,7.0456581321913E-06,5.05492337668849E-06,6.03749280801594E-06,20.097623823,20.5831503294,18.3074617908,0.0052658451,0.0051286081,0.0054657441,403.9144833321,423.6660774814,335.1631572234,2.77291248400867E-05,2.63026211190703E-05,2.98743588492733E-05,-1,-1,-1,59409.0933674834,18058.6671326359,0.9799789252,0.9799789252,0.9494204426,0.9494204426,275,283,278,384,378,445,0.0688188188,0.0708208208,0.0695695696,0.0768768769,0.0756756757,0.0890890891,0.0655655656,0.0492992993,0.0535535536,262,197,214
107.0484235859,101.7151454963,102.9264518225,0.0008489773,0.0008491487,0.0007932841,908.0388500393,773.3430293987,840.1363664519,0.0533785061,0.0535442084,0.0534582043,1.9627059803,1.1722103226,0.2444289893,4.60823105065185E-06,3.10633588003948E-06,3.82656469599242E-06,128.2153508448,133.38905715,131.0118880462,0.0026323683,0.0026326739,0.0026274121,16439.1761922626,17792.640567368,17164.114809418,6.92936272942328E-06,0.000006931,6.90329438667254E-06,-1,-1,-1,123448.522368353,9902.7604776442,0.9652265543,0.9652265543,0.966280295,0.966280295,33.790741936,31.5882225687,29.3610320075,0.0007143205,0.0006590808,0.0006534269,724.4956976954,809.767044383,766.9659124509,0.0932969567,0.0888149596,0.0943253892,0.698538356,0.5289859761,0.3153856712,-1.28350935987057E-05,-1.26206663362371E-05,-0.000012727,54.1761373802,58.4620419586,55.9368458347,0.0036400094,0.0032142807,0.0036745014,2935.0538614336,3417.8103499709,3128.9307219348,1.32496686800673E-05,1.03316004487519E-05,0.000013502,-1,-1,-1,83598.3704889387,19825.6635828712,0.972327044,0.972327044,0.9752620545,0.9752620545,83.3012519112,79.898057482,80.0570455444,0.0008745588,0.0008802748,0.0008556452,842.1449691079,787.985791229,811.9856623869,0.0620794307,0.0637381327,0.0629042101,1.7567823239,0.1515563853,0.9829458434,2.80467320881612E-05,1.47264582309885E-05,2.54487233343671E-05,138.6017423439,138.7536100579,138.5083668629,0.0029923175,0.0028663229,0.0030465558,19210.4429807656,19252.5643041085,19184.5676910174,0.000008954,8.21580683519493E-06,9.28150240734092E-06,-1,-1,-1,103116.275357544,21099.5152737738,0.9809926082,0.9809926082,0.9820485744,0.9820485744,235,248,255,429,402,406,0.0588088088,0.0620620621,0.0638138138,0.0858858859,0.0804804805,0.0812812813,0.0608108108,0.0518018018,0.0685685686,243,207,274
