t_tracker,pix_x,pix_y,zeitstempel,blick_l_x,blick_l_y,blick_r_x,blick_r_y,blick_m_x,blick_m_y,pix_x_translation,pix_y_translation,delta_l_t,delta_m_t,delta_r_t,geschwindigkeit_l,geschwindigkeit_m,geschwindigkeit_r,sacc_l,sacc_m,sacc_r,richtung_delta_l_x,richtung_delta_l_y,richtung_delta_m_x,richtung_delta_m_y,richtung_delta_r_x,richtung_delta_r_y,tendenz_l,tendenz_m,tendenz_r
16042649080.0,2.94347916328,-2.94322731898,16042650727,650.114715094,495.86766914,635.857631434,512.5498141119999,642.986173264,504.20874162599995,642.94347916328,514.94322731898,20.37899763515617,10.73457059593116,7.479148669593946,0.0,0.0,0.0,0,0,0,1,-1,1,-1,-1,-1,-1,-1,-1
16042667081,5.76976005502,-5.76786394231,16042670719,652.856569265,526.998401111,627.728762287,501.106929045,640.2926657759999,514.052665078,645.76976005502,517.76786394231,11.637254023231806,6.618252363172979,24.55736859107882,0.0015631874636240926,0.0005104928691676061,0.0007020965770294649,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1
16042682088,8.70161878128,-8.69511870381,16042682714,650.502006618,527.191770032,629.697137168,505.400397016,640.0995718930001,516.296083524,648.70161878128,520.69511870381,6.741503900665127,9.661610692910987,24.394647628056852,0.00019695619291365502,0.00018772096960829095,0.00039376185009766057,0,0,0,1,1,-1,-1,-1,-1,1,-1,-1
16042700126,11.7711696674,-11.7550938059,16042702707,653.460964872,513.270019632,629.601711985,507.42266155699997,641.5313384285,510.34634059449996,651.7711696674,523.7550938059,10.620366672844844,16.871538355626676,27.53603452018167,0.0007118855982985619,0.0003060866898683649,0.00010126117726187902,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1
16042715119,14.5897424382,-14.5591662856,16042718700,654.311794814,509.000892333,635.150618255,492.113662477,644.7312065345,500.55727740500004,654.5897424382,526.5591662856,17.56047377140915,27.808073567286357,39.55214635943474,0.0002721869694473024,0.0006439556157174624,0.0010181708041183642,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16042733130,17.5540918519,-17.5009095724,16042734694,654.013332355,510.01015603,631.99564348,487.09157994199995,643.0044879175,498.55086798599996,657.5540918519,529.5009095724,19.809756471634522,34.19935743325891,49.51550790286824,6.580404999300397e-05,0.00016550696647390736,0.00037081822034556826,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
16042748137,20.517263934,-20.4324880104,16042750686,649.022341547,524.107846845,634.531127675,502.49023658699997,641.7767346109999,513.299041716,660.517263934,532.4324880104,14.192705563627559,26.78238612235496,39.64615615634653,0.000935161037037646,0.0009254120427925004,0.0009758630728556576,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16042766149,23.4877815061,-23.3608376337,16042766678,648.70470055,520.028421165,633.121747347,509.57274770699996,640.9132239485,514.800584436,663.4877815061,535.3608376337,21.298414901683845,30.534155637170134,39.83869491611386,0.00025586377033731504,0.00010831240509863557,0.0004515619771964048,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
16042784172,26.6442641296,-26.4593804843,16042786669,647.070130655,527.364613813,635.857066406,519.191273067,641.4635985304999,523.27794344,666.6442641296,538.4593804843,22.49978997173186,29.403094237575537,36.319574710019026,0.0003759734632809948,0.0004249515366691482,0.000500220100158813,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16042799185,29.6043675298,-29.351374069,16042802663,644.366601092,530.980946132,631.800759135,517.560080662,638.0836801135,524.2705133970001,669.6043675298,541.351374069,27.28535560269384,35.85121387752957,44.666972693986715,0.00028230517579020493,0.00022024804593980205,0.00027335274557786706,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
16042817184,32.4560703948,-32.1235453358,16042818657,647.529918336,518.987255513,633.504895314,502.18218029300004,640.5174068250001,510.58471790300007,672.4560703948,544.1235453358,35.39980398977114,46.31340169100085,57.23872938691546,0.000775530682680996,0.0008691074435183606,0.0009673650156986017,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16042832200,35.6095934922,-35.1717641334,16042834652,648.937613338,518.812274546,631.729195743,509.12783025199997,640.3334045404999,513.970052399,675.6095934922,547.1717641334,38.93141629845856,48.443401708078255,58.07607262720452,8.868575550952795e-05,0.0002119619458950794,0.00044820518529162007,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
16042850209,38.4975893134,-37.9460403207,16042850647,651.140817181,514.603095109,635.131082311,505.779975798,643.135949746,510.1915354535,678.4975893134,549.9460403207,44.69358743423138,53.20588510804923,61.89745701571681,0.0002970257011173355,0.00029411738049946623,0.00029840203614314373,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
16042865224,41.525719666,-40.8358767922,16042866641,652.406502745,531.340439681,637.618504848,514.91062431,645.0125037965,523.1255319955001,681.525719666,552.8358767922,36.19368191679045,47.07355437049021,58.018689134731495,0.0010494643121705643,0.0008171451376222393,0.0005916846246677109,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
