t_tracker,pix_x,pix_y,zeitstempel,blick_l_x,blick_l_y,blick_r_x,blick_r_y,blick_m_x,blick_m_y,pix_x_translation,pix_y_translation,delta_l_t,delta_m_t,delta_r_t,geschwindigkeit_l,geschwindigkeit_m,geschwindigkeit_r,richtung_delta_l_x,richtung_delta_l_y,richtung_delta_m_x,richtung_delta_m_y,richtung_delta_r_x,richtung_delta_r_y,tendenz_l,tendenz_m,tendenz_r
4863552136.0,5.82377879925,-5.821828948,4863553807,662.815619786,469.731500187,625.957942124,487.31469522199995,644.386780955,478.52309770449995,645.82377879925,517.821828948,51.00394475391149,39.32499510684297,36.405173739233184,0.0,0.0,0.0,1,-1,-1,-1,-1,-1,-1,-1,-1
4863570153,8.7828052115,-8.77612163359,4863573806,659.628397309,462.08399846300006,626.58527955,486.78516654099997,643.1068384294999,474.434582502,648.7828052115,520.77612163359,59.68577879375505,46.687844756371625,40.596984784580066,0.0004142750732252179,0.00021421977609609926,4.104936876505554e-05,1,-1,-1,-1,-1,-1,-1,-1,-1
4863585192,11.8710876319,-11.8545994869,4863585805,657.485161495,453.709485305,626.475316575,486.418568305,641.9802390350001,470.064026805,651.8710876319,523.8545994869,70.36941714219424,54.692363227543616,45.23717075842246,0.000720428047271892,0.00037614989333257837,3.1897246040456885e-05,1,-1,-1,-1,-1,-1,-1,-1,-1
4863603226,14.678583827,-14.6474468952,4863605805,655.237813792,454.610964538,627.162889961,485.162099419,641.2003518765,469.8865319785,654.678583827,526.6474468952,72.03865301734159,58.339216644486555,49.78099500962674,0.00012107060445985609,3.9991511393906324e-05,7.161478937031169e-05,1,-1,-1,-1,-1,-1,-1,-1,-1
4863618189,17.7772155298,-17.7219858112,4863621807,658.938124662,469.871498174,626.4551008990001,480.797058578,642.6966127805,475.33427837600004,657.7772155298,529.7219858112,59.86174555109349,56.43976700287753,58.09236928994106,0.0009812988739811178,0.00035304899522645817,0.00027634372829940545,1,-1,-1,-1,-1,-1,-1,-1,-1
4863636193,20.6047316118,-20.5188713438,4863637810,660.383838338,478.459049387,624.2584127490001,477.167535082,642.3211255435001,477.81329223449995,660.6047316118,532.5188713438,54.06027324976565,57.68007139857458,66.21801356763272,0.0005441725847802474,0.00015667621370659343,0.00026510708298095717,-1,-1,-1,-1,-1,-1,-1,-1,-1
4863651211,23.7154409226,-23.5847903252,4863653814,659.645992161,479.216373719,625.8313264880001,476.859866838,642.7386593245001,478.0381202785,663.7154409226,535.5847903252,56.51512013535322,61.25067019778752,69.88435279138922,6.60669155258505e-05,2.963117741122624e-05,0.00010014508033437432,-1,-1,-1,-1,-1,-1,-1,-1,-1
4863669215,26.5596321828,-26.37649277,4863669817,656.661115361,479.08988640800004,624.136904454,478.609924685,640.3990099074999,478.84990554650005,666.5596321828,538.37649277,60.10725687630568,65.02147909966273,73.29209021859613,0.00018668722206562787,0.00015475100343558467,0.00015221725786626608,-1,-1,-1,-1,-1,-1,-1,-1,-1
4863684219,29.6874989897,-29.432386392,4863685820,658.224855271,477.458589169,626.616803276,479.92477349800004,642.4208292735,478.6916813335,669.6874989897,541.432386392,64.99260674993253,68.40955597465916,75.08842303031994,0.00014120711215023554,0.0001267263073934101,0.0001753987853287389,-1,-1,-1,-1,-1,-1,-1,-1,-1
4863702237,32.5478012201,-32.2124774083,4863705825,661.343153787,477.249999661,626.962692008,483.58072750300005,644.1529228975,480.41536358200005,672.5478012201,544.2124774083,67.89342788634048,69.83080156722478,75.85651770584992,0.00015622430509434253,0.00012214995211747042,0.0001835680964244878,-1,-1,-1,-1,-1,-1,-1,-1,-1
