t_tracker,pix_x,pix_y,zeitstempel,blick_l_x,blick_l_y,blick_r_x,blick_r_y,blick_m_x,blick_m_y,pix_x_translation,pix_y_translation,delta_l_t,delta_m_t,delta_r_t,geschwindigkeit_l,geschwindigkeit_m,geschwindigkeit_r,sacc_l,sacc_m,sacc_r,richtung_delta_l_x,richtung_delta_l_y,richtung_delta_m_x,richtung_delta_m_y,richtung_delta_r_x,richtung_delta_r_y,tendenz_l,tendenz_m,tendenz_r
5525137473.0,2.9434492385,-2.94319740188,5525140654,652.251230767,482.778508944,645.565375224,533.263595111,648.9083029955,508.0210520275,642.9434492385,514.94319740188,33.484354265458975,9.137591418226531,18.507065356067947,0.0,0.0,0.0,0,0,0,1,-1,1,-1,1,1,-1,-1,1
5525152522,5.95489002189,-5.95280553977,5525152657,642.312439676,485.501410265,641.40455053,535.849649876,641.858495103,510.6755300705,645.95489002189,517.95280553977,32.6551756969954,8.35099931667746,18.46625643401227,0.0008585383370847105,0.0006275928584223892,0.0004081474560745241,1,1,0,-1,-1,-1,-1,-1,1,-1,-1,-1
5525170546,8.76104581776,-8.75441175512,5525172662,656.271413837,495.13100171400004,639.407878738,538.2739654009999,647.8396462875,516.7024835575,648.76104581776,520.75441175512,26.701400149051956,4.155369924932214,19.85992181184934,0.000847700203506854,0.00042444758855284215,0.00015699581090433752,1,0,0,1,-1,-1,-1,-1,1,-1,-1,-1
5525185506,11.8467768199,-11.8303896265,5525188666,655.106647166,499.67732491099997,637.037738339,536.937288089,646.0721927525001,518.3073065,651.8467768199,523.8303896265,24.37205961392096,7.99063629341862,19.776208130859185,0.00029324908933879665,0.00014917088655260928,0.00017002494071817074,0,0,0,1,-1,-1,-1,-1,1,-1,-1,-1
5525203573,14.6639821892,-14.6329378904,5525204670,658.612926232,501.533865951,636.067719315,531.808851541,647.3403227735,516.671358746,654.6639821892,526.6329378904,25.407825000820882,12.36402225359189,19.303136403310727,0.00024790426346044483,0.0001293363071313645,0.0003261289439007482,0,0,0,1,-1,-1,-1,-1,1,-1,-1,-1
5525218589,17.7590452441,-17.7039841835,5525220673,658.871581903,501.27700303800003,639.032175233,530.5702548119999,648.951878568,515.923628925,657.7590452441,529.7039841835,28.44874329147082,16.354338137358976,18.746895348682095,2.2778784651800255e-05,0.00011101500316171977,0.00020076271597300818,0,0,0,1,-1,-1,-1,-1,1,-1,-1,-1
5525236609,20.5915850201,-20.5058883149,5525236677,659.247354853,502.388475925,637.93173204,533.3923906059999,648.5895434465001,517.8904332655,660.5915850201,532.5058883149,30.147395970555053,18.911914980653098,22.677187290135176,7.331144121853277e-05,0.000124962603792516,0.00018927121400858537,0,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1
5525251626,23.7013805026,-23.570960882,5525252681,659.955562814,501.124724491,641.292791575,535.801961237,650.6241771945,518.463342864,663.7013805026,535.570960882,34.649305211805945,21.533319312432578,22.409779536848827,9.051884479256655e-05,0.0001320766638474823,0.00025840710714105275,0,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1
5525269594,26.5443558911,-26.3615301552,5525272686,660.001442363,501.828703053,641.888726808,536.769923246,650.9450845855,519.2993131495,666.5443558911,538.3615301552,37.11411016736663,24.6313901848457,24.706947566156817,3.526478401619701e-05,4.4761230663212435e-05,5.682084675446118e-05,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
5525284647,29.6698446022,-29.4151830128,5525284689,660.773147689,501.488495699,642.495694734,534.274618866,651.6344212115,517.8815572825,669.6698446022,541.4151830128,40.90588681130501,29.64975610179017,28.096655982411086,7.026312906843327e-05,0.00013133858227242518,0.00021395186652310472,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
5525302627,32.5371540604,-32.2021558891,5525304689,660.658286549,502.35959866800005,642.2941606730001,531.756975248,651.476223611,517.058286958,672.5371540604,544.2021558891,43.49605830594792,34.35625724585256,32.703534521820806,4.393214836776149e-05,4.1916598979587456e-05,0.00012628485028893106,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
