t_tracker,pix_x,pix_y,zeitstempel,blick_l_x,blick_l_y,blick_r_x,blick_r_y,blick_m_x,blick_m_y,pix_x_translation,pix_y_translation,delta_l_t,delta_m_t,delta_r_t,geschwindigkeit_l,geschwindigkeit_m,geschwindigkeit_r,sacc_l,sacc_m,sacc_r,richtung_delta_l_x,richtung_delta_l_y,richtung_delta_m_x,richtung_delta_m_y,richtung_delta_r_x,richtung_delta_r_y,tendenz_l,tendenz_m,tendenz_r
3869129617.0,2.94560690224,-2.94535451145,3869130967,664.087207852,511.120941135,629.164414595,492.657416792,646.6258112235,501.8891789635,642.94560690224,514.94535451145,21.484725467011735,13.564940979787114,26.204454376979715,0.0,0.0,0.0,0,0,0,1,-1,1,-1,-1,-1,-1,-1,-1
3869144631,5.68947388122,-5.68765580063,3869146960,660.556641491,512.3027267680001,627.817215446,495.73031271300005,644.1869284684999,504.01651974050003,645.68947388122,517.68765580063,15.812341174656888,13.753457888541012,28.311526575640222,0.00023279595497063403,0.00020235815251575635,0.00020979427969563408,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1
3869162649,8.62619360804,-8.61986097435,3869162953,659.057314667,513.915228471,629.465263705,498.760470699,644.261289186,506.33784958499996,648.62619360804,520.61986097435,12.400015465782948,14.934130036231386,29.068439551501204,0.0001376758474656206,0.000145221069374611,0.00021567787395692574,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1
3869177648,11.5816999588,-11.566386945,3869178947,658.679373337,512.8054643219999,632.655755238,494.182573943,645.6675642875,503.49401913249994,651.5816999588,523.566386945,12.890865877892152,20.925509559837007,34.95139267770711,7.329967139294561e-05,0.00019835785102241562,0.00034888068986182715,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1
3869195673,14.5321350758,-14.5019189373,3869198938,660.947847198,512.51050896,633.740692571,487.365104456,647.3442698844999,499.93780670800004,654.5321350757999,526.5019189373,15.392235548738029,27.51940160212698,44.316749984335516,0.00011442994778076,0.00019667174462263492,0.0003453183229709727,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1
3869210670,17.4919195068,-17.4392986222,3869210933,661.230726458,511.516418381,631.991864537,485.19289577800004,646.6112954975,498.35465707950004,657.4919195068001,529.4392986222,18.3086950261,32.93391745100944,51.0685516547518,8.616551856799715e-05,0.00014544357748796336,0.00023248916981484082,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1
3869228686,20.4650591938,-20.3809261122,3869230926,658.556331204,511.322496614,631.0337149009999,491.561992244,644.7950230525,501.44224442899997,660.4650591938,532.3809261122,21.144755743912135,34.6807159234642,50.322851558887415,0.00013411777722238975,0.00017917190336447626,0.0003221509513365783,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
3869243692,23.4280442496,-23.3020613552,3869246923,660.904975482,509.033705002,631.794229021,492.197004291,646.3496022515,500.6153546465,663.4280442496,535.3020613552,26.389248217877306,38.66317115004714,53.46722557254251,0.00020500315483168818,0.00011007146469647212,6.193463787442406e-05,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
3869261704,26.4168485486,-26.2366271767,3869262922,661.676931864,508.77415657800003,637.0379336980001,491.44844803300003,649.357432781,500.11130230550003,666.4168485486,538.2366271767,29.841313375188626,41.76797891766346,55.24721120003946,5.090451225318354e-05,0.00019062270495364311,0.0003310747333301348,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
3869276717,29.3996200597,-29.1517964039,3869278920,663.398485894,508.95939542699995,633.935129684,487.876921065,648.666807789,498.41815824599996,669.3996200597,541.1517964039,32.74697378281308,47.497508722694285,63.999550154539826,0.00010823172776957812,0.0001143004498753814,0.0002957299924633139,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
3869294735,32.3981567798,-32.0673907696,3869294919,664.988753584,509.27297835400003,633.294671214,491.484824258,649.141712399,500.378901306,672.3981567798,544.0673907696,35.574575065133104,49.49289157897666,65.52868749136955,0.00010131197986164002,0.0001260976267930105,0.00022903355933547007,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
3869312744,35.4155628272,-34.9847669042,3869314918,666.5791442,508.994109023,634.6491774819999,496.94549190699996,650.6141608410001,502.969800465,675.4155628272,546.9847669042,39.004773815540936,50.521547988209804,64.54321975512806,8.073678136124703e-05,0.00014901133362393076,0.00028132163087000496,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
3869327747,38.4287528344,-37.8801160442,3869330917,666.692275726,509.122794993,635.519692169,497.037466869,651.1059839474999,503.080130931,678.4287528344,549.8801160442,42.4134897666602,54.191994853877645,68.07005993122266,1.0709679333763342e-05,3.150486945497242e-05,5.4713422599022524e-05,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
3869345766,41.467691389,-40.7806899319,3869346916,669.723502466,509.448215929,637.642122734,499.574302749,653.6828126,504.51125933900005,681.467691389,552.7806899319,44.8957601190928,55.69503944771214,68.93185116468862,0.0001905522014999307,0.00018423469818749222,0.0002067382048147996,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
3869360768,44.5136770989,-43.6670046855,3869362915,671.423081924,510.68644290099996,642.799067756,503.208554778,657.11107484,506.9474988395,684.5136770989,555.6670046855,46.84671408415261,55.89716325930952,67.02236641098588,0.0001314333413231755,0.0002628751495476164,0.0003943291646819753,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
3869378785,47.5873133662,-46.5569265764,3869378914,670.913315349,513.399019752,641.908611277,505.824326887,656.4109633129999,509.61167331949997,687.5873133662,558.5569265764,48.13791394149504,58.03104874997304,69.76582898924366,0.00017251457665699228,0.00017217508345405253,0.00017270968860521094,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
3869393791,50.6591908616,-49.4212621025,3869394913,669.738365673,515.312477386,645.0095651290001,507.25587609699994,657.3739654010001,511.28417674149995,690.6591908616,561.4212621025,50.63300262283988,60.18000965818447,70.83627157502907,0.0001403463509513418,0.00012062834098086684,0.00021347850288428138,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
3869411820,53.7662047216,-52.292789622,3869414911,692.607810219,528.186303446,657.608665312,537.1167936319999,675.1082377655,532.651548539,693.7662047216,564.292789622,36.12506362349181,36.73265397718283,45.23165279099672,0.0013123306188886994,0.001388545309635941,0.0016206648599526854,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3869426813,56.8835149988,-55.1467930781,3869426911,698.738843507,533.143860732,667.453355224,540.6434146380001,683.0960993655,536.893637685,696.8835149988,567.1467930781,34.05351159582215,33.24674782718485,39.605092767337524,0.0006570501387860158,0.0007537003773207028,0.0008714410765420112,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
3869444835,60.0175624918,-57.9876579184,3869446910,707.022293215,537.94412407,677.180955774,543.598494534,692.1016244945,540.771309302,700.0175624918,569.9876579184,32.80021820046471,30.269739028477282,34.898403265937944,0.0004787150344236965,0.0004902688913275204,0.0005083528457142516,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
3869462846,63.3135714605,-60.9433302906,3869462910,708.081488151,537.54892457,674.9838816390001,537.639500244,691.5326848950001,537.594212407,703.3135714605,572.9433302906,35.71410065901122,37.26056123326414,45.265127210045634,7.0657530042816e-05,0.00020172727710576551,0.00039694511045559167,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1
3869477849,66.3389237203,-63.626387084,3869478914,711.115805015,538.1612531659999,677.987478767,540.683532215,694.5516418909999,539.4223926904999,706.3389237203,575.626387084,37.76843727767057,38.07452196637454,44.99786147514128,0.00019341943498132146,0.0002205295354299058,0.0002672091432201293,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1
3869495866,69.5378375255,-66.4312148617,3869498919,713.420075588,542.5173650319999,681.387470597,547.414381772,697.4037730924999,544.9658734019999,709.5378375255,578.4312148617,36.12307270933875,35.59725549362645,41.88659801324884,0.0002463393763081673,0.0003116304127435075,0.000376947803818483,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1
