t_tracker,pix_x,pix_y,zeitstempel,blick_l_x,blick_l_y,blick_r_x,blick_r_y,blick_m_x,blick_m_y,pix_x_translation,pix_y_translation,delta_l_t,delta_m_t,delta_r_t,geschwindigkeit_l,geschwindigkeit_m,geschwindigkeit_r,richtung_delta_l_x,richtung_delta_l_y,richtung_delta_m_x,richtung_delta_m_y,richtung_delta_r_x,richtung_delta_r_y
10879118396,-48.8227262563,47.7118178534,10879120803,595.483056655,417.056258865,590.651378245,452.367201036,593.06721745,434.7117299505,591.1772737437,464.2881821466,47.427780291282744,29.636774651118337,11.932575443500651,2.3730296964719238e-08,2.7933363631676252e-08,3.393852348324391e-08,1,-1,1,-1,-1,-1
10879133396,-45.8922590948,44.966070397,10879136809,600.296335679,417.177007904,590.257083164,449.988639049,595.2767094215001,433.58282347650004,594.1077409052,467.033929603,50.23953967319487,33.47152503962829,17.474824608852114,1.8793688731702717e-08,9.684868297281988e-09,9.410994026907066e-09,1,-1,1,-1,-1,-1
10879151408,-42.8290363358,42.0733467601,10879152815,605.62373526,417.733936045,595.252090868,450.988742428,600.437913064,434.36133923650004,597.1709636642,469.9266532399,52.87276308117038,35.71504610862615,19.034876903396967,2.0907875546235405e-08,2.0373736550502554e-08,1.98840863010889e-08,1,-1,1,-1,-1,-1
10879169426,-39.7634694333,39.1565542961,10879172822,607.967740922,418.337188714,599.464371048,461.076377909,603.7160559849999,439.7067833115,600.2365305667,472.8434457039,55.05182707782659,33.31884589304516,11.792375282872072,6.046735643435544e-09,1.566544635336642e-08,2.7310315705618218e-08,1,-1,1,-1,-1,-1
10879184430,-36.7587363783,36.2777071027,10879184826,607.49941623,416.417788176,600.300336074,462.388241703,603.8998761519999,439.4030149395,603.2412636217,475.7222928973,59.457179077671256,36.3252490953745,13.65452218472085,1.3711059843809663e-08,2.4640267838488316e-09,1.0795429580939591e-08,1,-1,1,-1,-1,-1
10879202450,-33.6045733583,33.2358847981,10879204834,608.110946096,420.912034553,596.080901306,456.941386945,602.095923701,438.926710749,606.3954266416999,478.7641152019,57.877510679061764,40.06874741093142,24.13754133036955,1.1330086223355172e-08,4.660704021709361e-09,1.721118412544192e-08,1,-1,-1,-1,-1,-1
10879217457,-30.6121099728,30.3326355612,10879220840,609.666143276,425.947742506,601.276140576,463.707995683,605.471141926,444.8278690945,609.3878900272,481.6673644388,55.720316700505535,37.047123139468695,19.706329066212458,2.057202239596106e-08,2.6535633579744715e-08,3.3299135290851744e-08,1,-1,-1,-1,-1,-1
10879236462,-27.7437928125,27.5352435137,10879236846,614.233821836,433.269686136,609.626092183,468.356829883,611.9299570095,450.81325800950003,612.2562071875,484.4647564863,51.233252755121136,33.65307993204659,16.32123783278085,3.3685136142276836e-08,3.4371663977877634e-08,3.730345620773605e-08,1,-1,-1,-1,-1,-1
10879251478,-24.7723102457,24.6235134569,10879252852,620.260643318,439.695964398,614.31287808,464.998292669,617.2867606990001,452.34712853350004,615.2276897543,487.3764865431,47.94541493827883,35.089823250054025,22.3968846375169,3.4389048333014186e-08,2.1749632391296344e-08,2.2506208581318735e-08,1,-1,1,-1,-1,-1
10879269492,-21.7909653374,21.6894803797,10879272859,625.241034284,443.85864311,614.863942127,470.968426388,620.0524882054999,457.413534749,618.2090346626,490.3105196203,46.981122272712156,32.94859533557343,19.62921839194601,1.6215974906294058e-08,1.4420280111163943e-08,1.4978294206617453e-08,1,-1,1,-1,-1,-1
10879284502,-18.8262256137,18.7606674307,10879284860,626.642720304,441.543833415,619.196715232,470.126098835,622.919717768,455.834966125,621.1737743863,493.2393325693,51.983978322777126,37.44509243401036,23.197636443310042,1.8789345432118538e-08,2.27257557689063e-08,3.0646916518890414e-08,1,-1,1,-1,-1,-1
10879302531,-15.8552054057,15.8159852345,10879304864,626.119785375,441.492433435,618.796373721,471.941306398,622.458079548,456.7168699165,624.1447945943,496.1840147655,54.72722957554628,39.503171140800376,24.825682565230856,1.3131120620279653e-09,2.4875588542022244e-09,4.64521864548138e-09,1,-1,-1,-1,-1,-1
10879317517,-12.9094875948,12.8882911752,10879320866,627.997197692,444.486065566,623.24846948,475.431173926,625.6228335860001,459.95861974599995,627.0905124052,499.1117088248,54.63316739533766,39.18058786604383,23.99018605455917,1.3799775096407623e-08,1.7692488641968018e-08,2.2091678279222816e-08,1,-1,-1,-1,-1,-1
10879335532,-9.95827451397,9.94853538322,10879336869,631.218756648,450.434262759,619.671470423,480.569434247,625.4451135355,465.501848503,630.04172548603,502.05146461678,51.63062008133406,36.83752542569111,23.85413630548065,2.6414219747792533e-08,2.1656241210698638e-08,2.4446777354169154e-08,1,-1,-1,-1,-1,-1
10879350563,-7.00020009301,6.99681460494,10879352871,639.769693503,469.146000686,633.742686613,500.368989242,636.756190058,484.757494964,632.99979990699,505.00318539506,36.49067215825084,20.591222595973235,4.69336282882565,8.034313044772751e-08,8.721275837228024e-08,9.486049523990449e-08,1,-1,1,-1,1,-1
10879368552,-4.0614333152,4.06077180454,10879368874,649.395725838,484.527878966,634.523937817,512.648174749,641.9598318275,498.5880268575,635.9385666848,507.93922819546,27.00345172784936,11.122077161293172,4.916843751606213,7.085466394032254e-08,5.770125034719607e-08,4.804453465449549e-08,1,-1,1,-1,-1,1
10882949958.0,2.94564800075,-2.94539559939,10882952863,642.885256741,467.875872333,643.722549146,487.544312732,643.3039029435,477.71009253249997,642.94564800075,514.94539559939,47.06956200804812,37.237026480200576,27.412094369001952,1.391942716076945e-12,1.6287419878978873e-12,2.0814429255353136e-12,-1,-1,1,-1,1,-1
10882967953,5.60955870483,-5.60781614098,10882968849,643.644079791,471.288789907,643.847631038,488.179429799,643.7458554145,479.734109853,645.60955870483,517.60781614098,46.3607085647409,37.919533461562594,29.4810839657564,1.3681188739711071e-08,8.106784443888132e-09,2.5330124715296217e-09,-1,-1,-1,-1,-1,-1
10882982967,8.67870001544,-8.67225112555,10882984836,646.582079695,472.46564827,645.487387547,493.621451136,646.034733621,483.043549703,648.67870001544,520.67225112555,48.25217482809254,37.72147570075097,27.23839671026653,1.2383157529051107e-08,1.5743730796680894e-08,2.223805877859932e-08,-1,-1,-1,-1,-1,-1
10883000975,11.4981779061,-11.4831933746,10883004819,644.688970928,469.08374958,649.633373081,492.829367968,647.1611720045,480.956558774,651.4981779061,523.4831933746,54.82394353594463,42.74721360092915,30.710495096856246,9.70575860115137e-09,5.939043597521793e-09,1.0570388222913185e-08,-1,-1,-1,-1,-1,-1
10883015994,14.5794519454,-14.5489403107,10883016809,647.915576554,459.189766741,653.074619501,495.30122592,650.4950980275,477.24549633050003,654.5794519454,526.5489403107,67.6880011466218,49.472331006688805,31.283928387088476,7.239017593918594e-08,3.4701505712626004e-08,2.9472785427623352e-08,-1,-1,-1,-1,-1,-1
10883034117,17.4110437946,-17.3591472852,10883036792,641.64633702,458.310672015,651.07188988,492.372607454,646.35911345,475.3416397345,657.4110437946,529.3591472852,72.77645098456878,55.13652406827824,37.525844441370495,1.5853375212321673e-08,1.1402213033729228e-08,8.884896399373065e-09,-1,-1,-1,-1,-1,-1
10883052018,20.5095013023,-20.4248211719,10883052778,646.66558452,458.362938511,648.983743736,493.222569956,647.824664128,475.7927542335,660.5095013023,532.4248211719,75.34465140374712,58.03530046320021,40.86146825398789,1.9641856741137317e-08,6.0003748659660536e-09,8.822090135026669e-09,-1,-1,-1,-1,-1,-1
10883067032,23.4802274406,-23.3534053553,10883068765,645.79014509,463.966744386,646.643531771,500.770674415,646.2168384305,482.3687094005,663.4802274406,535.3534053553,73.54586581118465,55.72613933816549,38.46348398624219,2.2191418473383177e-08,2.6487006346435777e-08,3.0919603494328856e-08,-1,-1,-1,-1,-1,-1
10883085066,26.3245305909,-26.1461794711,10883088759,647.930588897,465.181725196,642.899830811,508.047418957,645.4152098540001,486.6145720765,666.3245305909,538.1461794711,75.24725030658433,55.61210528607735,38.139899636254896,6.156781184417457e-09,1.0808670998626086e-08,2.047051658527737e-08,-1,-1,-1,-1,-1,-1
10883100045,29.4865495131,-29.2365394999,10883100756,650.997585171,466.5901714,648.615643053,508.72281908,649.806614112,487.65649524,669.4865495131,541.2365394999,76.90202905612583,57.07995270043862,38.635951547874,2.3448772149001682e-08,3.135816005138343e-08,3.9989281876490035e-08,-1,-1,-1,-1,-1,-1
10883118074,32.3100973041,-31.9819942555,10883120750,649.698280942,464.826887742,644.047410937,511.717228361,646.8728459394999,488.27205805150004,672.3100973041,543.9819942555,82.32147427225091,61.24255668111511,42.892826427177226,5.479006462836849e-09,7.498626729679857e-09,1.3663606028779057e-08,-1,-1,-1,-1,-1,-1
10883133065,35.3209046215,-34.8935129492,10883136746,650.955235762,461.822319593,647.313405071,509.447706526,649.1343204165,485.6350130595,675.3209046215,546.8935129492,88.49177226171246,66.62087511480114,46.76118529031341,1.2728609687300934e-08,1.3576873571041071e-08,1.5543377816441826e-08,-1,-1,-1,-1,-1,-1
10883151079,38.3393663591,-37.7944961559,10883152738,649.253404974,469.847678358,647.126536586,508.157576654,648.1899707800001,489.002627506,678.3393663591,549.7944961559,85.07342020693744,67.85747820050304,52.03723482327069,3.207822988291589e-08,1.3675847165713486e-08,5.097256449520421e-09,-1,-1,-1,-1,-1,-1
10883166095,41.377035882,-40.6944582086,10883168730,666.419691744,477.18497396,662.526445991,517.016588819,664.4730688674999,497.1007813895,681.377035882,552.6944582086,76.97664811585489,58.10680685680333,40.35164313160035,7.29972691485301e-08,7.110894905710173e-08,6.946882893352095e-08,-1,-1,-1,-1,-1,-1
10883184101,44.426892698,-43.5850720198,10883184722,678.157212007,485.774525385,668.791392858,523.134620077,673.4743024325,504.454572731,684.426892698,555.5850720198,70.09152100943939,52.290412037446245,36.02083683839967,5.6872290854793484e-08,4.544884386608719e-08,3.424010671990481e-08,-1,-1,-1,-1,-1,-1
10883199111,47.5092611629,-46.4838308217,10883200714,685.199970661,487.325639414,671.174880152,531.646096465,678.1874254065,509.48586793950005,687.5092611629,558.4838308217,71.19565314706398,49.876818147058515,31.41776549040441,2.8198295104515055e-08,2.6956700821445807e-08,3.4561525626593966e-08,-1,-1,-1,-1,-1,-1
10883217133,50.5721667602,-49.340457862,10883220704,678.311844491,489.923921403,673.374200596,523.649915698,675.8430225435,506.7869185505,690.5721667602,561.340457862,72.46128057069042,56.506958339373796,41.42881857839096,1.842313113996354e-08,8.946418863490933e-09,2.075356011934601e-08,-1,-1,-1,-1,-1,-1
10883232134,53.6688870693,-52.2032499326,10883232698,682.919595093,491.799864053,673.301967286,523.244653108,678.1107811895,507.52225858049997,693.6688870693,564.2032499326,73.19697783940266,58.77745689653394,45.74295656491293,3.458311679110012e-08,1.6572120964610967e-08,2.8615388099406584e-09,-1,-1,-1,-1,-1,-1
10883250163,56.7925411179,-55.0638978895,10883252688,691.56491389,492.325416661,680.602459854,515.380358902,686.083686872,503.85288778150004,696.7925411179,567.0638978895,74.92108289911945,64.11170999227525,54.160012311705756,2.1674865320067834e-08,2.1963857082186586e-08,2.6853176240558107e-08,-1,-1,-1,-1,-1,-1
10883268161,59.9191876732,-57.8989308491,10883268679,700.770035313,497.0594216,679.600774776,521.928050366,690.1854050444999,509.49373598299997,699.9191876732,569.8989308491,72.84447850973933,61.18442686725357,52.09648046639014,4.047947171900041e-08,2.7274706867020926e-08,2.590362047111869e-08,1,-1,-1,-1,-1,-1
10883283165,63.0732264571,-60.7289378317,10883284676,702.202147482,485.986356131,685.35506051,525.289880197,693.778603996,505.638118164,703.0732264571,572.7289378317,86.74695532803145,67.7315885711994,50.63988145520644,4.363077815695897e-08,2.059513028957667e-08,2.604242414827164e-08,-1,-1,-1,-1,-1,-1
10883301180,66.2651346886,-63.5612947088,10883304672,696.180896681,503.711688222,691.449386801,537.080364014,693.8151417409999,520.396026118,706.2651346886,575.5612947088,72.55382697350936,56.55271154498603,41.23455362444133,4.6819023475050204e-08,3.690964534212464e-08,3.3194249984758184e-08,-1,-1,-1,-1,-1,-1
10883316190,69.4459273364,-66.3510975659,10883316669,703.200544554,506.166607235,692.789939499,548.481076696,697.9952420264999,527.3238419654999,709.4459273364,578.3510975659,72.45416102909817,52.29626189485173,34.20000113461814,5.1668449550151913e-08,5.621714559315857e-08,7.975693293315849e-08,-1,-1,-1,-1,-1,-1
10883334205,72.6809186711,-69.15395499,10883336665,712.983586474,520.413919931,698.957530454,543.876512977,705.9705584640001,532.145216454,712.6809186711,581.15395499,60.74078915166857,49.466002334927396,39.72328117351109,4.3224190482156033e-08,2.3307836671712963e-08,1.924977303188758e-08,1,-1,-1,-1,-1,-1
10883349213,75.9120506412,-71.9178003857,10883352664,717.230161258,520.454014837,705.167670003,542.603622341,711.1989156305,531.528818589,715.9120506412,583.9178003857,63.4774723171103,52.600561359400466,42.68844132558254,1.6590995926546075e-08,2.0567285411042365e-08,2.4765788852530886e-08,1,-1,-1,-1,-1,-1
10883367223,79.1935792549,-74.6873439315,10883368664,718.443909545,522.976086908,704.59279322,550.268249263,711.5183513825,536.6221680855,719.1935792549,586.6873439315,63.7156674310834,50.65008346867916,39.23688837446329,1.0933336564941233e-08,1.9934986606380916e-08,3.002404563310197e-08,-1,-1,-1,-1,-1,-1
10883382268,82.4907255611,-77.4312194445,10883384664,717.787426096,524.888440058,710.799229883,544.462366077,714.2933279895,534.6754030674999,722.4907255611,589.4312194445,64.71391965252005,55.36602526873882,46.46384448556484,7.898032848041673e-09,1.3241201800464908e-08,3.319810063577721e-08,-1,-1,-1,-1,-1,-1
10883400246,85.8098106116,-80.153187475,10883400665,723.582746029,528.054432558,712.727659769,534.337625369,718.155202899,531.1960289635,725.8098106116,592.153187475,64.13743211701491,61.4358868498692,59.27716164174265,2.5792593689518585e-08,2.0302494529855624e-08,4.025573292996706e-08,-1,-1,-1,-1,-1,-1
10883418272,89.1606267909,-82.8595102758,10883420665,730.389854959,540.533449271,718.543736479,552.739552684,724.466795719,546.6365009775,729.1606267909,594.8595102758,54.33996601201087,48.45090995962265,43.43741690558887,3.55371803633373e-08,4.17016471452711e-08,4.8247906509191626e-08,1,-1,-1,-1,-1,-1
10883433265,92.5383613576,-85.5444566064,10883436666,735.134606611,538.29509478,720.954283706,566.442109527,728.0444451584999,552.3686021535,732.5383613576,597.5444566064,59.306216927498134,45.39882276396757,33.1895593355164,2.049051332006651e-08,2.6391090741396795e-08,5.4340755766380324e-08,1,-1,-1,-1,-1,-1
10883451278,95.9458368934,-88.2084793324,10883452666,733.564656118,560.63864926,726.316762517,588.910627364,729.9407093175,574.774638312,735.9458368934,600.2084793324,39.641411098039214,26.13315568877621,14.844545545287758,8.74946960019804e-08,8.783646543947238e-08,9.023272394238391e-08,-1,-1,-1,-1,-1,-1
10883466296,99.3900601834,-90.8550865265,10883468667,732.002771575,583.758014926,723.950407747,609.867283581,727.9765896609999,596.8126492535,739.3900601834,602.8550865265,20.476087924660362,12.91426953272369,16.95741061860483,9.050456175357117e-08,8.641639722002956e-08,8.237186508566565e-08,-1,-1,-1,-1,-1,1
10883484302,102.872812881,-93.4835082521,10883484669,733.67582219,590.490175841,723.162560002,628.856271901,728.419191096,609.673223871,742.872812881,605.4835082521,17.589333545080187,15.048617865806843,30.574174545545272,2.7090635385866207e-08,5.0253797131725666e-08,7.422099469461414e-08,-1,-1,-1,1,-1,1
10883499309,106.392305439,-96.090260355,10883500672,737.683758879,598.551019301,723.74542594,636.509652753,730.7145924095,617.530336027,746.392305439,608.090260355,12.916497322184798,18.30042935366374,36.33927648307984,3.5151909824222e-08,3.196278168661573e-08,2.997135228688737e-08,-1,-1,-1,1,-1,1
10883517339,109.920331424,-98.6529700719,10883520675,742.358153186,603.101633489,726.681869904,631.962309192,734.520011545,617.5319713405,749.920331424,610.6529700719,10.68687156709219,16.866846499239973,31.529573856174245,1.6304241466382176e-08,9.51069529460569e-09,1.3528549114803966e-08,-1,-1,-1,1,-1,1
10883532334,113.661473525,-101.314874869,10883532677,744.714906956,605.761012177,731.707792997,623.694472027,738.2113499765001,614.727742102,753.661473525,613.314874869,11.709051837921727,15.514590277606361,24.283742007521184,2.466809884108278e-08,3.2181607958314733e-08,6.716920292186873e-08,-1,-1,-1,1,-1,1
10883550384,117.093184052,-103.705860537,10883552680,749.472316981,607.666205891,734.71002833,632.258991077,742.0911726555,619.962598484,757.093184052,615.705860537,11.07761985901314,15.594234956872464,27.839033581458608,1.2807947121131617e-08,1.628482438946891e-08,2.2681904053235498e-08,-1,-1,-1,1,-1,1
10883565367,120.741988143,-106.194444866,10883568685,751.306632342,604.35070964,742.62894901,635.101537614,746.967790676,619.726123627,760.741988143,618.194444866,16.75335620402846,13.859096496049267,24.777650651808365,1.4791899423468638e-08,1.905975833790018e-08,3.284525846144633e-08,-1,-1,-1,1,-1,1
10883583366,124.429394534,-108.652819325,10883584690,753.137045248,621.949939344,746.669776161,638.367775864,749.9034107045,630.158857604,764.429394534,620.652819325,11.36660339506552,17.35998185415847,25.084332359727284,6.907463405019888e-08,4.230905034848613e-08,2.02835118318595e-08,-1,1,-1,1,-1,1
10883601381,128.169961314,-111.088241496,10883604697,758.378284477,618.285209559,753.227667601,637.951841476,755.802976039,628.1185255175001,768.169961314,623.088241496,10.906239089075838,13.350883196591406,21.076023006511836,1.597725374455613e-08,1.559513524003666e-08,1.6416177975736966e-08,-1,-1,-1,1,-1,1
10883616398,131.929004478,-113.476161298,10883616700,762.298755154,624.685428362,749.14362164,637.063515287,755.721188397,630.8744718245,771.929004478,625.476161298,9.662658051409982,17.08318057786794,25.562481169491758,5.209564361689811e-08,1.9137372043453737e-08,2.9010076662999016e-08,-1,-1,-1,1,-1,1
10883634410,135.714593825,-115.820387388,10883636706,764.765463398,628.677678167,754.428624146,647.009650392,759.597043772,637.8436642795,775.7145938250001,627.820387388,10.982641057014387,18.980028960848305,28.658686637946225,1.1725053471469387e-08,1.9924175842913935e-08,2.81408001054546e-08,-1,1,-1,1,-1,1
10883649432,139.559398924,-118.138868212,10883652711,770.356171374,631.491676309,753.172684022,656.409506492,761.764427698,643.9505914005,779.559398924,630.138868212,9.30212271927149,22.526089282649945,37.2344619802412,2.443379552434672e-08,2.5297202766471852e-08,3.7021349076386635e-08,-1,1,-1,1,-1,1
10883667421,143.45331636,-120.422675719,10883668716,776.292594246,630.427657508,760.062837688,659.160980552,768.177715967,644.79431903,783.45331636,632.422675719,7.433440579983834,19.657098605369804,35.52536330352889,2.3543970878177643e-08,2.5251989574525438e-08,2.8963223712300642e-08,-1,-1,-1,1,-1,1
10883682444,147.370081562,-122.654468357,10883684717,780.599831366,635.462975388,765.574427024,663.415922142,773.087129195,649.439448765,787.370081562,634.654468357,6.818355471491239,20.55719761988322,36.08700293133982,2.588041499021974e-08,2.639773993506613e-08,2.7195475858520453e-08,-1,1,-1,1,-1,1
10883700444,151.352178956,-124.856110218,10883700718,782.045256316,639.99861054,767.187543049,666.566179062,774.6163996825001,653.282394801,791.352178956,636.856110218,9.823141926120938,23.450141430128152,38.29644656143812,1.859291912097516e-08,1.615442257353052e-08,1.3823451549529696e-08,-1,1,-1,1,-1,1
10883715464,155.348003722,-126.996962341,10883716719,786.353588867,642.010273957,773.109531032,664.351442238,779.7315599495,653.1808580975,795.3480037219999,638.996962341,9.485754871330183,21.096355489299853,33.725351272169924,1.8571278695156883e-08,1.9982533070912547e-08,2.46944859705926e-08,-1,1,-1,1,-1,1
10883733464,159.403520038,-129.09968594,10883736719,792.192579598,640.30362657,778.938092697,660.173624137,785.5653361474999,650.2386253535001,799.403520038,641.09968594,7.2547482761149595,16.583592704565618,27.975861641649736,1.52082333910487e-08,1.633433466815677e-08,1.7928032373867585e-08,-1,-1,-1,1,-1,1
10883751485,163.499999471,-131.151895561,10883752720,794.917143124,634.990926872,782.647559243,659.73113275,788.7823511834999,647.361029811,803.499999471,643.151895561,11.843429951499534,15.307709895640087,26.640108281150717,2.331972814991788e-08,1.6858121052655744e-08,1.4591008384834276e-08,-1,-1,-1,1,-1,1
10883766490,167.644275088,-133.154636784,10883768721,796.271244194,633.328345259,783.156338061,658.869245165,789.7137911275,646.098795212,807.644275088,645.154636784,16.40752884959109,17.955324842366657,28.066876258011174,8.374892564142152e-09,6.12696457373493e-09,3.909092144604166e-09,-1,-1,-1,1,-1,1
10883784501,171.846076187,-135.109775541,10883784722,797.401635088,636.23816189,786.48968985,663.886561628,791.945662469,650.0623617589999,811.846076187,647.109775541,18.078547011280744,20.118256174984083,30.404060246620965,1.219249482971414e-08,1.776632648281095e-08,2.352705185982047e-08,-1,-1,-1,1,-1,1
10883799508,176.082363184,-137.004093419,10883800722,800.646860269,643.726772784,797.911106106,668.205843311,799.2789831875,655.9663080475,816.082363184,649.004093419,16.31272090497387,18.188623143054965,26.43675060800179,3.188102625640055e-08,3.677567365803424e-08,4.769864654059084e-08,-1,-1,-1,1,-1,1
10883817538,180.346652258,-138.8329818,10883820723,805.823013019,654.937069157,802.591661578,674.855553622,804.2073372985,664.8963113894999,820.346652258,650.8329818,15.0923699192177,21.406885025730517,29.871786873068647,3.0865921055087097e-08,2.5496670101865185e-08,2.032747880799691e-08,-1,1,-1,1,-1,1
10883832535,184.671955166,-140.608143167,10883832724,811.07724624,656.347009752,807.460700525,673.0315344,809.2689733825,664.689272076,824.671955166,652.608143167,14.099476377620986,19.575635967669268,26.708466743216984,3.777231138360322e-08,3.5173780824104735e-08,3.6101478908953657e-08,-1,1,-1,1,-1,1
10883850554,189.061483472,-142.327396691,10883852725,819.347183054,656.654003108,812.872653863,673.347603707,816.1099184585,665.0008034074999,829.061483472,654.327396691,9.989030485026081,16.78286767017905,24.976918926095127,2.0687013486755923e-08,1.71183752440482e-08,1.355158239063425e-08,-1,1,-1,1,-1,1
10883865557,193.459582668,-143.96688029,10883868726,826.824382477,654.50117847,816.206611209,676.24497371,821.5154968429999,665.37307609,833.4595826679999,655.9668802900001,6.7951573491566375,15.203213661029144,26.624539374706725,3.03905325419042e-08,2.1162909645992804e-08,1.725180963068518e-08,-1,-1,-1,1,-1,1
10883883574,197.923814263,-145.545898076,10883884733,827.867704414,655.749718661,821.841615265,690.570945776,824.8546598395,673.1603322185,837.9238142629999,657.545898076,10.215263373306847,20.36205664798525,36.73269524821928,6.3502043351438035e-09,3.306863154426569e-08,6.008168988728584e-08,-1,-1,-1,1,-1,1
10883898587,202.470076135,-147.065755772,10883900741,827.39895925,654.06161039,825.611715473,688.493356653,826.5053373615,671.2774835215,842.470076135,659.065755772,15.880177428653765,20.099730812476167,33.914421973866816,6.8368307074677e-09,9.771351013023472e-09,1.6798245927375516e-08,-1,-1,-1,1,-1,1
10883916600,206.987376294,-148.487735544,10883916749,830.292374566,654.873721363,829.759344831,685.368985262,830.0258596985,670.1213533125,846.987376294,660.487735544,17.61363783896987,19.506399886421434,30.26353673349489,1.1727429225005533e-08,1.4460137366014119e-08,2.0263863109957742e-08,-1,-1,-1,1,-1,1
10883934598,211.58725183,-149.845271214,10883936759,834.404265234,652.866690632,832.28557363,685.685833309,833.3449194320001,669.2762619705,851.58725183,661.845271214,19.38736541219006,19.697774365199347,30.674536383487602,1.1427488206505501e-08,8.553838872702734e-09,6.358693050607682e-09,-1,-1,-1,1,-1,1
10883949703,216.229354314,-151.12261518,10883952766,838.93740094,654.908605402,838.665191108,690.026360373,838.8012960240001,672.4674828875,856.229354314,663.12261518,19.14370936160679,19.77533231655821,32.12960215341722,1.9404087895237405e-08,2.467009188251682e-08,3.011503765755474e-08,-1,-1,-1,1,-1,1
10883967617,220.932298247,-152.321601338,10883968774,842.842653597,656.051313444,846.086642926,686.202121312,844.4646482615,671.126717378,860.9322982470001,664.3216013379999,19.890523005012167,17.818336071665243,26.44145677232167,1.5878657735064594e-08,2.2711258950202364e-08,3.2579979727999554e-08,-1,-1,-1,1,-1,1
10883982647,225.649320715,-153.427791605,10883984782,851.172201775,660.540499462,852.704506266,680.8207539,851.9383540204999,670.6806266809999,865.6493207149999,665.427791605,15.27981011969508,14.682741025889674,20.112471487470877,3.692497756072823e-08,2.9216897117800902e-08,3.3285720259719434e-08,-1,-1,-1,1,-1,1
10884000644,230.425892327,-154.449281987,10884000790,855.932366775,665.816291476,857.823112471,689.84896849,856.877739623,677.832629983,870.425892327,666.449281987,14.50734158671031,17.6955659216918,26.577723539413267,2.7729503314584653e-08,3.391870736247475e-08,4.049966385154272e-08,-1,-1,-1,1,-1,1
10884015662,235.238905831,-155.377770991,10884016798,862.879715207,671.817222752,861.042167193,684.949743248,861.9609412,678.3834830000001,875.238905831,667.377770991,13.132338893685905,17.246160197769687,22.590298735440847,3.5824483306548505e-08,1.995254909311363e-08,2.2876114500983638e-08,-1,1,-1,1,-1,1
10884033673,240.087606079,-156.210385143,10884036808,868.647634491,677.801989226,866.746182957,692.166938937,867.696908724,684.9844640815,880.087606079,668.2103851429999,14.928892082779374,20.854234706127148,27.420978111749744,2.0758781652752544e-08,2.1840546742243822e-08,2.2974805953789138e-08,-1,1,-1,1,-1,1
10884048692,244.980838865,-156.945535146,10884048814,870.216441479,672.504047066,870.953184303,691.718666103,870.584812891,682.1113565845001,884.980838865,668.945535146,15.187180029765466,19.50857293588007,26.746786462965503,3.8332052647198524e-08,2.826106416589693e-08,2.9351311983363945e-08,-1,1,-1,1,-1,1
10884066686,249.930069406,-157.581029777,10884068824,873.249040201,667.407447915,874.775202069,694.049013518,874.0121211349999,680.7282307165001,889.930069406,669.581029777,16.822044865261795,19.432991687947244,28.78110894930756,1.481167651738653e-08,9.230450328521055e-09,1.1179868136033598e-08,-1,-1,-1,1,-1,1
10884084709,254.8907372,-158.108161211,10884084818,876.458304511,667.488847812,882.966736097,696.550744023,879.712520304,682.0197959175,894.8907372,670.108161211,18.617609339458557,19.294178125100686,29.006757627729115,1.2549631001430428e-08,2.2848718929896117e-08,3.3482288818688546e-08,-1,-1,-1,1,-1,1
10884099711,259.877345474,-158.526328529,10884100812,880.973886474,678.369791006,883.823479204,692.387155469,882.398682839,685.3784732375,899.877345474,670.526328529,20.466085746736915,22.936648620719808,27.122359350094783,4.605297764348667e-08,1.681228980534001e-08,1.6617229760384603e-08,-1,1,-1,1,-1,1
10884117832,264.900400252,-158.833266684,10884120804,887.932351291,680.337076268,888.731895591,694.154131377,888.332123441,687.2456038225,904.900400252,670.833266684,19.448318234537002,23.321076451006878,28.377513509854822,1.8092504033690536e-08,1.5563150184388663e-08,1.3052380643619722e-08,-1,1,-1,1,-1,1
10884132736,269.959770068,-159.025268146,10884132800,887.202352965,681.493233552,890.617752318,689.479244604,888.9100526415,685.4862390779999,909.959770068,671.025268146,25.049517618930853,25.53840801678219,26.733179716482102,9.501695593483983e-09,1.286868096487433e-08,3.5029839814394076e-08,-1,1,-1,1,-1,1
10884150772,275.041994394,-159.098374932,10884152792,891.625525321,674.096901779,900.120869986,699.821385688,895.8731976535,686.9591437335,915.0419943940001,671.0983749320001,23.60767220839331,24.87984637117439,32.367441982465984,2.1562283129113486e-08,1.780729580703664e-08,3.5141239493353834e-08,-1,1,-1,1,-1,1
10884165764,280.153776997,-159.049238659,10884168786,892.923525672,671.534445233,901.488972688,689.129726126,897.20624918,680.3320856795001,920.153776997,671.049238659,27.23457384726479,24.7539952677946,25.98612989534245,1.1228941170351859e-08,2.642529231963435e-08,4.2136421558193084e-08,-1,-1,-1,-1,-1,-1
10884183778,285.285532868,-158.874358061,10884184779,900.266858661,668.621193691,907.195669085,691.795039976,903.731263873,680.2081168335001,925.285532868,670.8743580610001,25.119928518095847,23.488413414533568,27.65715284471817,3.088678414712311e-08,2.551525936532478e-08,2.4624803161570202e-08,-1,1,-1,-1,-1,-1
