t_tracker,pix_x,pix_y,zeitstempel,blick_l_x,blick_l_y,blick_r_x,blick_r_y,blick_m_x,blick_m_y,pix_x_translation,pix_y_translation,delta_l_t,delta_m_t,delta_r_t,geschwindigkeit_l,geschwindigkeit_m,geschwindigkeit_r,sacc_l,sacc_m,sacc_r,richtung_delta_l_x,richtung_delta_l_y,richtung_delta_m_x,richtung_delta_m_y,richtung_delta_r_x,richtung_delta_r_y,tendenz_l,tendenz_m,tendenz_r
6510224828.0,2.94460391563,-2.94435178254,6510227134,0.0,0.0,0.0,0.0,0.0,0.0,642.94460391563,514.94435178254,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
6510239835,6.40578168186,-6.40318715886,6510243131,0.0,0.0,0.0,0.0,0.0,0.0,646.40578168186,518.40318715886,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
6510254848,8.89174711637,-8.88481192879,6510255128,0.0,0.0,0.0,0.0,0.0,0.0,648.89174711637,520.88481192879,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
6510272862,11.8438753775,-11.8275002049,6510275124,0.0,0.0,0.0,0.0,0.0,0.0,651.8438753775,523.8275002049,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
6510290870,14.6607800113,-14.6297560026,6510291121,0.0,0.0,0.0,0.0,0.0,0.0,654.6607800113,526.6297560026,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
6510305881,18.0763770081,-18.0183209607,6510307117,0.0,0.0,0.0,0.0,0.0,0.0,658.0763770081,530.0183209607,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
6510323892,20.5932559013,-20.5075384193,6510327116,0.0,0.0,0.0,0.0,0.0,0.0,660.5932559013,532.5075384193,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
6510338904,23.9620517488,-23.8273058781,6510339116,658.17254261,524.544522436,0.0,0.0,0.0,0.0,663.9620517488,535.8273058781,12.681467512459868,0.0,0.0,0.0,0.0,0.0,0,0,0,-1,-1,0,0,0,0,-1,0,0
6510356913,26.5497030734,-26.3667675811,6510359125,653.20591249,541.0613631690001,630.900247561,560.84191354,642.0530800255,550.9516383545,666.5497030734,538.3667675811,13.613140435475064,27.540216286988077,42.142803231446784,0.0008619830292074175,0.0,0.0,1,0,0,-1,1,-1,1,-1,1,-1,-1,-1
6510371934,29.9168839883,-29.6558635304,6510375133,648.909729402,528.508508094,633.76047214,563.300749285,641.335100771,545.9046286895,669.9168839883,541.6558635304,24.78212054655017,28.89585328828191,42.14009014078607,0.0008288156559481774,0.0003184547189014389,0.00023562203055408707,1,0,0,-1,-1,-1,1,-1,1,-1,-1,-1
