t_tracker,pix_x,pix_y,zeitstempel,blick_l_x,blick_l_y,blick_r_x,blick_r_y,blick_m_x,blick_m_y,pix_x_translation,pix_y_translation,delta_l_t,delta_m_t,delta_r_t,geschwindigkeit_l,geschwindigkeit_m,geschwindigkeit_r,richtung_delta_l_x,richtung_delta_l_y,richtung_delta_m_x,richtung_delta_m_y,richtung_delta_r_x,richtung_delta_r_y,tendenz_l,tendenz_m,tendenz_r
1308805100.0,2.94455526856,-2.94430314796,1308805581,638.969613067,514.243885631,652.030691601,512.482225678,645.500152334,513.3630556545,642.94455526856,514.94430314796,4.036180150068507,3.00523210359182,9.41380363720055,0.0,0.0,0.0,-1,-1,1,-1,1,-1,-1,-1,-1
1308823118,5.74247868141,-5.74060932942,1308825579,631.823608158,517.773735741,649.620093214,508.850451988,640.721850686,513.3120938645,645.74247868141,517.74060932942,13.918909943188618,6.694658668769466,9.699009847327483,0.00039855343089139256,0.00023895256527814052,0.00021797113020894507,-1,1,-1,-1,1,-1,-1,-1,-1
1308838146,8.66313174197,-8.65671746926,1308841580,633.137008968,519.551681171,639.035803961,512.298022476,636.0864064645,515.9248518235,648.66313174197,520.65671746926,15.565397316254447,13.437431718690767,12.749636159223812,0.0001381448081535784,0.0003325464510775933,0.0006956826503450562,-1,-1,-1,-1,-1,-1,-1,-1,-1
1308856160,11.6181796041,-11.6027216299,1308857583,635.49280575,522.545338952,638.391622177,513.735502912,636.9422139635,518.140420932,651.6181796041,523.6027216299,16.160004333601325,15.659524143419889,16.50163102845444,0.0002380448110220458,0.0001484166184305009,9.843283602623569e-05,-1,-1,-1,-1,-1,-1,-1,-1,-1
1308871177,14.5663459285,-14.5359163328,1308873585,637.121932203,526.760276484,637.414770603,511.089597271,637.268351403,518.9249368774999,654.5663459285,526.5359163328,17.445856462319618,18.8983497394145,23.081709397382667,0.0002823910701055641,5.30937582509172e-05,0.00017625739421123075,-1,1,-1,-1,-1,-1,-1,-1,-1
1308889147,17.5235233758,-17.4706176132,1308889588,639.452390467,525.001223052,641.013792575,508.749030415,640.233091521,516.8751267335,657.5235233758,529.4706176132,18.61562065447184,21.391713915114153,26.494440683424337,0.00018245406749182522,0.00022523022237735344,0.00026827212310581304,-1,-1,-1,-1,-1,-1,-1,-1,-1
1308904159,20.4975421132,-20.4130094225,1308905590,643.2796328,526.086865082,639.183383212,507.241973093,641.231508006,516.6644190874999,660.4975421132,532.4130094225,18.34329586891138,24.88369280793043,32.982941645138474,0.0002486089945351332,6.376755058979742e-05,0.0001481687048705163,-1,-1,-1,-1,-1,-1,-1,-1,-1
1308922180,23.489263476,-23.362295702,1308925593,647.436686726,526.126363747,643.381993616,505.478399536,645.4093401709999,515.8023816415,663.489263476,535.362295702,18.51992600935636,26.635950607568518,36.01873889079318,0.0002078309039658712,0.00021326000661308435,0.00022766368209923207,-1,-1,-1,-1,-1,-1,-1,-1,-1
1308937184,26.4505026054,-26.2695962368,1308937595,644.560781557,527.710887034,642.615799049,503.309714653,643.5882903029999,515.5103008435001,666.4505026054,538.2695962368,24.30321434720229,32.25935954354169,42.31177630370512,0.0002735815899806515,0.0001536681185103291,0.0001916392237768479,-1,-1,-1,-1,-1,-1,-1,-1,-1
1308955191,29.457886848,-29.2085991251,1308957599,640.731133192,527.097291325,644.577731453,501.255187129,642.6544323225,514.176239227,669.457886848,541.2085991251,32.005552384573434,38.06801355680321,47.06694447921441,0.00019388586214430262,8.140563122482463e-05,0.00014201263119939764,-1,-1,-1,-1,-1,-1,-1,-1,-1
1308970202,32.4333863467,-32.1015510154,1308973601,639.743095085,526.322927676,646.260208616,498.297458469,643.0016518505,512.3101930724999,672.4333863467,544.1015510154,37.21202212483266,43.32340516751195,52.75462184986246,7.844844224080739e-05,0.0001186148762109185,0.00021264695333108704,-1,-1,-1,-1,-1,-1,-1,-1,-1
1308988217,35.4429832923,-35.0111979247,1308989604,640.038789389,523.416217473,642.263457093,493.862792864,641.151123241,508.6395051685,675.4429832923,547.0111979247,42.54621074148162,51.46181565737993,62.65487945328977,0.00018257274958382214,0.0002568747772411886,0.00037305181661442577,-1,-1,-1,-1,-1,-1,-1,-1,-1
1309006238,38.4649840558,-37.9148157186,1309009607,640.521741218,518.183857528,640.495716368,495.815987803,640.508728793,506.9999226655,678.4649840558,549.9148157186,49.462545271567535,57.29193101418246,66.09348281479433,0.0002626906530342078,8.803367750200512e-05,0.00013169848371929856,-1,-1,-1,-1,-1,-1,-1,-1,-1
1309021235,41.5263502977,-40.8364765024,1309021609,641.407379446,515.827214239,638.236753657,496.27525015,639.8220665515,506.0512321945,681.5263502977,552.8364765024,54.58220694952418,62.6746070409177,71.22612936136527,0.00020976194316065525,9.75769491597445e-05,0.00019206595361788182,-1,-1,-1,-1,-1,-1,-1,-1,-1
1309039252,44.5490290398,-43.7003750695,1309041605,644.707830441,519.310060571,641.74533446,505.83334624,643.2265824505,512.5717034055,684.5490290398,555.7003750695,53.95902236965343,59.72961502995528,65.71816213165867,0.00023996045186853133,0.0003678618039561726,0.0005091876360839388,-1,-1,-1,-1,-1,-1,-1,-1,-1
1309054263,47.6411330048,-46.6073195778,1309057592,663.553888164,541.237498653,668.535766435,542.621978826,666.0448272995,541.9297387395,687.6411330047999,558.6073195778,29.696902918995846,27.286299176231392,24.910763752193255,0.0018085588270731012,0.0023258197046136706,0.0028466677522352344,-1,-1,-1,-1,-1,-1,-1,-1,-1
1309072271,50.7026064179,-49.461567084,1309073580,676.660924102,553.469617092,676.805592264,549.633162069,676.733258183,551.5513895805,690.7026064179,561.461567084,16.156735652206745,17.127589096506917,18.249333346524573,0.0011213513474826263,0.000899499203317643,0.0006781270977274614,-1,-1,-1,-1,-1,-1,-1,-1,-1
1309087278,53.794807403,-52.31910126,1309089567,684.510873315,561.375034231,684.306401748,561.559152882,684.4086375315001,561.4670935565,693.794807403,564.31910126,9.739556602924695,9.809899734323361,9.881657599970898,0.0006968659178636033,0.0007843400097884305,0.0008812596228286411,-1,-1,-1,-1,-1,-1,-1,-1,-1
1309105291,56.918315958,-55.1784972733,1309105555,687.832258339,566.50120266,689.053506388,565.093020975,688.4428823635001,565.7971118175,696.918315958,567.1784972733,9.111266160583481,8.58726967040593,8.136611147347125,0.0003820443981085265,0.00037016035878812987,0.00037015526810722473,-1,-1,-1,-1,-1,-1,-1,-1,-1
1309120302,60.0722695728,-58.036987165,1309121542,690.775573651,568.110736006,695.043081073,567.664809701,692.9093273620001,567.8877728535,700.0722695728,570.036987165,9.494156023047044,7.478426523809355,5.560572172648222,0.00020983635919849398,0.0003084712981757354,0.00040772918779739885,-1,-1,-1,-1,-1,-1,-1,-1,-1
1309138321,63.2021439385,-60.8439572153,1309141526,693.997669182,571.721788282,702.09581413,568.56312584,698.046741656,570.142457061,703.2021439385001,572.8439572153,9.272627386987512,5.820332961101945,4.421479719384479,0.00024217306686241468,0.00028074476667340383,0.0003557702539541414,-1,-1,-1,-1,-1,-1,-1,-1,-1
1309156329,66.4046951635,-63.6843919942,1309157514,699.878311325,578.420525911,705.399523362,573.583683209,702.6389173435,576.00210456,706.4046951635,575.6843919942,7.076730517555219,3.7791565016642874,2.3288082254121885,0.0005575278671830946,0.00046564293295076406,0.00037590896471003456,-1,1,-1,1,-1,-1,-1,-1,-1
1309171336,69.5759078992,-66.464392242,1309173501,706.506479156,583.966830524,706.723210979,576.889034655,706.6148450675,580.4279325895,709.5759078992,578.464392242,6.300652335814193,3.5529401612658047,3.258777569187152,0.0005406001788532099,0.0003721429896594167,0.00022271516243740818,-1,1,-1,1,-1,-1,-1,-1,-1
1309189347,72.7987266437,-69.2553573644,1309189488,711.498536957,588.346860887,711.973884422,581.498638044,711.7362106895,584.9227494654999,712.7987266437,581.2553573644,7.209709802235375,3.818207036835452,0.8599710342596831,0.000415411437788356,0.00042622666842672134,0.0004370419078102212,-1,1,-1,1,-1,1,-1,-1,-1
1309204361,76.0430475239,-72.0290874763,1309205476,716.959156692,591.883456039,718.640406364,583.596010335,717.7997815279999,587.739733187,716.0430475239,584.0290874763,7.907614148819356,4.105484861925208,2.633216427596051,0.0004069198010356115,0.00041818720363267456,0.0004371196116907671,1,1,1,1,1,-1,1,1,-1
1309222375,79.345779901,-74.81486871,1309225460,721.204224794,594.169897087,726.147012324,589.118839744,723.675618559,591.6443684155,719.345779901,586.81486871,7.58618875633819,6.486260109626766,7.180880516843035,0.00024127607634505686,0.00035302750376360533,0.00046634189682977526,1,1,1,1,1,1,1,1,1
