t_tracker,pix_x,pix_y,zeitstempel,blick_l_x,blick_l_y,blick_r_x,blick_r_y
8599379716.0,7.30060722044,0.0,8599381032,638.497267576,523.965928239,624.124930065,491.94672048900003
8599394743,14.0297746526,0,8599397023,637.897157924,524.601550139,631.707491242,496.312158564
8599412751,21.2795327712,0,8599413018,635.487984395,527.983429849,630.189616227,494.336742753
8599427762,28.5838800024,0,8599429015,632.573700021,530.570510292,625.440172993,491.14981511900004
8599445789,35.8927140091,0,8599449011,630.843415799,533.725723272,620.302451029,490.394961596
8599460800,43.1956902807,0,8599461014,606.549747291,532.05829611,603.796232734,493.699601109
8599478824,50.4878235093,0,8599481020,603.749637369,524.905018479,592.285372327,497.65226761699995
8599493832,57.780455268,0,8599497024,597.5773959,519.59055111,586.646434968,494.23379305699996
8599511849,65.0744579872,0,8599513029,599.868339729,515.354215871,585.16795616,488.848055297
8599526870,72.3709533591,0,8599529034,599.021630652,512.256638179,584.663809066,485.225636801
8599547927,79.6728079361,0,8599549039,599.441968288,512.3032219419999,586.1931256,489.70818760699996
8599559933,87.7900094787,0,8599561043,598.199254186,514.750436989,586.148460963,492.784863316
8599577910,94.2856152761,0,8599581048,599.175403948,522.478170222,586.779665566,495.96341939900003
8599595974,101.572638565,0,8599597053,601.125617213,528.1092104830001,586.4209884080001,492.912898195
8599610953,108.887205675,0,8599613057,606.234858776,529.25076239,600.928946163,489.835282476
8599628995,116.1800867,0,8599629060,724.459281767,527.7291339669999,729.200734796,487.67518337300004
8599643972,123.483187603,0,8599645064,722.884015251,528.339991443,728.324559272,486.645623791
8599661988,130.781303201,0,8599665063,734.448259944,528.243688084,734.144981639,494.427917745
8599677048,138.084404105,0,8599677062,750.500273424,528.860002851,733.523117241,503.710022102
8599695024,145.377908292,0,8599697060,753.80204045,528.458240006,737.788591657,510.897502528
8599710039,153.003558561,0,8599713059,764.25394489,527.461131259,746.0753154189999,510.58420284199997
8599728105,160.000561613,0,8599729057,765.616454662,528.559056661,757.596094446,506.69375224
8599743078,167.283347392,0,8599745056,777.74426469,530.607390579,766.4381851160001,508.803507963
8599761085,174.582210784,0,8599765054,787.682386611,529.85464452,775.905056467,507.19662934
8599779109,181.892914281,0,8599781052,794.997582108,527.699790606,784.467009723,503.89861496599997
8599796152,189.182430223,0,8599797051,803.268033644,526.803140843,792.905274882,500.116135293
8599811156,196.493881517,0,8599813050,813.321033558,527.8384189569999,802.0685846360001,498.84041769199996
8599829156,203.776293397,0,8599833050,818.386559408,524.714614298,812.173580526,497.93772770199996
8599847172,211.100207958,0,8599849050,825.523932581,522.781044361,818.6642985469999,497.24157536800004
8599862188,219.397129818,0,8599865054,832.667330507,521.241859052,824.805139767,496.081949255
8599877210,225.688338027,0,8599881058,843.207897534,520.907922171,827.525639392,493.55660323800004
8599895222,232.979349562,0,8599897062,848.038648185,519.915499673,837.1835994139999,492.189036226
8599910230,240.301394632,0,8599913066,856.687159905,518.086672216,837.8742781569999,492.122962977
8599928297,247.584554309,0,8599929070,860.984794933,516.992814091,848.66439772,487.327673015
8599943270,255.214442088,0,8599945074,867.255829525,515.717885779,854.9779109089999,483.157981271
8599961278,262.190880749,0,8599965079,874.825921336,513.433922519,865.218151509,490.380261059
8599976336,269.489868775,0,8599977082,879.326591891,512.550143034,870.684830553,495.981344974
8599994316,276.797331822,0,8599997087,888.651527662,513.269483111,876.9540467960001,500.988257228
8600012334,284.412762212,0,8600013091,895.532075335,513.98094317,883.830354431,505.078906114
8600027348,291.395557139,0,8600029088,904.896457122,513.921076417,890.821684745,506.32957025900004
8600045359,298.690806185,0,8600049083,916.523989098,515.2524410340001,899.002036988,511.726074845
8600060419,305.99677364,0,8600061084,922.326777002,515.73548914,899.4538147310001,513.509854245
8600078404,313.291274889,0,8600081084,926.653295006,512.420517437,905.667613015,519.520081494
8600093409,320.594001896,0,8600097085,932.366083704,516.1029326309999,908.567322594,520.752077663
8600111431,327.890871166,0,8600113086,938.273336041,514.044909894,914.615503799,521.441914698
8600126443,335.202696357,0,8600129086,944.842046445,514.98420976,919.864664616,516.5646633580001
8600144502,342.488597952,0,8600145087,953.801900425,515.290729555,922.928910566,515.779309032
8600162478,349.818619513,0,8600165088,962.81880777,512.304265323,933.3498556889999,513.41934455
8600177500,357.09205784,0,8600181088,967.87327668,512.189362007,939.543731523,512.034654954
8600195551,364.392292194,0,8600197089,986.478166688,506.357964536,961.54285038,509.416527605
8600210537,372.021182912,0,8600213090,1000.05877359,502.60659844199995,973.2527401460001,507.691500561
8600228582,378.995253551,0,8600229096,1007.43057477,499.53082478,977.472127532,502.924816331
8600246558,386.299600783,0,8600249107,1014.46482511,502.07647062300003,987.6857721719999,500.557821073
8600261565,394.351868701,0,8600265117,1020.2139701,507.665968126,992.0917679419999,497.484484716
8600276625,400.908793775,0,8600277124,1025.32649168,510.455884901,999.8631370869999,493.932426249
8600294609,408.193449043,0,8600297136,1033.46397078,512.8516682630001,1008.64118961,490.69884954599996
8600311592,415.498668702,0,8600313146,1037.60800232,509.815445839,1014.57586769,490.189554461
8600327638,422.795288707,0,8600329155,1044.24461686,509.90378547800003,1021.96435798,488.812110616
8600345654,430.10349955,0,8600349167,1051.84649794,504.70719869199996,1030.2359312,488.948740761
8600360737,437.405603393,0,8600361175,1055.84010116,503.74696827199995,1036.45514445,490.631790471
8600378712,431.618287152,0,8600381187,1061.79212052,501.777620049,1042.65075617,497.459671564
8600393696,424.321916412,0,8600397196,1068.86511396,502.164776531,1049.26614187,499.78400813900004
8600411723,417.015450426,0,8600413206,1078.52127203,499.35970908400003,1052.18182734,498.163605879
8600426741,409.722320136,0,8600429215,1087.92481433,501.74297140199997,1056.63448168,496.32401083800005
8600444806,402.408750087,0,8600445225,1092.6783621,506.05377117,1060.02985226,497.39332035
8600459808,395.074615647,0,8600461225,1099.5057559,508.04609707199995,1068.30020984,499.28733477300005
8600477790,387.817753466,0,8600481221,1105.1113655,510.798156202,1078.4102151,494.179850521
8600492796,380.494586701,0,8600493219,1110.61882816,512.654094074,1083.96043201,492.233053585
8600510821,373.200085452,0,8600513215,1115.29684575,518.542610113,1094.22620562,491.884498283
8600528833,365.901595957,0,8600529212,1118.97862456,519.5287914930001,1099.56155763,489.64655893
8600546863,358.600987706,0,8600549208,1124.31240647,517.298296695,1108.81915508,483.739278085
8600561864,350.313537929,0,8600565205,1131.3583027,513.889459049,1110.64248855,480.367550325
8600576880,343.996655388,0,8600577202,1132.95219681,512.372916402,1110.60246488,482.90617675
8600594903,336.698290526,0,8600597199,1137.17243654,509.98634547,1106.88842008,487.742119778
8600609920,329.056811908,0,8600613195,1057.61739208,509.511007347,1057.9850029,488.15451314
8600627930,322.10243323,0,8600629193,1012.16545045,506.39225906800004,1014.30802111,487.662990964
8600642951,314.779141833,0,8600645195,1017.60640143,506.444908809,1006.81980239,486.95933913
8600660957,307.483768155,0,8600661199,1008.89146332,505.618249884,989.276773655,491.111271031
8600678992,300.200234581,0,8600681205,1002.84875439,500.58221977,986.2829578330001,496.855833764
8600694003,292.886290634,0,8600697210,994.995340825,496.544542804,978.599884667,500.030130542
8600712012,285.594406671,0,8600713215,990.402908817,497.212223024,967.234320587,503.52354356
8600727029,278.297537401,0,8600729221,987.569338406,499.792011652,957.5611230060001,510.280323876
8600745038,270.993813333,0,8600745226,979.661400141,502.550693319,947.7126120610001,512.009938947
8600760055,263.694326777,0,8600761231,968.544689543,503.565183574,937.402853792,508.869529281
8600778133,256.384994239,0,8600781237,952.935013739,499.833526414,925.523995744,502.02199888300004
8600793083,249.084759887,0,8600793241,918.85219103,497.609701746,896.654381794,499.273731775
8600811119,241.795867108,0,8600813247,909.306159033,501.47176922,885.7523897489999,499.09111925900004
8600826125,234.489401122,0,8600829252,896.462659926,509.980074156,875.110294845,494.86629695
8600844170,227.166982153,0,8600845251,879.616210978,516.157964972,870.2751426039999,493.84508318400003
8600862158,219.868492658,0,8600865246,874.923938646,515.06652117,865.299023271,496.85291197
8600877177,212.578852083,0,8600877242,870.004625598,513.9281725999999,863.852543433,498.94114057900003
8600895187,205.278368465,0,8600897235,862.010347165,515.908910945,855.752239255,495.604669282
8600910198,197.97800948,0,8600913230,861.790242583,522.006739565,848.7730590189999,494.47382992900003
8600928222,190.683508231,0,8600929225,850.264418628,525.921195432,843.2943548689999,499.60785866099997
8600943253,183.381529021,0,8600945220,836.333367818,526.294067642,832.8133881189999,501.47154024300005
8600961249,176.068831401,0,8600965213,827.151726977,523.164405455,821.677833873,499.88729662699996
8600979279,168.786170255,0,8600981208,823.190077917,520.701833415,814.053735653,496.635504892
8600994296,161.161766314,0,8600997202,817.488705986,519.659234556,807.303722252,498.279451351
8601012300,154.166134221,0,8601013197,810.745472436,515.7834304969999,799.57452232,503.97570742
8601027318,146.553570383,0,8601029192,804.540828148,513.7929662380001,793.8223245060001,507.98614503199997
8601045331,139.574015905,0,8601049181,795.742849727,511.93996879300005,783.341722557,508.36831172300003
8601060350,132.278642227,0,8601061177,789.766692299,513.231020876,779.068689916,505.37905637
8601078370,124.95397987,0,8601081171,778.285822534,515.790225671,771.026283301,499.680952815
8601093375,117.682660299,0,8601097166,772.749742609,518.47883079,768.258789371,498.834994438
8601111406,110.368716352,0,8601113161,764.190230127,518.151716836,758.286899944,499.26436853
8601126408,103.08667837,0,8601129156,756.343326385,521.109802326,748.9306571239999,502.940908266
8601144438,95.7833282008,0,8601145151,745.025546798,524.613482406,735.195598587,504.534912471
8601159443,88.4715030089,0,8601161146,738.817492165,527.44367964,734.86300597,506.33439829900004
8601177472,81.1768771275,0,8601181140,730.659883554,529.597627439,718.841791091,506.146903191
8601195476,73.8803817548,0,8601197135,722.069751884,529.058166428,713.750989304,503.460378576
8601210503,66.5557193981,0,8601213130,712.589129974,531.309623616,705.71858427,502.073643911
8601228511,59.277171131,0,8601229125,706.153068062,533.567249604,698.7166062000001,499.64748858300004
8601243515,51.9761889829,0,8601245122,698.35858204,533.4189775259999,690.3047765480001,499.13758361
8601261540,44.6521497892,0,8601265126,688.762619667,529.904177559,674.136642712,495.38509098699996
8601279557,37.3682423179,0,8601281130,679.235856645,528.943863373,662.573022337,493.22119836400003
8601294566,29.7194103709,0,8601297133,674.227009111,530.904960459,660.37625719,489.388793318
8601309596,22.4525775756,0,8601313137,671.277800378,531.393329254,657.083505779,488.250434672
8601327599,15.4765128128,0,8601329141,663.519481493,531.654580627,647.406330865,486.915743875
8601342628,8.17677699145,0,8601345144,657.835027198,525.941486528,637.499709454,488.203585539
8601360635,0.865824228389,0,8601361148,652.505470037,523.327653932,633.532151375,488.066389735
8601378657,-6.42780459204,0,8601381153,644.982073968,525.4295346719999,632.096942375,487.825985926
