t_tracker,pix_x,pix_y,zeitstempel,blick_l_x,blick_l_y,blick_r_x,blick_r_y,blick_m_x,blick_m_y,pix_x_translation,pix_y_translation,delta_l_t,delta_m_t,delta_r_t,geschwindigkeit_l,geschwindigkeit_m,geschwindigkeit_r,sacc_l,sacc_m,sacc_r,richtung_delta_l_x,richtung_delta_l_y,richtung_delta_m_x,richtung_delta_m_y,richtung_delta_r_x,richtung_delta_r_y,tendenz_l,tendenz_m,tendenz_r
9757529287.0,5.88411710864,-5.88210604299,9757529934,639.13588125,532.189649559,634.928622102,550.561810017,637.032251676,541.375729788,645.88411710864,517.88210604299,15.81911782200116,25.10589329838039,34.467171666230996,0.0,0.0,0.0,0,0,0,-1,1,-1,1,-1,1,-1,-1,-1
9757547289,11.568362738,-11.5531024961,9757549932,636.248733999,534.621477097,633.063508919,552.5262812369999,634.656121459,543.573879167,651.568362738,523.5531024961,18.8997338871912,26.207926350346078,34.37840457634261,0.00018876079261830126,0.00016186376513920757,0.00013545536293040782,0,0,0,-1,1,-1,1,-1,1,-1,-1,-1
9757565348,17.4608793163,-17.4085372359,9757565930,635.812983995,535.048855366,632.576670844,546.81737945,634.1948274194999,540.933117408,657.4608793163,529.4085372359,22.370618240243086,25.963919561725543,30.36925449411486,3.815180414452432e-05,0.00016756775447874739,0.0003581461577885525,0,0,0,-1,1,-1,1,-1,1,-1,-1,-1
9757580358,23.3939790046,-23.2685419488,9757581929,634.973013541,535.19705492,636.653206928,547.377871944,635.8131102345001,541.2874634320001,663.3939790046,535.2685419488,28.421055368835862,28.229979417888423,29.35480819534208,5.331233217693776e-05,0.00010354542059412894,0.0002571965370200857,0,0,0,-1,-1,-1,1,-1,1,-1,-1,-1
9757598366,29.3696260683,-29.122553858,9757601927,635.755389907,533.957971846,639.877143977,551.429168739,637.816266942,542.6935702925,669.3696260683,541.122553858,34.36929018927106,31.59244474222804,31.24152381384282,7.32780525585433e-05,0.00012238230501509885,0.0002589021918435868,0,0,0,-1,-1,-1,1,-1,1,-1,-1,-1
9757613392,35.9690295927,-35.5179732155,9757613926,635.957067366,532.611983375,638.938668162,551.728299971,637.447867764,542.170141673,675.9690295927,547.5179732155,42.69830973652195,38.89060568877603,37.26894845680996,0.00011342727499337234,5.334399406329937e-05,8.208980821491145e-05,0,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1
9757631371,41.4330679021,-40.7477581879,9757633924,635.269559727,535.2873470119999,633.768842939,554.7324357580001,634.519201333,545.009891385,681.4330679021,552.7477581879,49.355196742227854,47.547717706770584,47.705526790826454,0.00013812823408223887,0.000203988935014089,0.0002989944653364628,0,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1
9757646380,47.5435040295,-46.5159011085,9757649922,635.07359322,534.1176229580001,635.631062055,554.6853340709999,635.3523276375,544.4014785145,687.5435040295,558.5159011085,57.86508029084592,54.06603201958577,52.053576972044965,7.413588043639331e-05,6.448509325535109e-05,0.00011644047378201274,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
9757664444,53.7251234461,-52.2549949218,9757665921,634.007497167,536.206861347,637.930073688,561.314680492,635.9687854275,548.7607709194999,693.7251234461,564.2549949218001,65.97645553862445,59.798541443351546,55.872471096730195,0.00014660434623155004,0.0002751837002748418,0.00043856942173512873,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
9757682418,59.9752110721,-57.9494635379,9757685922,637.904284559,534.796948181,635.7230000669999,566.740012048,636.813642313,550.7684801145,699.9752110721,569.9494635379,71.3337175122099,66.00980149340909,64.33231845588908,0.00020719006951460149,0.00010890597936190517,0.00029283940214164993,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
