t_tracker,pix_x,pix_y,zeitstempel,blick_l_x,blick_l_y,blick_r_x,blick_r_y,blick_m_x,blick_m_y,pix_x_translation,pix_y_translation,delta_l_t,delta_m_t,delta_r_t,geschwindigkeit_l,geschwindigkeit_m,geschwindigkeit_r,richtung_delta_l_x,richtung_delta_l_y,richtung_delta_m_x,richtung_delta_m_y,richtung_delta_r_x,richtung_delta_r_y,tendenz_l,tendenz_m,tendenz_r
8233135684.0,11.2803803508,-11.2662302635,8233138776,628.671269897,480.78545029400004,661.0615663980001,523.226796357,644.8664181475001,502.0061233255,651.2803803508,523.2662302635,48.122640641689614,22.206554396406354,9.781265537900689,0.0,0.0,0.0,-1,-1,-1,-1,1,-1,-1,-1,-1
8233150711,17.4826953146,-17.4301573848,8233150777,625.695902801,482.13539847,660.99612441,520.8782274,643.3460136055,501.50681293499997,657.4826953146,529.4301573848,56.98415919456671,31.297906239980076,9.245522725802196,0.00027225129401429717,0.00013334671982982444,0.00019577373037596053,-1,-1,-1,-1,1,-1,-1,-1,-1
8233165698,23.1607867136,-23.0390442261,8233166777,626.031906227,486.832765581,661.5728629519999,520.893594897,643.8023845895,503.863180239,663.1607867136,535.0390442261,60.84734231663091,36.6971692115417,14.234297966348462,0.0002943355605068139,0.00015000965263730357,3.605895269556466e-05,-1,-1,-1,-1,-1,-1,-1,-1,-1
8233184131,29.0866174854,-28.8465618075,8233186778,624.249864738,493.834962538,654.859006744,524.2979043290001,639.554435741,509.06643343350004,669.0866174854,540.8465618075,64.96479710433591,43.3834797826568,21.823908260197435,0.00036125203750723034,0.0003358362758569791,0.0003763625970944626,-1,-1,-1,-1,-1,-1,-1,-1,-1
8233201718,35.0948633192,-34.6755295275,8233202778,627.804400878,495.43105897699996,656.634633045,524.920539302,642.2195169615,510.1757991395,675.0948633192,546.6755295275,69.73079377078403,49.12248687246437,28.531731484228114,0.00024352755084411696,0.00018042214150853003,0.00011760173571751137,-1,-1,-1,-1,-1,-1,-1,-1,-1
8233216730,41.4375456241,-40.752017276,8233218779,621.02563969,497.000855947,657.292224047,526.651255861,639.1589318685001,511.826055904,681.4375456241,552.752017276,82.20578062473906,58.84229342333318,35.55624137200562,0.0004348572608620633,0.00021730790121214842,0.0001157073574590129,-1,-1,-1,-1,-1,-1,-1,-1,-1
8233231879,47.2685101501,-46.2582708062,8233234779,619.237645714,500.102659235,659.769519298,527.376768888,639.5035825059999,513.7397140615,687.2685101501,558.2582708062,89.50013225209959,65.29464149129849,41.35047349919555,0.00022376489209921172,0.00012152789683750467,0.0001613342913527811,-1,-1,-1,-1,-1,-1,-1,-1,-1
8233249755,53.4458314116,-51.9979222468,8233250780,618.859423869,499.559477552,661.012497978,525.853909131,639.9359609235,512.7066933415,693.4458314116,563.9979222468,98.56695868695364,74.12217213674407,50.06882117838802,4.136552703359357e-05,6.998677771889145e-05,0.00012285050098267356,-1,-1,-1,-1,-1,-1,-1,-1,-1
8233267776,59.9848251309,-57.9581343956,8233270780,624.589569325,497.81583282099996,665.066306801,518.83337887,644.8279380629999,508.3246058455,699.9848251309,569.9581343956,104.35016183273343,82.7101809486419,61.9115784801836,0.00029947814567536033,0.00032838289829096234,0.0004053430988651729,-1,-1,-1,-1,-1,-1,-1,-1,-1
8233282819,66.3294891577,-63.6180654435,8233286781,624.742744261,497.81192082800004,666.483596405,516.0401627,645.613170333,506.92604176400005,706.3294891577,575.6180654435,112.73949211685891,91.67914424124824,71.67441429529518,9.575956677456849e-06,0.00010023896577863995,0.00019575115903150257,-1,-1,-1,-1,-1,-1,-1,-1,-1
