t_tracker,pix_x,pix_y,zeitstempel,blick_l_x,blick_l_y,blick_r_x,blick_r_y,blick_m_x,blick_m_y,pix_x_translation,pix_y_translation,delta_l_t,delta_m_t,delta_r_t,geschwindigkeit_l,geschwindigkeit_m,geschwindigkeit_r,sacc_l,sacc_m,sacc_r,richtung_delta_l_x,richtung_delta_l_y,richtung_delta_m_x,richtung_delta_m_y,richtung_delta_r_x,richtung_delta_r_y,tendenz_l,tendenz_m,tendenz_r
1108598303.0,5.89422235633,-5.89220091516,1108600679,640.450641391,500.933132916,644.965273285,504.757250148,642.7079573379999,502.845191532,645.89422235633,517.89220091516,17.8113043072717,15.380662409140175,13.167759036101776,0.0,0.0,0.0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1108616338,11.1095720652,-11.0960543159,1108616673,637.235367719,498.553229178,645.575566554,509.348126476,641.4054671365,503.95067782700005,651.1095720652,523.0960543159,28.192974514755452,21.464274815817664,14.819943889539175,0.00025010884183138804,0.00010681414277616056,0.0002895625663638037,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1108631306,17.2779639954,-17.2272449765,1108632668,635.808312819,498.191920836,645.662393933,512.595224162,640.7353533759999,505.393572499,657.2779639954,529.2272449765,37.737743257145,29.012099370259747,20.286586313337256,9.203397033602472e-05,9.946301333871218e-05,0.00020307960990561773,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1108649317,22.9744714936,-22.8556285942,1108652662,640.636219813,494.852154428,643.504095983,511.93093411,642.070157898,503.391544269,662.9744714936,534.8556285942,45.81785059899316,37.77537464177531,30.07718636637542,0.0002936128937339976,0.00012034632941674338,0.00011294459272551387,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1108664335,29.2582079998,-29.0139140297,1108664658,643.542705326,494.187963709,644.634632316,511.137482653,644.088668821,502.66272318100005,669.2582079998,541.0139140297,53.422436309128344,45.87286280565616,38.71590927851872,0.0002485337025030714,0.00017889783005442658,0.0001151372983568639,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1108682351,34.9393800053,-34.5255306766,1108684652,641.893078995,494.093746008,642.621087001,511.34165388,642.257082998,502.71769994400006,674.9393800053,546.5255306766,61.97701230293208,54.65581918853201,47.774232062379795,8.264052926603988e-05,9.164803074640104e-05,0.00010122387764560044,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1108697370,41.2588788192,-40.5820390609,1108700647,638.113174728,494.901214383,642.105091881,512.444455547,640.1091333045,503.672834965,681.2588788192,552.5820390609,72.03214086120191,63.917226169624875,56.07178115538389,0.00024164979118079566,0.00014696707413866343,7.612052093597605e-05,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1108715431,47.0977669976,-46.0982126233,1108716640,635.007542213,497.242110059,641.026486821,509.715361809,638.017014517,503.47873593400004,687.0977669976,558.0982126233,80.10528532766581,73.43165188033637,66.80915438792499,0.00024317230200815855,0.00013137643905780834,0.00018348707142962662,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1108730431,53.5421409465,-52.0865942749,1108732632,635.876004925,499.346092645,641.754996953,504.436968049,638.815500939,501.891530347,693.5421409465,564.0865942749,86.69899535139511,82.84462024480568,78.99358323239346,0.00014233207022402045,0.00011110175011358143,0.00033319348014506614,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1108748457,59.5088883981,-57.5285558994,1108748624,639.947080176,498.452825201,643.384069184,504.080187221,641.66557468,501.266506211,699.5088883981,569.5285558994,92.7327800348814,89.47377475859689,86.21765651233612,0.00026062548743672624,0.0001824539268112134,0.0001042823718699942,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
