t_tracker,pix_x,pix_y,zeitstempel,blick_l_x,blick_l_y,blick_r_x,blick_r_y,blick_m_x,blick_m_y,pix_x_translation,pix_y_translation,delta_l_t,delta_m_t,delta_r_t,geschwindigkeit_l,geschwindigkeit_m,geschwindigkeit_r,sacc_l,sacc_m,sacc_r,richtung_delta_l_x,richtung_delta_l_y,richtung_delta_m_x,richtung_delta_m_y,richtung_delta_r_x,richtung_delta_r_y,tendenz_l,tendenz_m,tendenz_r
9051039091.0,5.88787474928,-5.88585982964,9051041120,0.0,0.0,0.0,0.0,0.0,0.0,645.88787474928,517.88585982964,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
9051057115,11.7889919621,-11.7728430704,9051057126,0.0,0.0,0.0,0.0,0.0,0.0,651.7889919621,523.7728430704,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
9051072111,17.6986236804,-17.6441209993,9051073132,668.823365007,534.909895116,0.0,0.0,0.0,0.0,657.6986236804,529.6441209993,12.308056167887347,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,0
9051090134,23.632884892,-23.5035866187,9051093139,661.271431543,505.509980181,687.3558225689999,564.115916105,674.313627056,534.812948143,663.632884892,535.5035866187,30.086423666815886,10.70304791533534,37.16777059038403,0.0015171865944846085,0.0,0.0,1,0,0,-1,-1,1,-1,1,1,-1,-1,1
9051108123,29.3378204009,-29.0915433839,9051109145,659.761642767,498.60691798199997,667.666353844,552.532566433,663.7139983055,525.5697422075,669.3378204009,541.0915433839,43.5505060087225,16.50920006300734,11.56247416692786,0.00044147436809980977,0.0008786547051721212,0.0014272159325849645,0,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1
9051123133,35.6452288576,-35.206099634,9051125151,656.03971425,494.138946467,658.0144370869999,531.389881791,657.0270756685,512.764414129,675.6452288576,547.206099634,56.572952444420466,39.151824077533426,23.68538716836803,0.00036330822594625174,0.000902546161881565,0.0014520563399294981,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9051141157,41.414251176,-40.7298597303,9051145158,657.319342916,497.653659404,653.292423704,524.218716468,655.30588331,510.936187936,681.414251176,552.7298597303,60.11615794809695,49.27837126646986,40.04650384850495,0.0001869549961350692,0.00012550401411709383,0.0004291603530263037,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
9051156153,47.8145172202,-46.769614582,9051157162,655.716399243,498.601822351,654.040462013,517.335153243,654.878430628,507.968487797,687.8145172202001,558.769614582,68.1942255592879,60.54370555751062,53.45560205995328,0.00015514621809060636,0.0002497772563133418,0.0005768151179076962,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9051174173,53.68189894,-52.2152233773,9051177163,653.978495853,504.84321993,660.2704885769999,520.27204623,657.1244922149999,512.55763308,693.68189894,564.2152233772999,71.42405064146809,63.28467920263783,55.20258291279287,0.00032392574269314106,0.00025545271955952853,0.00034436110372637553,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
9051189182,60.2467312126,-58.194238405,9051193165,649.483766543,508.665896171,657.422885789,522.104722102,653.453326166,515.3853091364999,700.2467312126,570.194238405,79.7660045389719,72.06692364333732,64.39319308064236,0.0003687327484527978,0.0002895837849883373,0.00021162204795143377,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
9051207191,66.2704521577,-63.565986057,9051209166,648.258120142,509.80378223,659.972533166,522.258905792,654.115326654,516.031344011,706.2704521577,575.565986057,87.6932045148523,79.14878849263616,70.60553880072852,0.0001045198133149928,5.7808235129688e-05,0.00015963408933673362,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
9051222205,72.6801542218,-69.1532968409,9051225169,643.410204851,508.14942403,656.298664439,522.950394088,649.8544346450001,515.549909059,712.6801542218,581.1532968409,100.63742510231101,90.83433012250951,81.03363671335194,0.00032009121499926475,0.00026795002410162476,0.00023360480249799134,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
9051240213,79.2043710979,-74.6963888575,9051241172,643.693346322,507.196574561,655.884280404,523.05456877,649.788813363,515.1255716654999,719.2043710979,586.6963888575,109.64549847524322,99.70406977239152,89.77591631129943,6.21150889088385e-05,2.6831305866537933e-05,2.6699869034096586e-05,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
9051255228,86.1373285663,-80.4195692131,9051257175,643.174224044,506.147956924,653.085006136,524.12551082,648.12961509,515.136733872,726.1373285663,592.4195692131,119.68988177343503,109.80819641611492,100.00360105646526,7.311628219722332e-05,0.00010368279818031128,0.00018728618724856889,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
9051273239,92.5764590571,-85.5744907181,9051277178,655.952020817,511.67442926,661.138945259,529.262279432,658.5454830379999,520.4683543460001,732.5764590571,597.5744907181,115.1091877050493,106.89219651861144,98.84268606452628,0.0006959810624873964,0.0005849688373844501,0.00047755878598966403,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
9051288251,99.7388492439,-91.1204916452,9051289180,714.501262595,584.288359197,705.334646732,596.999088708,709.9179546635,590.6437239525001,739.7388492439,603.1204916452,31.48944255472432,32.325771230288154,34.944537833535335,0.007771876379090394,0.007246259922611704,0.006738856744864506,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9051306272,106.396095998,-96.0930409134,9051309184,715.488453928,586.0120733709999,715.62030956,597.3672113480001,715.554381744,591.6896423595,746.396095998,608.0930409134,37.98488470346801,34.932546747173674,32.59129409433431,9.929954002975496e-05,0.00028657509569140354,0.0005145095107187081,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9051321281,113.849870289,-101.447400484,9051325186,721.828516129,588.840667405,722.949514163,602.666275735,722.389015146,595.75347157,753.849870289,613.447400484,40.383888310331265,36.095159325628636,32.7271242177972,0.0004338476378191947,0.0004969088739424985,0.0005651910558916715,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9051339285,120.765272843,-106.210147322,9051341189,720.186962039,589.917313518,725.9770043999999,600.717529176,723.0819832194999,595.3174213469999,760.765272843,618.210147322,49.468007361999106,44.092031246190494,38.938609513746314,0.00012267242153566618,5.116201438757507e-05,0.0002249865483120318,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
9051354498,128.526099104,-111.317040136,9051357192,725.657451719,589.692242052,732.3792043689999,608.749341488,729.0183280439999,599.22079177,768.526099104,623.3170401360001,54.48254743318492,46.27626993876388,38.97198792571552,0.00034213071059408244,0.00044395931319126704,0.0006418315551485047,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9051372308,135.770071118,-115.854288813,9051373192,728.967327201,590.8951364559999,737.64976111,603.203897354,733.3085441555,597.049516905,775.770071118,627.854288813,59.63619522662575,52.4587003679182,45.39603324287235,0.000220105005600312,0.00030052290900843494,0.0004781585731816341,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
9051390334,143.83232597,-120.641506488,9051393192,737.421623205,591.523511158,742.902430763,604.059745357,740.162026984,597.7916282575,783.83232597,632.641506488,62.00518422760382,55.87136141358395,49.92167255817407,0.00042388080780262217,0.00034467722632940714,0.00026609685402023366,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
9051405328,151.390049613,-124.876721909,9051409191,741.037663896,596.69124263,745.2766577169999,605.878297438,743.1571608064999,601.2847700340001,791.390049613,636.876721909,64.42232138223892,59.94329487851428,55.56390223731939,0.0003942267548322654,0.0002876053675245999,0.00018692833076699227,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
9051423336,159.82292065,-129.313106922,9051425189,742.32943484,602.468407284,756.97107493,615.6765451,749.650254885,609.0724761920001,799.82292065,641.313106922,69.38596112003573,59.63853334744761,49.935097713571274,0.0003700351879913949,0.0006337954399853754,0.0009536591809910951,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9051441348,167.674041457,-133.168754396,9051445186,806.061020742,662.559402888,793.328020271,633.019988589,799.6945205065,647.7896957385001,807.674041457,645.1687543959999,17.465293893872044,8.39893374901217,18.798958335569868,0.004380338201871296,0.003164116352466149,0.0020143915972853353,1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1
9051456356,176.533748438,-137.201386756,9051457184,805.533172987,660.297031822,801.587930713,641.8491132380001,803.5605518499999,651.07307253,816.533748438,649.201386756,15.624531982872131,13.107518351979918,16.6563319297019,0.00019362667265989032,0.00042275008406781163,0.0010077074548016207,0,0,1,-1,1,-1,1,-1,-1,-1,-1,-1
9051474385,184.701857052,-140.62013524,9051477180,820.45045743,668.5959125019999,818.675788018,645.247966913,819.5631227240001,656.9219397075,824.701857052,652.62013524,16.531783263489046,6.701649958806265,9.521679150452123,0.0008536881593847198,0.0008520675931087346,0.0008713043797159824,1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1
9051489388,193.907706003,-144.129255913,9051493178,823.360198263,671.207575787,822.697433155,648.349632178,823.028815709,659.7786039825,833.9077060029999,656.129255913,18.40124044047092,11.474667549051242,13.645246893507622,0.0002443997700870915,0.0002807398323076758,0.00031746312976502103,0,0,0,-1,1,-1,1,-1,-1,-1,-1,-1
9051507393,202.503862049,-147.076717488,9051509175,828.842323765,677.156980595,833.2559849119999,651.3586789340001,831.0491543384999,664.2578297645,842.503862049,659.076717488,22.66127847901671,12.571962979371573,12.04538711134181,0.0005057237539253406,0.0005742554630317787,0.0006863131568664847,1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1
9051522438,212.041361869,-149.97433619,9051525173,832.523058389,681.795026556,847.654090975,654.028463469,840.088574682,667.9117450125,852.041361869,661.97433619,27.8176910853907,13.34623336613038,9.076620472162029,0.00037011423580559505,0.0006094502735464969,0.0009153355472940758,0,1,1,-1,1,-1,1,-1,-1,-1,-1,-1
