t_Tracker;t_soll;t_ist;pix_x;pix_y;deg_x;deg_y
5938323990;0.016668083493;0.0156243688834;2.94566175006;-2.94540934516;0.0806736366282;-0.0815221284061
5938342016;0.0322924523764;0.0329619598142;5.70777098151;-5.70593530952;0.156320270686;-0.15792711181
5938357013;0.0496300433072;0.048872482007;8.77479462199;-8.76812930134;0.240317678297;-0.242681569528
5938375036;0.0655405655;0.0662669622634;11.5922042861;-11.576849624;0.317478840291;-0.320420461468
5938390054;0.0829350457564;0.0821814667088;14.6765619212;-14.6454378273;0.40195097871;-0.405351896192
5938408074;0.0988495502018;0.0996092272208;17.5032583797;-17.4505354038;0.479366480659;-0.482990518882
5938423078;0.116277310714;0.11552430056;20.6050321083;-20.5191680992;0.564315598348;-0.567923185048
5938441096;0.132192384053;0.132921056389;23.444280654;-23.3180370466;0.642074867711;-0.645389413669
5938456113;0.149589139882;0.148842672001;26.5562502688;-26.3731803294;0.727303222902;-0.729948724044
5938474130;0.165510755494;0.166276121445;29.4129741756;-29.164815473;0.805541094715;-0.807214737684
5938489142;0.182944204938;0.182136581031;32.5514938907;-32.2160570911;0.891496584696;-0.891666058993
5938507200;0.198804664524;0.199570883815;35.4173460364;-34.986485813;0.969984454062;-0.968345127856
5938525184;0.216238967308;0.215521512982;38.5802120881;-38.0251543473;1.05660672376;-1.05244845524
5938540266;0.232189596475;0.23288385077;41.4864624651;-40.798542697;1.13620099043;-1.12920943976
5938558206;0.249551934263;0.248786692904;44.6646295831;-43.8094749532;1.22324231458;-1.21254509103
5938573223;0.265454776397;0.265456687596;47.5900318031;-46.5594721097;1.30336109797;-1.28865866134
5938591258;0.282124771089;0.282107339917;50.6723207319;-49.4334517927;1.38777658017;-1.36820378167
5938609257;0.29877542341;0.29952998039;53.7681388397;-52.2945688912;1.47256258966;-1.44739289535
5938624315;0.316198063883;0.315443347049;57.0268931338;-55.2773900721;1.56181097664;-1.52995049697
5938642295;0.332111430542;0.332842378451;60.021655705;-57.9913490719;1.64382935076;-1.60506661434
5938657304;0.349510461944;0.348754322878;63.3170787758;-60.9464575468;1.73408199547;-1.68685719226
5938675371;0.365422406371;0.365439108794;66.3510617245;-63.6370928393;1.8171745087;-1.76132776327
5938690377;0.382107192287;0.382081512163;69.5541377136;-66.4454206588;1.90489801885;-1.83905579163
5938708399;0.398749595656;0.399496472577;72.772229888;-69.2325546039;1.99303278134;-1.91619722249
5938723409;0.41616455607;0.415426337141;76.1655542502;-72.133107425;2.08596667525;-1.99647782591
5938741390;0.432094420634;0.432838168641;79.2936081005;-74.7711647316;2.17163553375;-2.0694931597
5938756447;0.449506252134;0.448742433008;82.7400647218;-77.6371114127;2.26602457524;-2.14881594508
5938774467;0.465410516501;0.466158531209;85.9140535352;-80.2380152984;2.35295146703;-2.22080295798
5938789436;0.482826614702;0.482074457887;89.419205372;-83.0665924938;2.44894801028;-2.2990914423
5938807501;0.49874254138;0.499466947017;92.6502742857;-85.6326666197;2.53743817025;-2.37011444789
5938822472;0.51613503051;0.515373486957;96.2125252752;-88.4150729311;2.63499850347;-2.44712502877
5938840543;0.53204157045;0.532798687449;99.5000661321;-90.9388457552;2.72503527585;-2.51697723202
5938858503;0.549466770942;0.54870266737;103.134985461;-93.6794078321;2.82458579658;-2.59282966113
5938873521;0.565370750863;0.566110516617;106.484034129;-96.1575314423;2.91630710006;-2.66141839956
5938891574;0.58277860011;0.58277795129;110.185160538;-98.8432902193;3.01767085202;-2.73575399989
5938906591;0.599446034783;0.599449937109;113.76446026;-101.387337892;3.11569810352;-2.80616736412
5938924610;0.616118020602;0.615359890408;117.380479483;-103.903814316;3.21473100191;-2.87581761988
5938939578;0.632027973901;0.632033014013;120.865356947;-106.277615029;3.31017228543;-2.94151894144
5938957596;0.648701097506;0.648675417383;124.553995447;-108.734893527;3.41119402767;-3.00953073532
5938972658;0.665343500876;0.665346265415;128.274006049;-111.155139828;3.51307496615;-3.0765175635
5938990677;0.682014348908;0.681997486629;132.039411459;-113.545392242;3.61619914453;-3.14267423015
5939008691;0.698665570122;0.699411593703;135.840161704;-115.897101499;3.7202913215;-3.20776411123
5939023701;0.716079677196;0.716069926083;139.85838387;-118.316519937;3.83033946092;-3.27472802607
5939041681;0.732738009576;0.732731671824;143.744420364;-120.590806693;3.9367673955;-3.33767503114
5939059703;0.749399755317;0.750167396841;147.673221549;-122.82446017;4.04436653825;-3.39949740086
5939074749;0.766835480334;0.765338357798;151.830158602;-125.115806761;4.15821369987;-3.46291658276
5939089722;0.782006441291;0.781971943322;155.485632183;-127.06947871;4.25832714548;-3.51698971042
5939107779;0.798640026815;0.79938149925;159.535203004;-129.166777047;4.36923383898;-3.57503808478
5939122797;0.816049582743;0.815303683754;163.820898647;-131.309609326;4.486607347;-3.63434673351
5939140776;0.831971767247;0.83270157737;167.783143775;-133.220466933;4.59512242809;-3.68723485904
5939155828;0.849369660863;0.848613806243;172.159658094;-135.252643494;4.71498321179;-3.74348081306
5939173809;0.865281889736;0.86602933555;176.205752709;-137.058112055;4.8257947015;-3.79345201318
5939191856;0.882697419043;0.881932746576;180.681783944;-138.973399935;4.94838098195;-3.84646275845
5939206875;0.898600830069;0.899350835904;184.812873989;-140.664624648;5.06152026455;-3.89327195271
5939224854;0.916018919397;0.915260504756;189.385376313;-142.450972973;5.18674862485;-3.94271394886
5939239913;0.931928588249;0.932673474043;193.605715693;-144.019925927;5.30233220316;-3.98613894321
5939257885;0.949341557536;0.948578876197;198.272697182;-145.665685668;5.43014808997;-4.03168977206
5939272898;0.96524695969;0.965260817648;202.579167516;-147.101132373;5.54809056007;-4.07141962175
5939290920;0.98192890114;0.981918012241;207.14027887;-148.534327763;5.67300695278;-4.11108716027
5939308944;0.998586095734;0.999323017023;211.739581081;-149.888664785;5.79896928886;-4.14857208127
5939324010;1.01599110052;1.01524235706;216.59280459;-151.218690024;5.93188583632;-4.18538410825
5939341966;1.03191044055;1.03265703303;221.073607302;-152.356143643;6.0546027945;-4.21686619754
5939356982;1.04932511652;1.04855475512;226.020271846;-153.510681189;6.19007843692;-4.24882113046
5939375043;1.06522283862;1.06596658662;230.576217918;-154.47981445;6.31485336669;-4.27564450098
5939390014;1.08263467012;1.08265563924;235.608955204;-155.444957147;6.4526863066;-4.30235742188
5939408074;1.09932372273;1.09929832706;240.473615695;-156.27222259;6.5859160818;-4.32525421882
5939423085;1.11596641055;1.11522022711;245.363174418;-156.998510851;6.71982775163;-4.34535620056
5939441066;1.13188831061;1.1326667611;250.075453744;-157.598046764;6.84888422257;-4.36194997002
5939459103;1.1493348446;1.14929380435;255.27588395;-158.14446278;6.99130981395;-4.37707350344
5939474096;1.16596188785;1.16522679783;260.266024777;-158.554187789;7.1279761531;-4.38841374543
5939492109;1.18189488132;1.18259283342;265.07702533;-158.841957736;7.25973632903;-4.396378553
5939507132;1.19926091692;1.19927818823;270.350848611;-159.03517545;7.40417195646;-4.40172637309
5939522137;1.21594627173;1.21518984821;275.444980375;-159.098990334;7.5436863236;-4.4034926217
5939540187;1.23185793171;1.23260594641;280.325028398;-159.045442326;7.6773375213;-4.40201053649
5939558176;1.24927402991;1.2485127708;285.68816872;-158.855256754;7.82421929871;-4.39674663909
