zeitstempel blick_l_x blick_l_y pupillengroesse_l pos_auge_l_x pos_auge_l_y entf_auge_l blick_r_x blick_r_y pupillengroesse_r pos_auge_r_x pos_auge_r_y entf_auge_r
8320949879 0.0 0.0 0.0 0.0 0.0 0.0 597.38356019 43.737084326 3.19153474113 3.07638051989 1.97509865493 581.034831658
8320953880 0.0 0.0 0.0 0.0 0.0 0.0 596.262379026 43.5614547199 3.1927995847 3.07741533366 1.97899037181 580.879466174
8320957880 0.0 0.0 0.0 0.0 0.0 0.0 595.24755581 43.1866985503 3.18961452538 3.07725083707 1.98353398876 580.733504264
8320961881 0.0 0.0 0.0 0.0 0.0 0.0 595.153900262 43.0264381245 3.18751721949 3.08041864052 1.98956332432 580.495869399
8320965882 0.0 0.0 0.0 0.0 0.0 0.0 594.007765128 42.9605524731 3.18618104931 3.07916144342 1.99541880965 580.202120185
8320969883 0.0 0.0 0.0 0.0 0.0 0.0 593.636844621 44.2710516054 3.1859073059 3.0760886859 2.00895726555 579.923888873
8320973883 0.0 0.0 0.0 0.0 0.0 0.0 592.53860921 44.1275113369 3.18637072607 3.07427174195 2.02690869251 579.746496951
8320977884 0.0 0.0 0.0 0.0 0.0 0.0 591.814178024 45.2773947943 3.18789423239 3.06953035276 2.0402888932 579.659061813
8320981885 0.0 0.0 0.0 0.0 0.0 0.0 591.027853227 48.7857009716 3.1898706188 3.07819448888 2.05142390023 580.128067005
8320985886 0.0 0.0 0.0 0.0 0.0 0.0 590.41546808 48.5955036917 3.19208907624 3.07087514391 2.06720487787 581.238638878
8320989886 0.0 0.0 0.0 0.0 0.0 0.0 590.406576908 47.5887533978 3.19154319345 3.07459323451 2.08620985716 582.239949741
8320993887 0.0 0.0 0.0 0.0 0.0 0.0 590.578452404 49.594350907 3.19659438394 3.07675395414 2.09095608435 582.963885424
8320997886 0.0 0.0 0.0 0.0 0.0 0.0 591.351554152 48.2851968407 3.19949861837 3.0786342292 2.10342398928 583.609563763
8321001886 0.0 0.0 0.0 0.0 0.0 0.0 592.617007028 46.8350803675 3.20413804143 3.0821046724 2.11310644254 584.074036677
8321005885 0.0 0.0 0.0 0.0 0.0 0.0 593.379468934 44.926329883 3.20595212492 3.08422258672 2.11916423052 584.450471813
8321009884 0.0 0.0 0.0 0.0 0.0 0.0 593.9068053 45.6685205754 3.20490805468 3.08674621431 2.1444463831 584.713799698
8321013884 0.0 0.0 0.0 0.0 0.0 0.0 593.679302437 46.9051574278 3.20634120367 3.09719406567 2.14345447348 584.26193155
8321017883 0.0 0.0 0.0 0.0 0.0 0.0 593.989235766 45.0717620209 3.20363289406 3.10160262052 2.15027885003 583.91589168
8321021882 0.0 0.0 0.0 0.0 0.0 0.0 593.722270158 45.559578934 3.20130893434 3.10671380586 2.15284375735 583.547281627
8321025882 0.0 0.0 0.0 0.0 0.0 0.0 594.155100028 43.3241364034 3.19975796863 3.11136361695 2.16146796014 583.196330839
8321029881 0.0 0.0 0.0 0.0 0.0 0.0 594.677302479 42.7370205833 3.20063219703 3.11528200578 2.16318694778 582.900737074
8321033880 0.0 0.0 0.0 0.0 0.0 0.0 594.747256997 42.0218494635 3.20104194532 3.1171982294 2.16644272347 582.659057891
8321037880 0.0 0.0 0.0 0.0 0.0 0.0 594.400713232 42.305503208 3.20298812657 3.11889550087 2.16485601357 582.442829576
8321041879 0.0 0.0 0.0 0.0 0.0 0.0 593.768761582 42.1070620548 3.20260373616 3.12232031278 2.16672632557 582.260175272
8321045878 0.0 0.0 0.0 0.0 0.0 0.0 593.295624253 43.132711748 3.20396348609 3.12387802253 2.16864013072 581.978559849
8321049877 0.0 0.0 0.0 0.0 0.0 0.0 592.693889261 44.4948346123 3.20384969928 3.12916660534 2.1677987467 581.774022386
8321053877 0.0 0.0 0.0 0.0 0.0 0.0 592.45696835 44.7659506351 3.20399429564 3.13272981857 2.17079281353 581.541155088
8321057876 0.0 0.0 0.0 0.0 0.0 0.0 592.561870219 45.4391467733 3.20416506991 3.13748238259 2.16763696438 581.226716542
8321061875 0.0 0.0 0.0 0.0 0.0 0.0 592.007776808 45.8978012096 3.20457807499 3.14164334333 2.16770536392 580.919076047
8321065875 0.0 0.0 0.0 0.0 0.0 0.0 591.820297412 45.6411482288 3.20366310946 3.14787588855 2.1669956375 580.521770423
8321069874 0.0 0.0 0.0 0.0 0.0 0.0 590.520846785 46.3443876214 3.19850083236 3.15106271674 2.16227824019 580.050176291
8321073873 0.0 0.0 0.0 0.0 0.0 0.0 590.612536988 48.4800768564 3.19660992955 3.15770474895 2.15955048569 579.537214217
8321077873 0.0 0.0 0.0 0.0 0.0 0.0 590.596301008 53.8127908224 3.20021939424 3.163158597 2.15234911454 579.094922087
8321081872 0.0 0.0 0.0 0.0 0.0 0.0 589.96796547 51.2299368987 3.19552198633 3.18058139817 2.15753540519 579.256305924
8321085871 0.0 0.0 0.0 0.0 0.0 0.0 589.529753361 55.1481073693 3.19704561795 3.19873842422 2.14645180994 579.252490756
8321089871 0.0 0.0 0.0 0.0 0.0 0.0 588.453412239 53.5482383653 3.19509860691 3.21270645524 2.13740778905 579.338299085
8321093870 0.0 0.0 0.0 0.0 0.0 0.0 588.357361645 54.3922521778 3.19175640478 3.22460734699 2.12798480621 579.536654939
8321097869 0.0 0.0 0.0 0.0 0.0 0.0 587.2998555 53.6827872232 3.1909232836 3.23774574094 2.10225504514 579.599050608
8321101868 0.0 0.0 0.0 0.0 0.0 0.0 587.26101706 58.0033714324 3.19586863311 3.25346223101 2.08460432183 579.641515489
8321105867 0.0 0.0 0.0 0.0 0.0 0.0 586.236441924 59.7954888349 3.19827559305 3.26403995255 2.07915741718 579.866864264
8321109866 0.0 0.0 0.0 0.0 0.0 0.0 587.69793131 59.7026774643 3.20029418436 3.28549641077 2.07740316734 580.361526663
8321113864 0.0 0.0 0.0 0.0 0.0 0.0 588.554161572 59.866208799 3.19951331531 3.3143986073 2.06642353754 581.447163434
8321117863 0.0 0.0 0.0 0.0 0.0 0.0 588.196045472 55.437773229 3.20000881596 3.33553587521 2.04602921948 581.820930809
8321121862 0.0 0.0 0.0 0.0 0.0 0.0 587.137621055 51.6741209464 3.20134165536 3.3544840491 2.01351218045 581.935932484
8321125860 0.0 0.0 0.0 0.0 0.0 0.0 587.876236646 54.2945703725 3.20232174997 3.36776907799 1.99364318458 581.928398408
8321129859 0.0 0.0 0.0 0.0 0.0 0.0 587.932693613 54.0840676239 3.2015608214 3.37787030163 1.98113104541 581.781302497
8321133858 0.0 0.0 0.0 0.0 0.0 0.0 588.133333819 52.914382842 3.20124797274 3.38966580184 1.97311468281 581.526280868
8321137856 0.0 0.0 0.0 0.0 0.0 0.0 588.838353363 55.3731544306 3.20479814861 3.40791550599 1.9551111727 581.064757733
8321141855 0.0 0.0 0.0 0.0 0.0 0.0 588.375387383 55.5559775159 3.20430980851 3.43892553568 1.93500613741 581.178448066
8321145854 0.0 0.0 0.0 0.0 0.0 0.0 588.891113399 54.9379087935 3.20068715161 3.4524454533 1.93044258154 581.515592192
8321149852 0.0 0.0 0.0 0.0 0.0 0.0 588.996685335 53.7055587562 3.20057970594 3.47117174359 1.91853153039 581.988062643
8321153851 0.0 0.0 0.0 0.0 0.0 0.0 588.013740377 52.5788111241 3.20172616349 3.49703871748 1.9031311313 582.254228679
8321157850 0.0 0.0 0.0 0.0 0.0 0.0 586.79112116 51.7729835173 3.19885729003 3.51480773934 1.89644226503 582.698177773
8321161848 0.0 0.0 0.0 0.0 0.0 0.0 587.22031059 53.1849302216 3.20330981929 3.53077864062 1.88747726313 583.091156952
8321165847 0.0 0.0 0.0 0.0 0.0 0.0 593.859600115 52.6134910547 3.20657919854 49.6518867532 1.36059153168 583.280513771
8321169846 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321173844 0.0 0.0 0.0 0.0 0.0 0.0 589.963609936 53.8772004886 3.2085297488 3.5779684124 1.80931901256 583.044499002
8321177843 0.0 0.0 0.0 0.0 0.0 0.0 589.635111248 51.5504089034 3.21128761186 3.60138575657 1.78195307835 582.980689289
8321181842 0.0 0.0 0.0 0.0 0.0 0.0 589.796092596 50.7364712755 3.20952895459 3.61642081284 1.75331234664 582.94774516
8321185840 0.0 0.0 0.0 0.0 0.0 0.0 586.925500208 50.8629607499 3.21071773424 -30.6977920149 1.71700426947 582.956255271
8321189839 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321193838 0.0 0.0 0.0 0.0 0.0 0.0 586.781045526 141.001298619 3.20416680846 3.61032365945 1.59976174178 582.982055695
8321197836 0.0 0.0 0.0 0.0 0.0 0.0 584.088361678 160.071205302 3.19246552453 3.60466581295 1.47271588226 582.704448163
8321201835 0.0 0.0 0.0 0.0 0.0 0.0 582.126472361 158.982318875 3.18691554154 3.56543894555 1.35403637594 582.69551446
8321205834 0.0 0.0 0.0 0.0 0.0 0.0 579.808202805 169.230857482 3.17167736901 3.56448013422 1.31841815388 582.556776543
8321209832 0.0 0.0 0.0 0.0 0.0 0.0 577.844098944 177.278559123 3.15992453514 3.5830764082 1.27238902754 583.396380894
8321213831 0.0 0.0 0.0 0.0 0.0 0.0 573.367756598 174.680262752 3.15080249927 3.59990855286 1.23486876089 584.300632021
8321217829 0.0 0.0 0.0 0.0 0.0 0.0 570.926953101 180.937337924 3.1458158539 3.61400122173 1.20711046408 585.004614367
8321221828 0.0 0.0 0.0 0.0 0.0 0.0 571.015143582 179.876424815 3.13337992555 3.62657881916 1.20031115723 585.551564156
8321225826 0.0 0.0 0.0 0.0 0.0 0.0 570.695632957 163.172115954 3.12423220215 3.63178870641 1.11288901009 586.10635338
8321229824 0.0 0.0 0.0 0.0 0.0 0.0 570.503671448 181.200547576 3.12340600291 3.63691512843 1.09117503938 586.167867315
8321233822 0.0 0.0 0.0 0.0 0.0 0.0 568.254746667 186.184082372 3.11448928632 3.6749396747 1.04854352043 584.875422716
8321237821 0.0 0.0 0.0 0.0 0.0 0.0 566.302322645 201.807753288 3.10508491528 3.68394403047 0.998529911112 584.092936299
8321241819 0.0 0.0 0.0 0.0 0.0 0.0 564.761618209 215.678373994 3.08239371119 3.69335436455 0.885687237437 582.81439887
8321245817 0.0 0.0 0.0 0.0 0.0 0.0 560.622224418 304.555726654 3.05294764364 3.66609390883 0.810078804804 581.014036845
8321249815 0.0 0.0 0.0 0.0 0.0 0.0 561.469121326 314.285151051 3.025525163 3.61258979024 0.773390959885 581.865374998
8321253813 0.0 0.0 0.0 0.0 0.0 0.0 555.801520339 316.850462575 3.00539724496 3.66873083918 0.749334749039 580.187269051
8321257812 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321261810 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321265808 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321269806 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321273805 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321277803 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321281801 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321285799 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321289798 0.0 0.0 0.0 0.0 0.0 0.0 558.489998509 332.886835673 2.99076812722 3.69703357348 0.702404773875 578.139097342
8321293796 0.0 0.0 0.0 0.0 0.0 0.0 556.417685416 378.580854108 2.98491765942 3.70074252124 0.690902720684 576.926277888
8321297794 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.98491765942 -9.68282087019 -1.90494203692 576.926277888
8321301792 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.98491765942 -9.68198790938 -1.94567191171 576.926277888
8321305791 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.98491765942 -9.65246427417 -1.95744235646 576.926277888
8321309789 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.98491765942 -10.0390385722 -2.03589760384 597.49741455
8321313788 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.98491765942 -10.3396766579 -2.1223559782 615.370634459
8321317788 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.83202926907 -10.6253976153 -2.19215388697 631.538438231
8321321788 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.83202926907 -10.8745884451 -2.26441210201 647.021955741
8321325787 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.83202926907 -11.1257016478 -2.31200504378 660.23322724
8321329787 0.0 0.0 0.0 0.0 0.0 0.0 556.540491052 124.087530169 2.89558904834 4.13132940213 0.588516960486 652.882877194
8321333787 0.0 0.0 0.0 0.0 0.0 0.0 557.325033029 138.28869235 2.94608470733 4.08935593916 0.569186440358 646.331411512
8321337787 0.0 0.0 0.0 0.0 0.0 0.0 555.342190553 171.714229007 2.9887524395 4.03106805038 0.545427757547 639.892953038
8321341786 0.0 0.0 0.0 0.0 0.0 0.0 553.778557638 142.614886378 3.00936377902 3.99509745295 0.531530607906 634.407408931
8321345786 0.0 0.0 0.0 0.0 0.0 0.0 552.690470915 156.518323676 3.01790984044 3.96919774155 0.511736672011 629.91495761
8321349786 0.0 0.0 0.0 0.0 0.0 0.0 553.537632704 169.565312596 3.03884344653 3.92577970928 0.42419280118 626.575682011
8321353785 0.0 0.0 0.0 0.0 0.0 0.0 548.538508733 259.40649055 3.04682964872 3.96899415029 0.478647412704 619.806634333
8321357785 0.0 0.0 0.0 0.0 0.0 0.0 545.460568481 245.796548547 3.04696421812 3.91984418753 0.399399029856 613.47391402
8321361785 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321365784 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321369784 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.04696421812 -10.6612949256 -2.53937457524 630.683723025
8321373784 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.04696421812 -10.928232227 -2.59972710776 644.59788966
8321377783 0.0 0.0 0.0 0.0 0.0 0.0 546.864104558 167.581868544 3.05872992101 3.98443241518 0.319782680823 639.017236217
8321381783 0.0 0.0 0.0 0.0 0.0 0.0 551.55821281 157.239075152 3.06252736766 3.95662601321 0.294903253689 633.931206249
8321385783 0.0 0.0 0.0 0.0 0.0 0.0 550.966798782 193.447524582 3.06832708893 3.92899946681 0.259400051609 629.233075332
8321389782 0.0 0.0 0.0 0.0 0.0 0.0 550.393982315 217.740871632 3.0739789887 3.90582474385 0.242418506837 625.429210929
8321393782 0.0 0.0 0.0 0.0 0.0 0.0 546.001908313 233.637431296 3.06569892039 3.88128655941 0.233267478106 622.123981451
8321397782 0.0 0.0 0.0 0.0 0.0 0.0 547.777680769 215.962068549 3.06098758818 3.85695122115 0.159229065649 619.695402686
8321401781 0.0 0.0 0.0 0.0 0.0 0.0 547.32693924 229.347511822 3.05952799707 3.83960269632 0.15407472612 617.483000336
8321405781 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321409781 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321413780 0.0 0.0 0.0 0.0 0.0 0.0 550.246448176 210.029338983 3.05698318493 3.81301373072 0.122627505852 615.091929045
8321417780 0.0 0.0 0.0 0.0 0.0 0.0 549.08294951 206.850889919 3.04999015099 3.79157291494 0.113277116685 612.731098905
8321421781 0.0 0.0 0.0 0.0 0.0 0.0 550.588343663 211.896077063 3.04442552776 3.77549774165 0.0983380156034 610.559329368
8321425781 0.0 0.0 0.0 0.0 0.0 0.0 551.772098214 219.852648105 3.03142188938 3.75906694043 0.0861152993359 608.456071631
8321429782 0.0 0.0 0.0 0.0 0.0 0.0 553.262517592 228.321227798 3.02082072689 3.74721214255 0.072997991537 606.531522365
8321433783 0.0 0.0 0.0 0.0 0.0 0.0 552.407527742 229.317466961 3.01263236133 3.73465862668 0.0574798366067 604.817124272
8321437784 0.0 0.0 0.0 0.0 0.0 0.0 553.012826167 233.713702169 3.008208623 3.7273374189 0.0429543690561 603.381529213
8321441784 0.0 0.0 0.0 0.0 0.0 0.0 553.510605267 237.428915723 3.0023524181 3.72138692382 0.0301253202767 602.37287589
8321445785 0.0 0.0 0.0 0.0 0.0 0.0 554.643773813 251.784938837 2.99980403655 3.71840362486 0.0191394896638 601.58315147
8321449786 0.0 0.0 0.0 0.0 0.0 0.0 554.888723812 246.443398551 2.99143796741 3.71966064639 0.0118869095504 601.275073846
8321453786 0.0 0.0 0.0 0.0 0.0 0.0 553.861022735 245.966961503 2.97777508021 3.71957238222 0.00408399778073 601.054786934
8321457787 0.0 0.0 0.0 0.0 0.0 0.0 553.070649525 260.233473412 2.97583546663 3.72298999512 -0.0131076941668 600.830143951
8321461788 0.0 0.0 0.0 0.0 0.0 0.0 552.376199488 262.363435439 2.97302301788 3.71202189512 -0.0598999716891 600.036091308
8321465788 0.0 0.0 0.0 0.0 0.0 0.0 551.667062579 268.69096852 2.96661207648 3.70281940261 -0.0753153708424 598.992129647
8321469789 0.0 0.0 0.0 0.0 0.0 0.0 551.622674994 257.968438765 2.95898503819 3.68770190044 -0.149003974313 598.170772004
8321473790 0.0 0.0 0.0 0.0 0.0 0.0 551.109905907 260.457168106 2.94962423183 3.67915625424 -0.162468808055 597.311132419
8321477790 0.0 0.0 0.0 0.0 0.0 0.0 551.071193315 266.682218027 2.94547554567 3.67062351916 -0.180926226262 596.369093655
8321481791 0.0 0.0 0.0 0.0 0.0 0.0 550.625624499 270.057945754 2.94378300461 3.66414550907 -0.192105178791 595.456428163
8321485792 0.0 0.0 0.0 0.0 0.0 0.0 548.89799655 269.982281586 2.93847328023 3.65489114427 -0.20030580193 594.75775212
8321489793 0.0 0.0 0.0 0.0 0.0 0.0 548.911761137 271.389632987 2.93512473666 3.65049762458 -0.20622345698 594.185756546
8321493793 0.0 0.0 0.0 0.0 0.0 0.0 547.501273306 268.706253012 2.92392563927 3.64644972303 -0.210695561163 593.835413411
8321497794 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.92392563927 -10.5292731301 -3.20692653009 611.697673879
8321501795 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.92392563927 -10.8312492613 -3.32752051982 628.964912324
8321505795 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.92392563927 -11.0852001942 -3.44769227915 644.455344976
8321509796 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321513797 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321517797 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321521798 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321525798 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.92392563927 -11.3780017123 -3.63087433238 659.752397796
8321529799 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.92392563927 -11.6038125816 -3.71451357189 670.856819963
8321533799 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321537800 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321541800 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.82328585997 -11.7864578089 -3.87117446378 680.86798444
8321545801 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.82328585997 -11.9531185135 -3.92716560284 688.798014442
8321549802 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321553802 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321557803 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321561803 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321565804 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.82328585997 -12.1060015597 -4.19180816703 696.957359699
8321569804 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.82328585997 -12.2363614061 -4.25763870573 704.211563554
8321573805 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321577805 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321581806 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321585806 0.0 0.0 0.0 0.0 0.0 0.0 532.766795648 -84.2452854518 2.89434055304 3.85181522106 -0.777828418387 696.39840721
8321589807 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321593808 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321597808 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321601809 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321605809 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321609810 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321613810 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321617811 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321621811 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321625812 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321629813 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321633814 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321637815 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.89434055304 -12.4413710145 -4.60127512857 705.655013505
8321641816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.89434055304 -12.59321018 -4.65140134305 712.359616362
8321645817 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321649818 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321653819 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321657820 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321661821 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321665822 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321669823 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321673824 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321677825 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321681826 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321685827 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321689828 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321693829 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321697830 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321701831 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321705832 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321709833 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.89434055304 -13.048083881 -4.9743868724 720.676548772
8321713833 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.89434055304 -13.2106513722 -5.03691890811 728.348109906
8321717833 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321721834 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321725834 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8321729834 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
