t_Tracker;t_soll;t_ist;pix_x;pix_y;deg_x;deg_y
4764763431;0.016662297197;0.0155157527188;2.94463905197;-2.94438690986;0.0806456277186;-0.0814938297582
4764781439;0.0321780499157;0.0321162001928;5.68754143924;-5.68572520998;0.15576623873;-0.157367742929
4764796463;0.0487784973898;0.0488468623953;8.62408928512;-8.61776128136;0.236190270395;-0.238519730002
4764814453;0.0655091595923;0.0654992674245;11.5866397039;-11.571307114;0.31732644157;-0.320267057591
4764832467;0.0821615646214;0.084154605167;14.5393018821;-14.5090411092;0.398191800821;-0.401576750037
4764847476;0.100816902364;0.0995693294099;17.8530561977;-17.7971188181;0.488946488296;-0.492583147375
4764865509;0.116231626607;0.115414467524;20.5968917344;-20.5111290308;0.564092655724;-0.5677006822
4764880497;0.132076764721;0.1321185095;23.423628891;-23.2977168338;0.641509272282;-0.644826997109
4764898510;0.148780806697;0.148742049234;26.4114438856;-26.2313323607;0.723337371241;-0.726022699863
4764913523;0.165404346431;0.165404717438;29.3938523934;-29.1461733528;0.805017401282;-0.80669876685
4764931532;0.182067014635;0.182133134571;32.3932941958;-32.0626756014;0.88716392678;-0.887420813585
4764946540;0.198795431768;0.19879163336;35.4156746627;-34.9848747072;0.969938679696;-0.968300536168
4764964560;0.215453930557;0.215444038506;38.4374936812;-37.8884876576;1.05269805607;-1.04866583689
4764982565;0.232106335703;0.232049617567;41.4712593795;-40.784083432;1.13578461941;-1.1288092407
4764997627;0.248711914764;0.248805937823;44.5104952584;-43.6640010471;1.21902099606;-1.20851870927
4765015595;0.26546823502;0.265378802782;47.592513669;-46.5617961024;1.30342906951;-1.28872298409
4765030597;0.282041099979;0.2821030505;50.6568079689;-49.4190497905;1.38735172793;-1.36780516751
4765048608;0.298765347697;0.298742626444;53.766260112;-52.2928405778;1.47251113644;-1.44734505963
4765063621;0.315404923641;0.315355261555;56.8780960246;-55.1418559947;1.55773582989;-1.52619922672
4765081632;0.332017558752;0.332797293551;60.0039367789;-57.9753702394;1.64334407773;-1.60462435716
4765096644;0.349459590748;0.348689578474;63.307410484;-60.9378368354;1.73381720734;-1.68661859087
4765114651;0.365351875671;0.365345832193;66.3375694351;-63.625192571;1.81680499172;-1.76099839133
4765129677;0.38200812939;0.382066872553;69.5350524394;-66.4287875395;1.90437532528;-1.8385954253
4765147674;0.39872916975;0.398721202044;72.7682656097;-69.2291427916;1.99292421058;-1.91610279141
4765165707;0.415383499241;0.415329988347;76.0127827489;-72.0033816793;2.08178268074;-1.99288731686
4765180704;0.431992285544;0.432016390376;79.2734771543;-74.7542985595;2.17108420207;-2.06902634301
4765198715;0.448678687573;0.448659494403;82.5755949177;-77.5013259185;2.26152019614;-2.14505771619
4765213734;0.4653217916;0.466152521782;85.8962765057;-80.223552083;2.3524646027;-2.22040264958
4765231731;0.482814818979;0.482052824809;89.4168207138;-83.0646839045;2.448882701;-2.29903861696
