t_Tracker;t_soll;t_ist;pix_x;pix_y;deg_x;deg_y
8824108100;0.0166368038513;0.0170591455753;2.94013323559;-2.93988224907;0.0805222257042;-0.0813691511508
8824126108;0.0336959494267;0.0329611083289;5.95595596033;-5.95387035901;0.16311737996;-0.164789381387
8824141121;0.0495979121802;0.04963858884;8.76910796106;-8.76245558094;0.240161936173;-0.24252453405
8824159131;0.0662753926914;0.066306768269;11.7224069587;-11.7065297878;0.321044736171;-0.324009708912
8824177147;0.0829435721203;0.0859387854143;14.6780750487;-14.6469413476;0.401992419142;-0.405393510162
8824192155;0.102575589266;0.0996100922493;18.1658250571;-18.106905696;0.49751237381;-0.501157332718
8824210171;0.116246896101;0.119041655053;20.5996125739;-20.5138160187;0.564167172091;-0.56777505182
8824225173;0.135678458904;0.132923679492;24.0671410747;-23.9306245981;0.659133314851;-0.662344422356
8824240188;0.149560483343;0.149589934561;26.5511163165;-26.3681518087;0.727162617959;-0.729809546205
8824258201;0.166226738412;0.166256831086;29.5416474515;-29.2902451204;0.809065104591;-0.810686340651
8824276210;0.182893634937;0.185014225841;32.5423728486;-32.207215088;0.891246784243;-0.891421332768
8824291219;0.201651029692;0.199586133946;35.9327909073;-35.4830797847;0.984101082425;-0.982089702134
8824309230;0.216222937797;0.21806706208;38.5772976583;-38.022363932;1.05652690548;-1.05237122299
8824324242;0.234703865931;0.232957772772;41.9457242784;-41.2350872478;1.14877891818;-1.14129198476
8824342267;0.249594576624;0.249608632941;44.6724550116;-43.8168591654;1.22345663172;-1.21274946897
8824357263;0.266245436792;0.266203686624;47.7358530532;-46.6959910445;1.30735474407;-1.29243719018
8824375274;0.282840490475;0.282905221662;50.8050339501;-49.5566361206;1.39141123304;-1.37161323937
8824390294;0.299542025513;0.299554798927;53.9110997086;-52.4260551754;1.47647789772;-1.45103213204
8824408298;0.316191602778;0.317111391996;57.0256808225;-55.2762860804;1.56177777474;-1.52991994103
8824426320;0.333748195847;0.332870310529;60.3307090507;-58.2698991123;1.6522934785;-1.61277623616
8824441318;0.34950711438;0.3495449045;63.3164425506;-60.945890267;1.734064571;-1.68684149126
8824459331;0.366181708352;0.366193840309;66.4963388563;-63.7651907607;1.82115325288;-1.7648732179
8824474349;0.382830644161;0.382870679365;69.6935414653;-66.5668764865;1.90871590718;-1.84241740845
8824492353;0.399507483216;0.399529557712;72.9193470912;-69.3591314043;1.99706192005;-1.919700576
8824510370;0.416166361563;0.419127898531;76.1659074614;-72.133407259;2.08597634874;-1.99648612462
8824525376;0.435764702382;0.43283993769;80.0176794224;-75.3768410667;2.19146587127;-2.08625688188
8824540391;0.449476741541;0.449507796387;82.7341986467;-77.6322701126;2.26586391945;-2.14868194907
8824558399;0.466144600239;0.466165071106;86.061166082;-80.3576593481;2.35698047821;-2.22411442897
8824576411;0.482801874957;0.485163973251;89.4142039291;-83.0625895051;2.44881103441;-2.29898064882
8824591417;0.501800777103;0.499523560124;93.2742412759;-86.1235925484;2.5545269233;-2.38370214383
8824609432;0.516160363975;0.518197565878;96.2177384082;-88.419108578;2.63514127696;-2.44723672616
8824624441;0.534834369729;0.53283746809;100.080264409;-91.3798183004;2.7409253233;-2.52918233367
8824642472;0.549474271942;0.549521683868;103.13655787;-93.6805819296;2.82462886057;-2.59286215744
8824657465;0.566158487719;0.566233161437;106.650710517;-96.2796796608;2.92087191146;-2.66479918016
8824675477;0.582869965288;0.582815065311;110.204685259;-98.857310355;3.01820558085;-2.73614204487
8824690488;0.599451869162;0.599531995242;113.765719386;-101.388223561;3.11573258753;-2.80619187739
8824708500;0.616168799093;0.61731983244;117.391548429;-103.911434237;3.21503415013;-2.87602852169
8824723520;0.633956636291;0.632793945442;121.290108832;-106.563478459;3.3218050804;-2.94943098099
8824741529;0.649430749294;0.649471425953;124.716286382;-108.841696145;3.41563873347;-3.01248678511
8824759531;0.666108229805;0.666186110793;128.445872534;-111.265545802;3.51778192013;-3.07957334589
8824774556;0.682822914645;0.682797842273;132.22304738;-113.660427048;3.62122843128;-3.14585812792
8824792557;0.699434646125;0.699509319842;136.01668124;-116.00483042;3.72512570988;-3.21074579896
8824807567;0.716146123693;0.716135484043;139.87380197;-118.325670764;3.8307617206;-3.27498129983
8824825582;0.732772287894;0.73277030787;143.752459801;-120.595444833;3.93698757373;-3.33780340414
8824843595;0.749407111721;0.752436322073;147.674965537;-122.825437007;4.04441430133;-3.39952443746
8824858621;0.769073125924;0.766087102384;152.36706037;-125.406347951;4.17291797409;-3.47095809192
8824876611;0.782723906235;0.785520589547;155.65940141;-127.160921439;4.26308621038;-3.51952063397
8824891620;0.802157393398;0.799417367431;160.397161413;-129.60409554;4.39284052753;-3.58714205069
8824909640;0.816054171282;0.81842492921;163.822034614;-131.310166838;4.48663845802;-3.63436216416
8824924644;0.835061733061;0.832755971373;168.556839988;-133.585716414;4.61631185595;-3.69734412116
8824942667;0.849392775224;0.849424471533;172.165505445;-135.255303531;4.71514335477;-3.74355443674
8824957665;0.866061275384;0.866067954987;176.404998732;-137.145201629;4.83125150632;-3.79586245146
8824975683;0.882704758838;0.884546317298;180.683680908;-138.974193377;4.94843293461;-3.84648471908
8824990723;0.90118312115;0.89948321267;185.487596276;-140.933875658;5.07999906667;-3.90072419884
8825008700;0.916120016521;0.917478560208;189.41206219;-142.461134433;5.18747947818;-3.9429951946
8825023792;0.934115364059;0.932706675645;194.189066385;-144.230764092;5.31830858665;-3.99197445672
8825041730;0.949343479496;0.949373892887;198.273215056;-145.665863089;5.43016227312;-4.03169468265
8825056740;0.966010696738;0.966034374869;202.786995298;-147.168385737;5.55378239586;-4.07328103955
8825074820;0.982671178721;0.982752587704;207.344279895;-148.596333606;5.67859398413;-4.1128033388
8825090087;0.999389391556;0.999598770592;211.962510311;-149.951989286;5.80507471208;-4.15032475719
8825107788;1.01623557444;1.0167736986;216.661315908;-151.236736339;5.93376217437;-4.18588358857
8825125789;1.03341050245;1.03270773404;221.497865276;-152.459330892;6.06622206261;-4.2197221823
8825140789;1.04934453789;1.04934865168;226.02581439;-153.511915138;6.19023023209;-4.24885528332
8825158858;1.06598545553;1.0667570689;230.795715543;-154.524219082;6.32086480762;-4.27687351862
8825176813;1.08339387276;1.08565205552;235.829396178;-155.484694809;6.45872358331;-4.3034572686
8825191829;1.10228885938;1.10009855939;241.34199534;-156.408930905;6.60969863047;-4.32903798924
8825209840;1.11673536324;1.11875107644;245.589992229;-157.029631681;6.72603967249;-4.34621755325
8825224847;1.13538788029;1.13264625068;251.115565909;-157.717033625;6.87737005629;-4.36524325154
8825239857;1.14928305454;1.1492987145;255.260391346;-158.143015445;6.99088551381;-4.37703344455
8825257881;1.16593551835;1.16597459137;260.258085553;-158.553625604;7.12775871943;-4.38839818547
8825275883;1.18261139522;1.18471049742;265.294016589;-158.852438838;7.26567912747;-4.3966686457
8825290895;1.20134730127;1.19930196987;270.986440649;-159.049759304;7.42157908784;-4.4021300205
8825308900;1.21593877372;1.21774441077;275.442685654;-159.098988995;7.54362347746;-4.40349258465
8825323922;1.23438121462;1.23263544219;281.10072446;-159.02649049;7.69858171956;-4.40148599345
8825341936;1.24927224604;1.24932703468;285.687618349;-158.855283401;7.82420422555;-4.39674737663
8825356938;1.26596383853;1.26593299308;290.845668224;-158.540525805;7.96546913532;-4.38803561326
8825376917;1.28256979693;1.28268584442;295.991313301;-158.095349723;8.10639431153;-4.37571416744
8825389977;1.29932264828;1.29927897375;301.193007559;-157.509512038;8.24885452185;-4.35949953327
8825407966;1.3159157776;1.31673325493;306.351660282;-156.790727468;8.39013594197;-4.33960523637
8825425976;1.33337005878;1.33261629479;311.78056762;-155.882495553;8.53881889847;-4.3144674745
8825441006;1.34925309864;1.34925657097;316.718831945;-154.917625016;8.67406448182;-4.28776208634
8825458998;1.36589337483;1.36592924058;321.886031104;-153.762515475;8.81557996552;-4.25579132191
8825474021;1.38256604443;1.38257496912;327.051794461;-152.454459251;8.9570561265;-4.2195873465
8825492026;1.39921177298;1.39926944816;332.192592388;-150.995488635;9.0978485525;-4.17920640927
8825510038;1.41590625201;1.4188883155;337.326352534;-149.376288752;9.23844823286;-4.13439069598
8825525051;1.43552511935;1.43257758304;343.323427078;-147.270893614;9.40269173863;-4.07611822086
8825540057;1.4492143869;1.44922876394;347.480077912;-145.670598082;9.51653106147;-4.03182573633
8825558068;1.4658655678;1.46587096449;352.499632113;-143.577100504;9.6540029527;-3.9738825582
8825576077;1.48250776834;1.48482336124;357.470520932;-141.322222385;9.79014203189;-3.91147273937
8825591085;1.50146016509;1.49922400115;363.067134565;-138.55501081;9.94341800616;-3.8348827137
8825609101;1.515860805;1.5158578628;367.267961206;-136.309751016;10.0584671838;-3.77273910794
8825624107;1.53249466665;1.53253534331;372.058232343;-133.562509472;10.1896596376;-3.69670180659
8825642125;1.54917214716;1.54922404926;376.787497972;-130.642395172;10.319181317;-3.61587978661
8825657135;1.56586085311;1.56590441631;381.438880177;-127.554449085;10.446569982;-3.53041257037
8825675144;1.58254122016;1.58250812963;385.999433896;-124.302823036;10.5714711026;-3.44041507081
8825690157;1.59914493348;1.59918528941;390.443634591;-120.903067094;10.6931856314;-3.34631767789
8825708166;1.61582209326;1.6169384881;394.804042095;-117.325891065;10.8126052934;-3.24730970671
8825723174;1.63357529195;1.6324898963;399.323186864;-113.341150555;10.9363723359;-3.13702129194
8825741193;1.64912670015;1.64917122553;403.170739383;-109.702968865;11.0417462994;-3.03632482496
8825759200;1.66580802938;1.66581855771;407.174974392;-105.649845199;11.1514113688;-2.92414372235
8825774219;1.68245536156;1.68249154804;411.036702456;-101.452726208;11.2571735618;-2.80797716169
8825792219;1.69912835189;1.69913310713;414.762179034;-97.100382119;11.3592041985;-2.68751432883
8825807232;1.71576991098;1.71589782537;418.331151658;-92.611959149;11.4569486189;-2.5632851468
8825825242;1.73253462922;1.73247459762;421.767999526;-87.9492744158;11.5510745029;-2.43423280161
8825840256;1.74911140147;1.74912353344;425.002601653;-83.2047857708;11.6396614279;-2.30291631306
8825858269;1.76576033729;1.76582250265;428.080360145;-78.3110472245;11.7239528338;-2.16746893193
8825876281;1.7824593065;1.78507766563;430.988431859;-73.2792424712;11.8035969819;-2.02820019705
8825891287;1.80171446949;1.79915212624;434.110584967;-67.3324447076;11.8891042352;-1.86360656877
8825909300;1.8157889301;1.81808527937;436.230843951;-62.8935062318;11.9471723426;-1.74074700325
8825924310;1.83472208323;1.83243011279;438.86046946;-56.8081725425;12.019190609;-1.57231902049
8825942332;1.84906691665;1.84915024999;440.678315106;-52.1168773684;12.0689764404;-1.44247480437
8825957331;1.86578705384;1.86575139749;442.60250705;-46.5686440977;12.1216748066;-1.28891252079
8825975344;1.88238820134;1.88243304745;444.301252982;-40.9826960376;12.1681988218;-1.13430637894
8825990358;1.8990698513;1.89913939338;445.791490657;-35.3010511701;12.2090123649;-0.977051570467
8826008368;1.91577619723;1.91719150959;447.062453922;-29.5512702701;12.2438205803;-0.817910913973
8826023376;1.93382831344;1.9323990985;448.182960828;-23.2820868167;12.2745082065;-0.644394394331
8826041386;1.94903590235;1.94906535357;448.920697025;-17.9641996889;12.2947127877;-0.497207560015
8826056399;1.96570215742;1.96571942101;449.510645697;-12.10721185;12.3108698719;-0.335099663038
8826074421;1.98235622486;1.98240267461;449.870412733;-6.23382960928;12.3207229092;-0.172538006883
8826092421;1.99903947846;1.99910068164;449.999615853;-0.339476012836;12.32426143;-0.0093959120333
8826107431;2.01573748549;2.01574480655;449.896897002;5.56067052787;12.321448241;0.153906518135
8826125465;2.0323816104;2.03236359403;449.563756026;11.4322785343;12.3123244188;0.316419067584
8826140455;2.04900039788;2.04904973417;449.002117265;17.2755016442;12.2969426659;0.478145988648
8826158469;2.06568653802;2.06644596376;448.209418991;23.1129067877;12.2752328234;0.639711881842
8826176477;2.08308276761;2.08530919842;447.14109011;29.156619719;12.2459742109;0.806987898142
8826191495;2.10194600227;2.09903823611;445.707024259;35.64884167;12.2066990608;0.986677608302
8826209509;2.11567503996;2.11835497866;444.485494968;40.3264071993;12.173244707;1.11614181956
8826224508;2.13499178251;2.13236112443;442.51759478;46.8288853482;12.1193492913;1.29611539759
8826242533;2.14899792828;2.15017654415;440.911822053;51.4790086107;12.0753715584;1.42482007028
8826257531;2.166813348;2.16565354369;438.656897363;57.3063164929;12.0136153248;1.5861064946
8826275546;2.18229034754;2.18435898069;436.509358227;62.281981097;11.9548000886;1.72382139981
8826290567;2.20099578454;2.19900080727;433.686434599;68.1784894059;11.8774879141;1.88702313212
8826308566;2.21563761112;2.21568438159;431.308173479;72.6982452216;11.8123538323;2.01211953496
