t_tracker,pix_x,pix_y,zeitstempel,blick_l_x,blick_l_y,blick_r_x,blick_r_y,blick_m_x,blick_m_y,pix_x_translation,pix_y_translation,delta_l_t,delta_m_t,delta_r_t,geschwindigkeit_l,geschwindigkeit_m,geschwindigkeit_r,sacc_l,sacc_m,sacc_r,richtung_delta_l_x,richtung_delta_l_y,richtung_delta_m_x,richtung_delta_m_y,richtung_delta_r_x,richtung_delta_r_y,tendenz_l,tendenz_m,tendenz_r
10765483571.0,7.30306194909,0.0,10765485411,653.229787511,508.109892836,631.893148893,509.23192031900004,642.561468202,508.6709065775,647.30306194909,512.0,7.089358901452418,5.793580436843476,15.656554075422125,0.0,0.0,0.0,0,0,0,1,0,-1,0,-1,0,1,-1,-1
10765501577,13.9874712581,0,10765505418,652.646107092,505.459808925,638.223970944,509.97645421699997,645.435039018,507.71813157099996,653.9874712581,512.0,6.67632811683239,9.564439056461625,15.892849954886184,0.00013563255262324564,0.0001513173584028002,0.0003186110871642699,0,0,0,-1,0,-1,0,-1,0,-1,-1,-1
10765516589,21.2677241729,0,10765517422,654.923197146,505.440466888,639.362795648,505.15711572099997,647.1429963969999,505.2987913045,661.2677241729,512.0,9.125814913885153,15.63374979727919,22.948877073546846,0.00018970111629399008,0.00024670722881457843,0.0004125345506236419,0,0,0,-1,0,-1,0,-1,0,-1,-1,-1
10765534603,28.5647000235,0,10765537429,659.839265048,509.375038212,633.2635246780001,498.206026915,646.551394863,503.7905325635,668.5647000235,512.0,9.111730894848602,23.494275040533765,37.90048382598086,0.00031472541874699245,8.097839809554413e-05,0.0004622199429073006,0,0,0,-1,0,-1,0,-1,0,-1,-1,-1
10765549610,35.8643459655,0,10765553435,659.819960922,500.997766333,626.1853302569999,503.576363326,643.0026455894999,502.28706482949997,675.8643459655,512.0,19.454342370981223,34.2670754694406,50.38811622377794,0.0005233846133109593,0.00024079054669987727,0.0005550977416166233,1,0,1,-1,0,-1,0,-1,0,-1,-1,-1
10765567616,43.1746720691,0,10765569440,653.387592811,492.453841336,626.0747626130001,508.345911522,639.7311777120001,500.39987642899996,683.1746720691,512.0,35.6275512664931,44.96554312824255,57.21671104231578,0.00066820235638813,0.00023597430442097726,0.0002980836996667622,1,0,0,-1,0,-1,0,-1,0,-1,-1,-1
10765582638,50.4564707968,0,10765585446,649.985493973,489.17631168300005,634.771814499,514.352993038,642.3786542360001,501.7646523605,690.4564707968,512.0,46.46311131924022,49.155251871548174,55.734347786988494,0.00029514131402141414,0.00018608943603588967,0.0006603739297994819,0,0,1,-1,0,-1,0,-1,0,-1,-1,-1
10765600641,57.767921179,0,10765601452,650.239104249,492.873074505,640.472384364,512.5085213159999,645.3557443065,502.69079791049995,697.767921179,512.0,51.233072498697,53.232485646054315,57.297793437861515,0.00023150392767717467,0.0001947907968182297,0.0003743309861784192,0,0,0,-1,0,-1,0,-1,0,-1,-1,-1
10765615652,65.059978534,0,10765617457,648.901836987,505.122518239,642.113030135,509.38811269,645.507433561,507.2553154645,705.059978534,512.0,56.577704242800245,59.741255796163244,63.00111322878754,0.0007698982830676743,0.0002853506621179886,0.00022027064550099462,1,0,0,-1,0,-1,0,-1,0,-1,-1,-1
10765633660,72.3802822081,0,10765637439,650.85047779,513.3640454480001,638.885437333,507.23305041099997,644.8679575615,510.29854792950005,712.3802822081,512.0,61.54492222526439,67.53376132229062,73.64927719671844,0.00042381966139443036,0.00015562473505896166,0.00019422149941089264,0,0,0,-1,0,-1,0,-1,0,-1,-1,-1
10765651691,79.6608161798,0,10765653425,687.403129565,515.072465867,658.034533373,505.930568946,672.718831469,510.5015174065,719.6608161798,512.0,32.403678683793444,46.96589591045836,61.92444368666503,0.00228903757033859,0.0017422503121747493,0.0012006343649211412,1,1,1,-1,0,-1,0,-1,0,-1,-1,-1
10765666685,86.9829467746,0,10765669404,689.100351876,514.274174829,676.288318761,505.72484946699996,682.6943353185001,509.999512148,726.9829467746,512.0,37.95079534613583,44.3337688038744,51.081531140414015,0.00011737833920348007,0.000625078369638898,0.001142433479980769,0,1,1,-1,0,-1,0,-1,0,-1,-1,-1
10765684711,94.2844195863,0,10765685377,702.032631601,511.726044166,680.915795021,504.29197098099996,691.4742133110001,508.00900757349996,734.2844195863,512.0,32.25295149358773,42.995834471284674,53.922386810578885,0.0008252004447152383,0.0005636190196180718,0.0003032768836978351,1,1,0,-1,0,-1,0,-1,0,-1,-1,-1
10765699713,101.578163283,0,10765701351,705.687774878,508.518452319,686.834837833,508.19273764,696.2613063555,508.3555949795,741.578163283,512.0,36.058856805462256,45.46316321749896,54.87555856665591,0.0003044318729862265,0.00030046470374190076,0.00044377096425895346,0,0,0,-1,0,-1,0,-1,0,-1,-1,-1
10765717732,108.862210466,0,10765721318,712.531981523,503.243042022,690.827188957,514.373970848,701.67958524,508.808506435,748.862210466,512.0,37.37070842356683,47.29044041233492,58.08355584102307,0.00043278213609479894,0.00027230807154236364,0.0003685296398303925,0,0,0,-1,0,-1,0,-1,0,-1,-1,-1
10765735727,116.186027402,0,10765737291,713.232610334,503.09999691,695.49509731,517.5673377009999,704.363853822,510.33366730549994,756.186027402,512.0,43.86577359194267,51.848956973158224,60.94574837106367,4.476818740470354e-05,0.00019328233510151592,0.00035407885620006275,0,0,0,-1,0,-1,0,-1,0,-1,-1,-1
10765750760,123.820554254,0,10765753264,717.079896858,505.817310124,697.6510521289999,511.59850131800005,707.3654744935,508.70790572100003,763.820554254,512.0,47.14779642690672,56.55098509757579,66.17072020661426,0.0002948812684671643,0.0002137121261387353,0.00039731236934393405,0,0,0,-1,0,-1,0,-1,0,-1,-1,-1
10765765750,130.793048299,0,10765769238,724.825511532,509.242072491,705.793888475,509.434510073,715.3097000035,509.338291282,770.793048299,512.0,46.050196531289664,55.54715682534295,65.04976953373036,0.0005301724914063129,0.0004988855174824353,0.0005274493404892165,1,1,1,-1,0,-1,0,-1,0,-1,-1,-1
10765783774,138.063745229,0,10765785211,733.441086651,510.864919799,721.2264005530001,510.398553554,727.3337436020001,510.6317366765,778.063745229,512.0,44.63709293436851,50.7484503172052,56.85990134125991,0.0005488689883505942,0.0007571159131959396,0.0009680456933404752,1,1,1,-1,0,-1,0,-1,0,-1,-1,-1
10765798780,145.722583655,0,10765801184,770.805854054,511.379386922,750.432772172,504.469056826,760.619313113,507.92422187399995,785.722583655,512.0,14.929634375360154,25.4319908626365,36.08442738350847,0.0023394671649979593,0.0020907472170243577,0.001865785961122932,1,1,1,-1,0,-1,0,-1,0,-1,-1,-1
10765816793,152.662756005,0,10765817158,781.199110575,508.610090754,761.030821813,506.072115527,771.114966194,507.34110314049997,792.662756005,512.0,11.954356998219401,22.045692678763714,32.18258962625995,0.0006733361709786569,0.0006580592894704233,0.0006710030765968039,1,1,1,-1,0,-1,0,-1,0,-1,-1,-1
10765834797,159.971395818,0,10765837140,795.475817498,507.344636139,767.543748182,503.80125984800003,781.5097828400001,505.5729479935,799.971395818,512.0,6.471679620435362,19.548354182480725,33.44804435665257,0.0007172795864528785,0.0005276811955874929,0.00034518381386121745,1,1,0,-1,0,-1,0,-1,0,-1,-1,-1
10765849818,167.262188366,0,10765853129,801.973516397,502.23545951,776.716343285,508.555694906,789.3449298410001,505.39557720799996,807.262188366,512.0,11.104787353953965,19.095720815595662,30.739419143715267,0.0005169691531966656,0.0004901591337400979,0.0006461668050446811,1,1,1,-1,0,-1,0,-1,0,-1,-1,-1
10765867815,174.563380121,0,10765869130,808.982615891,500.267519522,784.14427168,509.24901563199995,796.5634437855,504.75826757699997,814.563380121,512.0,12.992152537493505,19.402071965859314,30.543249226929035,0.00045497956299082496,0.0004528837444369106,0.00046623432308917916,0,0,0,-1,0,-1,0,-1,0,-1,-1,-1
