t_tracker,pix_x,pix_y,zeitstempel,blick_l_x,blick_l_y,blick_r_x,blick_r_y,blick_m_x,blick_m_y,pix_x_translation,pix_y_translation,delta_l_t,delta_m_t,delta_r_t,geschwindigkeit_l,geschwindigkeit_m,geschwindigkeit_r,richtung_delta_l_x,richtung_delta_l_y,richtung_delta_m_x,richtung_delta_m_y,richtung_delta_r_x,richtung_delta_r_y,tendenz_l,tendenz_m,tendenz_r
2039228411.0,7.30627495908,0.0,2039229494,511.88649345,538.762637464,558.83910053,542.965395993,535.36279699,540.8640167285,647.30627495908,512.0,138.03896546988636,115.60481703422673,93.72991358402383,0.0,0.0,0.0,-1,0,-1,0,-1,0,-1,-1,-1
2039246392,13.6654855792,0,2039249489,512.899332664,538.019058633,560.393349524,541.096187746,536.646341094,539.5576231895,653.6654855792,512.0,143.15062423438104,120.2202261348005,97.70506386902484,6.283992408926863e-05,9.15945856688583e-05,0.0001215790414620319,-1,0,-1,0,-1,0,-1,-1,-1
2039264441,20.9371252705,0,2039265485,517.984548779,533.692687452,562.311427098,538.066346019,540.1479879384999,535.8795167354999,660.9371252705,512.0,144.58911374805618,123.12695487556655,102.01216954263504,0.00041739148734032237,0.000317478453665098,0.0002241772663161829,-1,0,-1,0,-1,0,-1,-1,-1
2039279467,28.238302688,0,2039281481,520.154978311,531.543709105,561.432922608,539.037348046,540.7939504595,535.2905285755,668.238302688,512.0,149.36742457485383,129.5550525308378,110.17444079002078,0.00019094275233308254,5.464933889277891e-05,8.186003452262263e-05,-1,0,-1,0,-1,0,-1,-1,-1
2039297479,35.5479550648,0,2039301476,519.191185252,530.323300357,560.18327319,540.981044746,539.687229221,535.6521725514999,675.5479550648,512.0,157.42675376906485,137.90417721450683,118.94919410674231,7.777377729092457e-05,5.8230068017297655e-05,0.00011556655356620503,-1,0,-1,0,-1,0,-1,-1,-1
2039312494,42.848010796,0,2039313473,520.123241913,530.426624237,559.523700569,540.62371433,539.823471241,535.5251692835,682.848010796,512.0,163.76474250826206,144.94637803248864,126.6025375536004,7.816672490927426e-05,1.5525308742288423e-05,6.252791235893819e-05,-1,0,-1,0,-1,0,-1,-1,-1
2039330466,50.4844476318,0,2039333466,519.717755073,530.067090536,560.160213438,541.284510263,539.9389842555,535.6758003995001,690.4844476318,512.0,171.71978059591075,152.3958006893295,133.57390673160745,2.7105799489635453e-05,9.494501825710783e-06,4.589088871732031e-05,-1,0,-1,0,-1,0,-1,-1,-1
2039345504,57.438027087,0,2039349459,520.056546525,530.15771412,559.311045489,544.543786946,539.683796007,537.350750533,697.438027087,512.0,178.30841883778461,159.77815237456107,141.90898884200703,2.1928503393633934e-05,0.00010593874257759786,0.00021059720879377684,-1,0,-1,0,-1,0,-1,-1,-1
2039363570,64.7450621969,0,2039365453,519.977254127,531.349908596,557.923161322,548.446742626,538.9502077245,539.898325611,704.7450621969,512.0,185.77825992733634,168.1256980399536,151.27800773597207,7.470479053980053e-05,0.00016575542895899022,0.0002589956729841394,-1,0,-1,0,-1,0,-1,-1,-1
2039378522,72.0431238206,0,2039381446,522.821840145,535.120583046,557.898027873,551.183224049,540.359934009,543.1519035475001,712.0431238206,512.0,190.62858011386666,174.48655752956628,159.04727489513596,0.00029533607173304707,0.000221713024242487,0.00017111216411731068,-1,0,-1,0,-1,0,-1,-1,-1
2039396569,79.3425563932,0,2039397440,521.01082964,543.242801645,559.880889158,548.777834294,540.445859399,546.0103179695,719.3425563932,512.0,200.77745513760948,182.1008784268244,163.64789156230088,0.0005202994964374197,0.0001787986501699356,0.00019490513597717824,-1,0,-1,0,-1,0,-1,-1,-1
