t_tracker,pix_x,pix_y,zeitstempel,blick_l_x,blick_l_y,blick_r_x,blick_r_y,blick_m_x,blick_m_y,pix_x_translation,pix_y_translation,delta_l_t,delta_m_t,delta_r_t,geschwindigkeit_l,geschwindigkeit_m,geschwindigkeit_r,sacc_l,sacc_m,sacc_r,richtung_delta_l_x,richtung_delta_l_y,richtung_delta_m_x,richtung_delta_m_y,richtung_delta_r_x,richtung_delta_r_y,tendenz_l,tendenz_m,tendenz_r
3271160658.0,7.30319540586,0.0,3271163388,621.576061387,478.54852022,808.077391223,463.760011316,714.826726305,471.15426576799996,647.30319540586,512.0,42.20055597141032,78.9164192677182,167.8554096503313,0.0,0.0,0.0,0,0,0,-1,0,1,0,1,0,-1,1,1
3271175657,13.9114654865,0,3271179382,625.776110033,476.528792328,824.334426766,462.763218532,725.0552683995,469.64600543,653.9114654865,512.0,45.274770018244624,82.79674842020903,177.39291524917667,0.00029138682633734564,0.0006464389870796308,0.0010183547470866956,0,1,1,-1,0,1,0,1,0,-1,1,1
3271193672,21.2190114988,0,3271195377,629.419072297,479.321769036,829.931708488,465.359525796,729.6753903925,472.34064741599997,661.2190114988,512.0,45.59718096740969,79.1147271917173,175.0408751101971,0.0002869905068213691,0.0003343867415369579,0.0003857530137318241,0,0,0,-1,0,1,0,1,0,-1,1,1
3271208687,28.5143314346,0,3271211371,631.545116282,470.561853656,838.194136498,464.44964278,734.86962639,467.505748218,668.5143314346,512.0,55.53235850768442,79.89219993377418,176.21655063615069,0.0005636001634421013,0.0004436801281286507,0.0005197184280872066,1,0,1,-1,0,1,0,1,0,-1,1,1
3271224722,35.8522318839,0,3271227365,631.223609075,461.214403379,850.771180524,462.369045643,740.9973947995,461.79172451100004,675.8522318839,512.0,67.60836337295846,82.24818039859223,181.82373393961677,0.0005847804046099444,0.0005238540019963843,0.0007970474633537228,1,1,1,-1,0,1,0,1,0,-1,1,1
3271242696,43.1157920984,0,3271243360,632.977502548,464.327998176,868.541385014,455.225834222,750.7594437810001,459.77691619899997,683.1157920984,512.0,69.18430340002855,85.45708920062276,193.9225526025522,0.00022341980045093084,0.0006231822946640656,0.001197384842538434,0,1,1,-1,0,1,0,1,0,-1,1,1
3271260721,50.4125173186,0,3271263353,629.816594095,458.782660676,878.387397044,450.061593322,754.1019955695,454.42212699899994,690.4125173186,512.0,80.64707754188105,85.85779579741819,197.91645113428018,0.00031925947399425526,0.0003157306089830441,0.0005561023101757564,0,0,1,-1,0,1,0,1,0,-1,1,1
3271275718,57.740721216,0,3271279347,630.947198676,457.902884407,880.832602625,449.03670964,755.8899006505001,453.4697970235,697.740721216,512.0,85.95273450440013,82.50522243698258,193.61563204153998,8.956956691111255e-05,0.0001266549252901968,0.00016576871034895796,0,0,0,-1,0,1,0,1,0,-1,1,1
3271296735,65.0203018133,0,3271299340,624.267155592,468.783484753,882.578099931,449.668807955,753.4226277615,459.226146354,705.0203018133,512.0,91.59005303379202,71.60911105330965,188.18062911510484,0.0006386012189454049,0.0003132509522727269,9.285368609506985e-05,1,0,0,-1,0,1,0,1,0,-1,1,1
3271308749,73.5417436577,0,3271311336,622.217836611,473.108729142,877.196767031,451.271027294,749.707301821,462.189878218,713.5417436577,512.0,99.26019820262616,61.55481970732031,174.55937328382424,0.00039898070286472216,0.0003961833467768062,0.0004680550651507072,0,0,0,-1,0,1,0,1,0,-1,1,1
