t_tracker,pix_x,pix_y,zeitstempel,blick_l_x,blick_l_y,blick_r_x,blick_r_y,blick_m_x,blick_m_y,pix_x_translation,pix_y_translation,delta_l_t,delta_m_t,delta_r_t,geschwindigkeit_l,geschwindigkeit_m,geschwindigkeit_r,richtung_delta_l_x,richtung_delta_l_y,richtung_delta_m_x,richtung_delta_m_y,richtung_delta_r_x,richtung_delta_r_y
10321632535,313.686143746,0,10321635075,943.523272412,521.049080343,920.040920416,483.052034918,931.782096414,502.0505576305,953.686143746,512.0,13.607711372802848,24.057819788719385,44.384521348261366,2.0004259513698012e-08,2.2022553849297746e-08,3.3481014446517585e-08,-1,0,-1,0,-1,0
10321650562,320.993399316,0,10321651080,947.916978174,522.417071553,930.459209937,478.54290961,939.1880940555,500.47999058150003,960.993399316,512.0,16.71849782795299,24.661345350688386,45.2958454871666,1.796433406915106e-08,2.9554568109273554e-08,4.4316918785433184e-08,-1,0,-1,0,-1,0
10321665578,328.315972639,0,10321667083,956.711912324,520.692331021,939.268032623,473.509701589,947.9899724735,497.101016305,968.3159726389999,512.0,14.498649398230016,25.201706249216176,48.22121826479464,3.499646428085362e-08,3.681501140992314e-08,3.961549583332262e-08,-1,0,-1,0,-1,0
10321683622,335.596527601,0,10321687082,964.452057927,520.780624325,948.005502703,471.937507926,956.228780315,496.3590661255,975.5965276009999,512.0,14.187972647685926,24.894747385760695,48.64430003712008,1.9353558246998874e-08,2.0682440033432993e-08,2.2196697575133935e-08,-1,0,-1,0,-1,0
10321698602,342.892259762,0,10321699081,978.494106668,524.760678148,956.863481353,479.099920034,967.6787940105,501.930299091,982.892259762,512.0,13.497357424144433,18.244133757698037,41.95131186547114,1.0137247363497401e-07,8.844166705786007e-08,7.912011198951282e-08,-1,0,-1,0,-1,0
10321716611,350.204433878,0,10321719080,1004.31287042,528.830087714,973.861340627,486.767223756,989.0871055235,507.798655735,990.2044338779999,512.0,21.9613258734662,4.347380393388393,30.063095216405255,6.535027289104963e-08,5.550067423808922e-08,4.6622440808524216e-08,1,0,-1,0,-1,0
10321734627,357.518294361,0,10321735078,1013.74151777,525.405236696,981.582106025,487.791927447,997.6618118975,506.5985820715,997.518294361,512.0,21.045031448161545,5.403324247313334,28.98263058129429,3.919495620412544e-08,3.3829852726694287e-08,3.0431311028533496e-08,1,0,1,0,-1,0
10321749685,364.81332388,0,10321751076,1019.29706381,518.694999993,988.917816775,487.888686893,1004.1074402925001,503.291843443,1004.81332388,512.0,15.956244773321465,8.73671919317107,28.87944884981178,3.4038060585932834e-08,2.8305328549196056e-08,2.8664778481755773e-08,1,0,-1,0,-1,0
10321767630,372.147842198,0,10321771073,1024.10402026,520.935224241,994.813324125,489.72981022,1009.4586721925,505.3325172305,1012.147842198,512.0,14.926098823443546,7.189364492085547,28.221390285745695,1.3262333077328657e-08,1.4322124440049204e-08,1.5445395480921568e-08,1,0,-1,0,-1,0
10321782684,379.393967436,0,10321783071,1029.48505779,521.792535302,998.571770678,486.799862649,1014.0284142339999,504.29619897550003,1019.393967436,512.0,14.061431370010194,9.38816869195374,32.68961303438957,3.7852222594502434e-08,3.25509613642151e-08,3.31051652074476e-08,1,0,-1,0,-1,0
10321800659,386.690823825,0,10321803068,1038.28096552,523.717147329,1006.65196079,480.890858433,1022.466463155,502.304002881,1026.690823825,512.0,16.480986804183498,10.576274542668592,37.00452297721373,2.2516769552158386e-08,2.1681592639159396e-08,2.503322156476286e-08,1,0,-1,0,-1,0
10321815704,394.010305496,0,10321819066,1041.86606138,519.906984009,1014.21245372,480.423828695,1028.03925755,500.165406352,1034.010305496,512.0,11.145999130969928,13.255603358078915,37.26941814983395,2.0441278326652535e-08,2.332245621544754e-08,2.95968673784484e-08,1,0,-1,0,-1,0
10321833676,401.30210281,0,10321835064,1048.59191486,521.849521365,1017.19124817,480.884701989,1032.891581515,501.367111677,1041.30210281,512.0,12.253751704842006,13.557108192495745,39.36362638000401,2.7353533225267064e-08,1.9531891406168283e-08,1.1777304751399928e-08,1,0,-1,0,-1,0
10321848692,408.599802395,0,10321851061,1052.94031462,522.397777426,1024.83764091,481.999551212,1038.888977765,502.19866431899993,1048.599802395,512.0,11.26737865592559,13.7973293113654,38.27097132188624,1.7126836663576393e-08,2.3660317687890812e-08,3.019584673235144e-08,1,0,-1,0,-1,0
10321866713,415.921954107,0,10321867060,1062.15408794,522.765931017,1026.92453204,478.722175455,1044.53930999,500.744053236,1055.921954107,512.0,12.439644801007198,16.008151818628995,44.139144678839614,3.60245244880422e-08,2.2794118344279407e-08,1.5179227662990028e-08,1,0,-1,0,-1,0
10321884761,423.195201539,0,10321887059,1069.38847097,516.892228211,1035.01056387,480.075985347,1052.1995174200001,498.484106779,1063.195201539,512.0,7.892432015130963,17.42367466426929,42.58540257057309,2.329888033597263e-08,1.9968552570404415e-08,2.0498499488137927e-08,1,0,-1,0,-1,0
10321900529,430.534497874,0,10321903059,1077.24352421,512.274934478,1040.03956989,479.066682659,1058.64154705,495.6708085685,1070.534497874,512.0,6.714657351223201,20.20110819011305,44.8836721295435,3.559218927058698e-08,2.74591295010147e-08,2.003628051824041e-08,1,0,-1,0,-1,0
10321917732,437.800016191,0,10321919058,1083.21217409,514.418653082,1048.73588577,483.625367959,1065.9740299300001,499.0220105205,1077.800016191,512.0,5.9280128082500285,17.55796576985413,40.61826461816201,2.477633329348615e-08,3.149612819860248e-08,3.835922129471262e-08,1,0,-1,0,-1,0
10321932771,431.192567567,0,10321935059,1089.66394477,517.233250412,1056.53837568,483.922083484,1073.101160225,500.577666948,1071.192567567,512.0,19.198403205740963,11.580691615140411,31.67198660868124,2.749259658944717e-08,2.8492271908809487e-08,3.0496694306237986e-08,-1,0,-1,0,1,0
10321950756,423.913136833,0,10321951061,1094.94681421,514.117834158,1063.39153691,481.311388594,1079.16917556,497.714611376,1063.913136833,512.0,31.105857214687294,20.900216405062256,30.69304378044229,2.3951310221914258e-08,2.6202580925523293e-08,2.863967673332046e-08,-1,0,-1,0,1,0
10321965766,416.580164354,0,10321967062,1105.94683157,505.208443967,1072.72203784,477.097408938,1089.3344347050001,491.15292645249997,1056.5801643539999,512.0,49.83164722708542,38.82579943441335,38.454530844612265,5.528793274462827e-08,4.7256199213046445e-08,3.998704171507181e-08,-1,0,-1,0,-1,0
10321983786,409.320267226,0,10321987065,1118.57632026,496.123119614,1084.86571445,470.98990206,1101.7210173550002,483.556510837,1049.320267226,512.0,71.05262987841895,59.622736349882636,54.27068224559709,3.888299189173326e-08,3.6315142129643425e-08,3.3972387787809974e-08,-1,0,-1,0,-1,0
10321998781,402.002893507,0,10321999066,1120.02595078,491.988222804,1089.75498996,471.888740887,1104.89047037,481.93848184549995,1042.002893507,512.0,80.54854866953332,69.70324380868566,62.36325699710412,3.042300955459199e-08,2.4708202525269605e-08,3.451653684469405e-08,-1,0,-1,0,-1,0
10322016811,394.712220395,0,10322019068,1125.42243531,501.761308447,1094.74222962,475.395196547,1110.082332465,488.578252497,1034.712220395,512.0,91.2862196316781,78.92548415777155,70.31012475729466,2.79044582716711e-08,2.1067388398047567e-08,1.5238300291036633e-08,-1,0,-1,0,-1,0
10322031804,387.410726542,0,10322035070,1136.30291973,502.239968498,1101.14174731,476.856742854,1118.7223335200001,489.548355676,1027.410726542,512.0,109.32871513107953,94.03130277602325,81.67809955135543,4.253236649527328e-08,3.395359032619156e-08,2.5635360791041462e-08,-1,0,-1,0,-1,0
10322049813,380.109373192,0,10322051072,1146.13055408,503.5411947,1109.83846336,470.355370337,1127.9845087200001,486.94828251850004,1020.109373192,512.0,126.30474820650764,110.74580540118565,98.92211482851297,3.871455664380112e-08,3.756951771348558e-08,4.240427932722112e-08,-1,0,-1,0,-1,0
