t_tracker,pix_x,pix_y,zeitstempel,blick_l_x,blick_l_y,blick_r_x,blick_r_y,blick_m_x,blick_m_y,pix_x_translation,pix_y_translation,delta_l_t,delta_m_t,delta_r_t,geschwindigkeit_l,geschwindigkeit_m,geschwindigkeit_r,sacc_l,sacc_m,sacc_r,richtung_delta_l_x,richtung_delta_l_y,richtung_delta_m_x,richtung_delta_m_y,richtung_delta_r_x,richtung_delta_r_y,tendenz_l,tendenz_m,tendenz_r
5609199267.0,7.30319979796,0.0,5609200837,693.218252476,484.00922494,683.502781516,514.248187366,688.3605169960001,499.12870615300005,647.30319979796,512.0,53.774301956294245,43.027589995214676,36.26932675131562,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,1,1,1
5609217280,14.0379185444,0,5609220830,693.222835746,489.692505068,684.470658618,517.381956326,688.8467471820001,503.53723069700004,654.0379185444,512.0,45.08971131242095,35.82280021714669,30.904969216653054,0.00028426359106108054,0.00022184051555901887,0.00016404898689242222,0,0,0,1,0,1,0,1,0,1,1,1
5609232286,21.6163742936,0,5609232825,642.299219864,492.564720305,628.979422389,513.5935681990001,635.6393211265,503.079144252,661.6163742936,512.0,27.402236260566234,27.466142039299253,32.675833412906805,0.004252151022197882,0.004435964814851626,0.004636965617087405,1,1,1,-1,0,-1,0,-1,0,-1,-1,-1
5609250298,28.5802961031,0,5609252818,641.843747065,504.519214538,638.08937735,515.309567828,639.9665622074999,509.914391183,668.5802961031,512.0,27.763378857682174,28.689641538118916,30.670007590743733,0.0005983678271538795,0.00040463394560552433,0.0004636704672185272,1,0,0,-1,0,-1,0,-1,0,-1,-1,-1
5609265313,35.8972270945,0,5609268812,638.810690847,504.81558517599996,629.63804442,513.50739674,634.2243676334999,509.16149095799994,675.8972270945,512.0,37.77601073698021,41.76941882810648,46.28373609211465,0.0001905402982498157,0.00036209474208059167,0.0005402866899531796,0,0,1,-1,0,-1,0,-1,0,-1,-1,-1
5609283317,43.2067100274,0,5609284807,637.809622222,510.804060068,633.806991528,510.874535239,635.808306875,510.8392976535,683.2067100274,512.0,45.4128379814801,47.41261278747059,49.41253746518405,0.00037959178685469347,0.0001442549260611224,0.0003082668401231399,0,0,0,-1,0,-1,0,-1,0,-1,-1,-1
5609298339,50.4792338269,0,5609300801,633.467823733,509.695858739,631.0270757430001,506.694058073,632.2474497380001,508.194958406,690.4792338269,512.0,57.057952538147376,58.35596815843537,59.68845885567597,0.00028016730683082084,0.00027731269075784577,0.0003138921178772659,0,0,0,-1,0,-1,0,-1,0,-1,-1,-1
5609316340,57.798272796,0,5609316795,635.896449691,512.22535785,632.632658318,505.82828130400003,634.2645540045,509.026819577,697.798272796,512.0,61.90223331902716,63.603248543648334,65.45721825710189,0.00021924780348267996,0.00013642012266438622,0.00011405114364655289,0,0,0,-1,0,-1,0,-1,0,-1,-1,-1
5609331353,65.1073341436,0,5609332789,636.380081172,503.771852055,630.2624993769999,505.07318700800005,633.3212902744999,504.42251953150003,705.1073341436,512.0,69.21804475443605,72.1848620184791,75.16468605313145,0.000529406587169985,0.0002938557103074171,0.00015552914064332542,1,0,0,-1,0,-1,0,-1,0,-1,-1,-1
5609349365,72.3842143759,0,5609352782,638.516509368,497.85742077099997,632.325717215,507.432412876,635.4211132915,502.6449168235,712.3842143759,512.0,75.2093770109996,77.52958473877446,80.18868885196437,0.00031453345913163357,0.00013760840511055852,0.00015676171507284588,0,0,0,-1,0,-1,0,-1,0,-1,-1,-1
