t_tracker,pix_x,pix_y,zeitstempel,blick_l_x,blick_l_y,blick_r_x,blick_r_y
2908261412.0,12.8030487975,-12.7823715266,2908265325,661.960536774,494.81127270800005,645.612459275,498.65479098800006
2908279408,17.4648687768,-17.4124909179,2908281311,663.564939895,494.81374372,648.025353901,495.55688471699995
2908297434,23.4181874664,-23.2923626717,2908301300,665.651231262,493.29187045099997,648.684711749,501.58155897800003
2908312430,29.4598103585,-29.2104742068,2908313300,665.347121451,491.99993176099997,648.780133868,505.052501732
2908330494,35.3685167905,-34.9394150235,2908333299,665.32389365,492.13662699300005,652.720334055,502.140590665
2908345453,41.4254130144,-40.7404769604,2908349299,666.988994573,495.913272289,653.8209865069999,503.51002038900003
2908363467,47.5506102207,-46.5225560666,2908365299,659.453945466,501.365781344,641.306639214,509.937497656
2908378479,53.7359915674,-52.2649940315,2908381299,654.596749332,503.204200675,641.905794935,515.528199485
2908396492,59.9793718321,-57.9532161348,2908397307,648.793989579,502.44673914300006,635.8267417769999,522.712253679
2908411497,66.3404273104,-63.6277132807,2908413315,652.129764939,500.450501534,638.521570702,529.469635417
2908429523,72.7294844387,-69.1957633734,2908433324,651.161151181,500.437002833,637.875389315,531.957316949
2908447524,79.2358862887,-74.722800175,2908449332,649.080999712,501.178463696,638.819160384,526.341717219
2908462560,85.857252181,-80.1917981435,2908465339,648.263271949,504.393643012,640.749616853,523.960056216
2908480543,92.5865664197,-85.5824578625,2908481347,665.493982121,508.158518814,678.603854588,539.734319984
2908495554,99.4469366204,-90.898398595,2908497355,755.598236353,564.410340728,761.253347947,583.1028596230001
2908513569,106.486498957,-96.1593386027,2908517369,749.259241079,560.349791725,749.2431783530001,585.795395862
2908528584,113.552195765,-101.237937547,2908529378,755.681974242,564.0331106030001,751.862546336,592.56956155
2908546596,120.82319034,-106.249195198,2908549392,764.267714051,564.4463075169999,752.15046536,601.534712749
2908561600,128.216474626,-111.11815412,2908565404,772.42450485,570.6523529230001,753.549522711,612.7171850469999
2908579609,135.776002708,-115.857912753,2908581415,778.327793533,575.690236099,756.488303748,620.411920368
2908597631,143.524474776,-120.463807674,2908601416,783.066511696,580.074044869,760.0897665130001,626.321091172
2908612635,151.554348269,-124.966072738,2908613417,784.238497197,579.313236252,762.940601895,629.745048536
2908630665,159.487009884,-129.142231797,2908633418,783.036393321,579.6827253069999,764.956935597,635.973888165
2908645654,167.708419223,-133.185054362,2908649419,781.433902173,585.141075432,766.4136362610001,642.1090794869999
2908663665,176.14725309,-137.0325097,2908665419,782.282894657,606.096289225,767.6493668989999,649.842177162
2908678685,184.748956616,-140.639016598,2908681420,785.24306867,614.232653907,772.4053801360001,656.767782461
2908696692,193.556420496,-144.00204226,2908697421,792.451453787,622.649745341,780.107988162,661.472061221
2908711701,202.667435583,-147.129718777,2908713421,803.564259768,626.442022518,790.224984372,659.499948806
2908729723,211.709579264,-149.880126185,2908733421,819.897909585,632.45258282,804.243157296,644.0354630080001
2908747733,221.059489645,-152.352696546,2908749421,830.935124116,640.105256963,821.114694245,637.39771877
2908762749,230.955398603,-154.556390896,2908765421,874.66484907,646.166296251,880.133925773,662.82667343
2908780749,240.16969329,-156.223590255,2908781421,899.528978213,655.3787788330001,880.822357236,664.45631667
2908795753,250.012361177,-157.590673487,2908797419,906.786394386,662.933832219,896.7959692610001,674.95958871
2908813773,259.960653059,-158.53235758,2908817416,922.743493934,668.86690354,908.412079772,679.863658869
2908828783,270.039650982,-159.027349567,2908829414,925.740593347,675.0816827159999,915.39316331,687.03940666
2908846805,280.239536717,-159.047355034,2908849411,937.108547225,680.910961412,925.4045946289999,692.265316468
2908861804,290.512112363,-158.564835315,2908865409,940.233794383,685.173756602,929.521785657,689.692242391
2908879809,300.864461758,-157.550609371,2908881407,951.065598574,688.260765618,935.530044895,686.713695591
2908894827,311.211196238,-155.985174813,2908897404,956.770368307,691.685056714,943.617668865,692.6114116489999
2908912838,321.58942904,-153.832921727,2908913401,965.435166568,694.520038624,950.865123789,700.672544938
2908927845,331.88878688,-151.086169796,2908929396,970.232036383,695.6138849580001,954.3060324889999,695.759700009
2908945863,342.099291188,-147.719874931,2908949390,981.727427503,694.8571488539999,962.0637306589999,686.30135972
2908963863,352.184979502,-143.713652449,2908965386,981.397737414,658.422530844,965.333416776,676.028388508
