t_tracker,pix_x,pix_y,zeitstempel,blick_l_x,blick_l_y,blick_r_x,blick_r_y
2063745397.0,11.5305085279,-11.515397406,2063746988,1026.70197856,299.869505223,1028.25440568,325.09616891900004
2063760419,17.4627354767,-17.4103767518,2063762985,1028.83176274,299.54707339,1030.21206901,319.521842187
2063778416,23.3863489206,-23.2610339094,2063778982,1028.12988254,299.604874559,1032.27720025,318.959371049
2063796436,29.3640118238,-29.1170801015,2063798978,1028.86139427,298.537045605,1033.94077201,320.09905303700003
2063811439,35.6373350469,-35.1984939819,2063814976,1027.60351079,297.742002165,1033.05300037,324.551076005
2063829452,41.4364877055,-40.7510110165,2063830974,1028.32048428,296.72602031400004,1036.53010766,326.49494822599996
2063844463,47.8127036743,-46.7679174215,2063846972,1026.32188078,295.95520481,1037.19647059,324.062778372
2063862475,53.6994186962,-52.2313442063,2063862970,1032.26871734,295.450694017,1039.38221291,321.51194328099996
2063877481,59.9580651064,-57.9339990098,2063878969,1027.09803161,296.977612837,1038.3077124,319.22816366
2063895497,66.3042088692,-63.5957658582,2063898973,794.143273313,406.43343042199996,827.441125999,421.43619044800005
2063912488,72.7192326195,-69.1869386512,2063914978,668.256276818,474.56626892599996,704.4233634,498.92565422900003
2063928523,79.2440351728,-74.7296287713,2063930983,681.7257545,472.431358442,705.529688672,499.571803526
2063943533,85.8414817473,-80.178964192,2063946988,674.172031559,488.97776527,698.573465005,508.418134582
2063961537,92.5788646858,-85.5763869944,2063962993,674.458551594,494.388978274,697.171301527,515.373029214
2063979549,99.746471851,-91.1262865519,2063983000,674.38883415,501.285441504,693.253678388,520.829801983
2063994563,106.412515874,-96.1050850138,2063995003,676.778466034,501.463405269,695.993696832,523.922878499
2064012575,113.886128005,-101.472888767,2064015009,682.230927787,505.098466461,707.6758430689999,532.6680092830001
2064027591,120.782587105,-106.221822037,2064031013,694.84829007,511.05122122,718.1627530310001,539.741686376
2064045597,128.217941152,-111.119097091,2064047017,704.831723801,520.158561148,721.801761555,547.998780031
2064060607,135.759372567,-115.847752092,2064063021,711.866853123,529.693499647,732.572703707,554.881528246
2064078615,143.493325139,-120.445804802,2064079025,720.95582989,538.84051101,742.6175524539999,563.157058646
2064096629,151.405862039,-124.885326245,2064099028,804.424494753,640.595702492,818.0577494080001,650.340511173
2064111640,159.854465137,-129.329128444,2064115030,800.955263802,638.346434204,814.34652956,650.6837445819999
2064129651,167.692098482,-133.177316636,2064131031,806.844160738,643.515988786,817.556789237,659.466921853
2064144662,176.516746133,-137.193971201,2064147032,809.542442456,646.218915623,826.748905907,664.453614084
2064162672,184.727004709,-140.630217665,2064163034,813.449049527,649.036794595,844.972468232,668.563304034
2064177697,193.513799063,-143.986571321,2064179035,821.136350199,648.62598258,852.074953222,671.402542477
