t_tracker,pix_x,pix_y,zeitstempel,blick_l_x,blick_l_y,blick_r_x,blick_r_y
2860359432.0,2.94567917481,-2.94542676543,2860359598,640.088063544,521.376691374,646.391349815,530.8532613680001
2860377436,5.70259994549,-5.70076925654,2860379603,641.877709791,521.81316906,645.400908819,526.884577636
2860392449,8.64564136749,-8.63926583804,2860395607,640.862230984,518.412276947,644.962713067,529.269349775
2860410459,11.5869173556,-11.571583665,2860411611,639.224163265,516.390711454,645.766047819,537.045203176
2860428481,14.6789194171,-14.6477803541,2860431617,639.398137374,520.269629902,646.115081994,536.086958367
2860443478,17.5065834563,-17.4538305175,2860443620,643.209927215,521.50798838,643.9144107019999,537.231620927
2860461489,20.4780515429,-20.3937587783,2860463625,646.869542508,520.922690431,641.9739417769999,532.066665399
2860476507,23.4442306288,-23.3179878251,2860479629,648.496170222,519.1958552240001,645.7789595830001,533.426504958
2860494509,26.4273466802,-26.2469118127,2860495630,647.992097046,514.440073162,647.044856256,530.968000252
2860512536,29.4145424315,-29.1663443627,2860515631,647.779844192,513.4107040580001,646.840327588,526.694454951
2860527589,32.5472224871,-32.2119163811,2860527631,650.425005737,511.72154723,645.92108446,519.504303325
2860542546,35.4247525244,-34.9936251645,2860543632,652.2412033,509.459040838,644.964729006,522.9694309719999
2860560640,38.4397986621,-37.8906952439,2860563630,653.625451951,511.19071211199997,644.311421637,521.131322964
2860575586,41.4771577604,-40.789693293,2860575628,651.170870644,513.581579921,648.797997166,520.843261515
2860596636,44.525023724,-43.6777156337,2860599624,671.870080489,530.599617588,669.902592656,532.474270135
2860611599,47.8987305448,-46.8484142402,2860611622,680.644637118,534.940478654,680.809560364,541.696559085
2860626635,50.8169793948,-49.5677215696,2860627619,687.964473644,541.694090734,683.67214018,543.81921428
2860644655,53.9087568842,-52.4239008548,2860647616,687.637409475,541.821790425,683.297211934,544.781486133
2860659630,56.8822853615,-55.1456727957,2860663613,692.700812455,548.20970087,683.332537804,547.754729745
2860677632,60.0243881008,-57.9938130474,2860679610,696.038978577,556.1227810309999,687.09449569,547.494696769
2860692646,63.3290505625,-60.9571317589,2860695608,704.120731524,559.304592899,687.372902697,549.32482263
2860710668,66.3553734694,-63.6408956965,2860711605,704.153190551,556.635344487,688.311452867,562.369377983
2860725667,69.7014431761,-66.5737589323,2860727603,703.141573954,554.872699897,691.5311509160001,563.766572543
2860743688,72.7822434253,-69.2411724048,2860747600,704.586686361,556.1585484469999,697.223412088,564.326897928
2860761691,76.1689088243,-72.1359550396,2860763600,708.400862078,557.404429782,696.551028008,565.347808921
2860776709,79.2898447189,-74.7680117939,2860779599,732.637752416,560.49511126,717.6374252539999,581.344994675
2860794781,82.7417748096,-77.6385227327,2860795599,734.524636488,568.7381039969999,722.3378166289999,591.2677857259999
2860809721,86.067712749,-80.3629817597,2860811599,739.056090014,576.42940424,729.966214388,600.900583645
2860827777,89.2658710743,-82.9438256179,2860831598,743.670195198,582.559437971,736.3465851569999,602.6379718869999
2860842746,92.6569539865,-85.6379300468,2860843598,743.483656229,584.967927581,738.634895461,604.599469302
2860860840,96.0557326953,-88.293645247,2860863597,745.3451193,589.679935161,740.535351968,607.064241987
2860875777,99.4983051989,-90.9375053472,2860879597,750.866675666,588.6571981540001,740.89788091,607.279634441
2860893775,102.976096315,-93.5607162077,2860895596,756.166672699,592.164539495,744.162063528,609.678412608
2860911802,106.481247855,-96.1554885736,2860915595,755.784387827,594.919410208,745.747451285,614.976194985
2860926842,110.186236836,-98.8440631185,2860927594,758.683050107,598.498590399,747.825039374,612.479749795
2860944829,113.610142331,-101.278741128,2860947592,759.128673183,602.343589958,751.553225744,618.9987160969999
2860959822,117.211062249,-103.787123065,2860963592,766.213207115,600.387871451,755.512502023,615.544576765
2860977838,120.864597649,-106.277103336,2860979592,766.891517634,597.416673361,758.74535468,621.419292894
2860992852,124.552057551,-108.733617541,2860995591,769.476716876,597.672142941,759.980241585,624.864957117
2861010869,128.285838786,-111.162745105,2861011591,772.138362091,603.15108506,763.1533993769999,628.924452182
2861025872,132.217862325,-113.657180943,2861027591,776.755110325,608.958153863,766.0327007469999,627.3704281419999
2861043970,135.838377015,-115.896011636,2861047590,775.388197341,615.038509653,769.7520924439999,622.904514682
2861058923,139.865677721,-118.320849051,2861059590,783.963473394,612.7062660619999,774.5435257739999,623.641614974
2861076912,143.575116515,-120.493067111,2861079590,788.745224652,612.731640939,776.0638810969999,632.463687307
2861094933,147.498897897,-122.7267528,2861095590,789.783003372,617.7688976,780.863250152,634.3056416000001
2861109928,151.458585066,-124.914007745,2861111589,790.898087482,624.462307535,782.0660305719999,634.250316491
2861127979,155.472882778,-127.062764473,2861131588,797.840638633,621.907967738,783.3555592189999,637.92954679
2861142978,159.54020326,-129.169323157,2861143588,798.631912791,622.251403954,781.33701221,641.800094117
2861161009,163.62737953,-131.214552603,2861163587,801.590603864,621.754548074,781.525396501,638.262440191
2861175984,167.77905962,-133.218532039,2861179586,803.87267363,622.8105035919999,790.917591871,636.240041306
2861193977,171.972029456,-135.167210684,2861195584,810.496182015,623.544413322,797.14968705,642.842478148
2861208990,176.200251983,-137.05570529,2861211583,816.728721028,623.39808552,802.502836718,650.625038084
2861227022,180.481544588,-138.88955895,2861227582,822.872820275,626.24111662,804.939347738,653.206948522
2861242017,184.809290542,-140.66318943,2861243581,833.626079998,633.7143708919999,827.814273007,652.170130837
2861260041,189.192321255,-142.377370141,2861263580,842.012532239,642.63272001,833.830052619,650.189173862
2861278032,193.599390466,-144.0176318,2861279579,847.863360996,647.708373854,837.319759225,651.513994551
2861293046,198.071628503,-145.596713494,2861295578,849.84729421,656.457857491,836.5704471939999,654.033164836
